"","db","query","kingdom","phylum","class","order","family","genus","species"
"152","ncbi","Cladius","Metazoa","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Cladius",NA
"153","itis","Closterotomus",NA,NA,NA,NA,NA,NA,NA
"154","ncbi","Closterotomus","Metazoa","Arthropoda","Insecta","Hemiptera","Miridae","Closterotomus",NA
"155","itis","Coccinella septempunctata","Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","Coccinella","Coccinella septempunctata"
"156","ncbi","Coccinella septempunctata","Metazoa","Arthropoda","Insecta","Coleoptera","Coccinellidae","Coccinella","Coccinella septempunctata"
"157","itis","Coccinellidae","Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae",NA,NA
"158","ncbi","Coccinellidae","Metazoa","Arthropoda","Insecta","Coleoptera","Coccinellidae",NA,NA
"159","itis","Coleoptera","Animalia","Arthropoda","Insecta","Coleoptera",NA,NA,NA
"160","ncbi","Coleoptera","Metazoa","Arthropoda","Insecta","Coleoptera",NA,NA,NA
"161","itis","Colletidae","Animalia","Arthropoda","Insecta","Hymenoptera","Colletidae",NA,NA
"162","ncbi","Colletidae","Metazoa","Arthropoda","Insecta","Hymenoptera","Colletidae",NA,NA
"163","itis","Conostigmus","Animalia","Arthropoda","Insecta","Hymenoptera","Megaspilidae","Conostigmus",NA
"164","ncbi","Conostigmus","Metazoa","Arthropoda","Insecta","Hymenoptera","Megaspilidae","Conostigmus",NA
"165","itis","Coranus","Animalia","Arthropoda","Insecta","Hemiptera","Reduviidae","Coranus",NA
"166","ncbi","Coranus","Metazoa","Arthropoda","Insecta","Hemiptera","Reduviidae","Coranus",NA
"167","itis","Cordicomus instabilis",NA,NA,NA,NA,NA,NA,NA
"168","ncbi","Cordicomus instabilis",NA,NA,NA,NA,NA,NA,NA
"169","itis","Corticariinae","Animalia","Arthropoda","Insecta","Coleoptera","Latridiidae",NA,NA
"170","ncbi","Corticariinae",NA,NA,NA,NA,NA,NA,NA
"171","itis","Cryptocephalus rugicollis",NA,NA,NA,NA,NA,NA,NA
"172","ncbi","Cryptocephalus rugicollis","Metazoa","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Cryptocephalus","Cryptocephalus rugicollis"
"173","itis","Cryptophagidae","Animalia","Arthropoda","Insecta","Coleoptera","Cryptophagidae",NA,NA
"174","ncbi","Cryptophagidae","Metazoa","Arthropoda","Insecta","Coleoptera","Cryptophagidae",NA,NA
"175","itis","Curculionoidea","Animalia","Arthropoda","Insecta","Coleoptera",NA,NA,NA
"176","ncbi","Curculionoidea","Metazoa","Arthropoda","Insecta","Coleoptera",NA,NA,NA
"177","itis","Cynipoidea","Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA
"178","ncbi","Cynipoidea","Metazoa","Arthropoda","Insecta","Hymenoptera",NA,NA,NA
"179","itis","Cyrtogaster","Animalia","Chordata","Teleostei","Characiformes","Characidae","Bryconops","Bryconops cyrtogaster"
"180","ncbi","Cyrtogaster","Metazoa","Arthropoda","Insecta","Hymenoptera","Pteromalidae","Cyrtogaster",NA
"181","itis","Cyrtogaster vulgaris",NA,NA,NA,NA,NA,NA,NA
"182","ncbi","Cyrtogaster vulgaris","Metazoa","Arthropoda","Insecta","Hymenoptera","Pteromalidae","Cyrtogaster","Cyrtogaster vulgaris"
"183","itis","Dacnusini",NA,NA,NA,NA,NA,NA,NA
"184","ncbi","Dacnusini",NA,NA,NA,NA,NA,NA,NA
"185","itis","Dasytes terminalis",NA,NA,NA,NA,NA,NA,NA
"186","ncbi","Dasytes terminalis","Metazoa","Arthropoda","Insecta","Coleoptera","Melyridae","Dasytes","Dasytes terminalis"
"187","itis","Dasytini",NA,NA,NA,NA,NA,NA,NA
"188","ncbi","Dasytini",NA,NA,NA,NA,NA,NA,NA
"189","itis","Delphacini","Animalia","Arthropoda","Insecta","Hemiptera","Delphacidae",NA,NA
"190","ncbi","Delphacini",NA,NA,NA,NA,NA,NA,NA
"191","itis","Deltocephalinae",NA,NA,NA,NA,NA,NA,NA
"192","ncbi","Deltocephalinae","Metazoa","Arthropoda","Insecta","Hemiptera","Cicadellidae",NA,NA
"193","itis","Deraeocoris","Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Deraeocoris",NA
"194","ncbi","Deraeocoris","Metazoa","Arthropoda","Insecta","Hemiptera","Miridae","Deraeocoris",NA
"195","itis","Dermestes laniarius",NA,NA,NA,NA,NA,NA,NA
"196","ncbi","Dermestes laniarius","Metazoa","Arthropoda","Insecta","Coleoptera","Dermestidae","Dermestes","Dermestes laniarius"
"197","itis","Diapriinae",NA,NA,NA,NA,NA,NA,NA
"198","ncbi","Diapriinae","Metazoa","Arthropoda","Insecta","Hymenoptera","Diapriidae",NA,NA
"199","itis","Diglyphus",NA,NA,NA,NA,NA,NA,NA
"200","ncbi","Diglyphus","Metazoa","Arthropoda","Insecta","Hymenoptera","Eulophidae","Diglyphus",NA
"201","itis","Diglyphus isaea",NA,NA,NA,NA,NA,NA,NA
"202","ncbi","Diglyphus isaea","Metazoa","Arthropoda","Insecta","Hymenoptera","Eulophidae","Diglyphus","Diglyphus isaea"
"203","itis","Diplazon",NA,NA,NA,NA,NA,NA,NA
"204","ncbi","Diplazon","Metazoa","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Diplazon",NA
"205","itis","Dipogon variegatus",NA,NA,NA,NA,NA,NA,NA
"206","ncbi","Dipogon variegatus",NA,NA,NA,NA,NA,NA,NA
"207","itis","Diptera","Animalia","Arthropoda","Insecta","Diptera",NA,NA,NA
"208","ncbi","Diptera","Metazoa","Arthropoda","Insecta","Diptera",NA,NA,NA
"209","itis","Dolerus gonager",NA,NA,NA,NA,NA,NA,NA
"210","ncbi","Dolerus gonager","Metazoa","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Dolerus","Dolerus gonager"
"211","itis","Dolichosoma lineare",NA,NA,NA,NA,NA,NA,NA
"212","ncbi","Dolichosoma lineare","Metazoa","Arthropoda","Insecta","Coleoptera","Melyridae","Dolichosoma","Dolichosoma lineare"
"213","itis","Elateridae","Animalia","Arthropoda","Insecta","Coleoptera","Elateridae",NA,NA
"214","ncbi","Elateridae","Metazoa","Arthropoda","Insecta","Coleoptera","Elateridae",NA,NA
"215","itis","Encyrtidae","Animalia","Arthropoda","Insecta","Hymenoptera","Encyrtidae",NA,NA
"216","ncbi","Encyrtidae","Metazoa","Arthropoda","Insecta","Hymenoptera","Encyrtidae",NA,NA
"217","itis","Endomia",NA,NA,NA,NA,NA,NA,NA
"218","ncbi","Endomia",NA,NA,NA,NA,NA,NA,NA
"219","itis","Epimeces",NA,NA,NA,NA,NA,NA,NA
"220","ncbi","Epimeces",NA,NA,NA,NA,NA,NA,NA
"221","itis","Episyrphus balteatus",NA,NA,NA,NA,NA,NA,NA
"222","ncbi","Episyrphus balteatus","Metazoa","Arthropoda","Insecta","Diptera","Syrphidae","Episyrphus","Episyrphus balteatus"
"223","itis","Eristalis","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Eristalis",NA
"224","ncbi","Eristalis","Metazoa","Arthropoda","Insecta","Diptera","Syrphidae","Eristalis",NA
"225","itis","Eucera","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Eucera",NA
"226","ncbi","Eucera",NA,NA,NA,NA,NA,NA,NA
"227","itis","Eucerini","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae",NA,NA
"228","ncbi","Eucerini","Metazoa","Arthropoda","Insecta","Hymenoptera","Apidae",NA,NA
"229","itis","Eucoilinae",NA,NA,NA,NA,NA,NA,NA
"230","ncbi","Eucoilinae","Metazoa","Arthropoda","Insecta","Hymenoptera","Figitidae",NA,NA
"231","itis","Eulophinae",NA,NA,NA,NA,NA,NA,NA
"232","ncbi","Eulophinae","Metazoa","Arthropoda","Insecta","Hymenoptera","Eulophidae",NA,NA
"233","itis","Eumeninae",NA,NA,NA,NA,NA,NA,NA
"234","ncbi","Eumeninae","Metazoa","Arthropoda","Insecta","Hymenoptera","Vespidae",NA,NA
"235","itis","Euophrys herbigrada","Animalia","Arthropoda","Euchelicerata","Araneae","Salticidae","Euophrys","Euophrys herbigrada"
"236","ncbi","Euophrys herbigrada","Metazoa","Arthropoda","Arachnida","Araneae","Salticidae","Euophrys","Euophrys herbigrada"
"237","itis","Eupelmidae","Animalia","Arthropoda","Insecta","Hymenoptera","Eupelmidae",NA,NA
"238","ncbi","Eupelmidae","Metazoa","Arthropoda","Insecta","Hymenoptera","Eupelmidae",NA,NA
"239","itis","Eurytoma","Animalia","Arthropoda","Insecta","Hymenoptera","Eurytomidae","Eurytoma",NA
"240","ncbi","Eurytoma","Metazoa","Arthropoda","Insecta","Hymenoptera","Eurytomidae","Eurytoma",NA
"241","itis","Eurytomidae","Animalia","Arthropoda","Insecta","Hymenoptera","Eurytomidae",NA,NA
"242","ncbi","Eurytomidae","Metazoa","Arthropoda","Insecta","Hymenoptera","Eurytomidae",NA,NA
"243","itis","Evagetes",NA,NA,NA,NA,NA,NA,NA
"244","ncbi","Evagetes","Metazoa","Arthropoda","Insecta","Hymenoptera","Pompilidae","Evagetes",NA
"245","itis","Eysarcoris ventralis","Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae","Eysarcoris","Eysarcoris ventralis"
"246","ncbi","Eysarcoris ventralis","Metazoa","Arthropoda","Insecta","Hemiptera","Pentatomidae","Eysarcoris","Eysarcoris ventralis"
"247","itis","Fenella","Animalia","Arthropoda","Insecta","Neuroptera","Mantispidae","Trichoscelia","Trichoscelia fenella"
"248","ncbi","Fenella","Metazoa","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Fenella",NA
"249","itis","Fenusini",NA,NA,NA,NA,NA,NA,NA
"250","ncbi","Fenusini",NA,NA,NA,NA,NA,NA,NA
"251","itis","Figitidae","Animalia","Arthropoda","Insecta","Hymenoptera","Figitidae",NA,NA
"252","ncbi","Figitidae","Metazoa","Arthropoda","Insecta","Hymenoptera","Figitidae",NA,NA
"253","itis","Gastrophysa polygoni","Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Gastrophysa","Gastrophysa polygoni"
"254","ncbi","Gastrophysa polygoni","Metazoa","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Gastrophysa","Gastrophysa polygoni"
"255","itis","Gracillariidae","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae",NA,NA
"256","ncbi","Gracillariidae","Metazoa","Arthropoda","Insecta","Lepidoptera","Gracillariidae",NA,NA
"257","itis","Grylloidea","Animalia","Arthropoda","Insecta","Orthoptera",NA,NA,NA
"258","ncbi","Grylloidea","Metazoa","Arthropoda","Insecta","Orthoptera",NA,NA,NA
"259","itis","Halictidae","Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae",NA,NA
"260","ncbi","Halictidae","Metazoa","Arthropoda","Insecta","Hymenoptera","Halictidae",NA,NA
"261","itis","Haltichellini",NA,NA,NA,NA,NA,NA,NA
"262","ncbi","Haltichellini",NA,NA,NA,NA,NA,NA,NA
"263","itis","Halticini","Animalia","Arthropoda","Insecta","Hemiptera","Miridae",NA,NA
"264","ncbi","Halticini","Metazoa","Arthropoda","Insecta","Hemiptera","Miridae",NA,NA
"265","itis","Harmonia axyridis","Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","Harmonia","Harmonia axyridis"
"266","ncbi","Harmonia axyridis","Metazoa","Arthropoda","Insecta","Coleoptera","Coccinellidae","Harmonia","Harmonia axyridis"
"267","itis","Harpalus","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalus",NA
"268","ncbi","Harpalus","Metazoa","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalus",NA
"269","itis","Helicoverpa armigera",NA,NA,NA,NA,NA,NA,NA
"270","ncbi","Helicoverpa armigera","Metazoa","Arthropoda","Insecta","Lepidoptera","Noctuidae","Helicoverpa","Helicoverpa armigera"
"271","itis","Heliophanus","Animalia","Arthropoda","Euchelicerata","Araneae","Salticidae","Heliophanus",NA
"272","ncbi","Heliophanus","Metazoa","Arthropoda","Arachnida","Araneae","Salticidae","Heliophanus",NA
"273","itis","Hemiptera","Animalia","Arthropoda","Insecta","Hemiptera",NA,NA,NA
"274","ncbi","Hemiptera","Metazoa","Arthropoda","Insecta","Hemiptera",NA,NA,NA
"275","itis","Hesperiidae","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae",NA,NA
"276","ncbi","Hesperiidae","Metazoa","Arthropoda","Insecta","Lepidoptera","Hesperiidae",NA,NA
