"code_uhbr","finest_name","abundance","date","method","community"
"AF_C_B1_R1","Bacilli::Cluster_23",206,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Bryobacter::Cluster_19",722,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Bacillus::Cluster_12",250,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Mycobacterium::Cluster_90",66,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Rhizobacter::Cluster_77",179,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Actinoplanes::Cluster_146",104,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Flavisolibacter::Cluster_45",93,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Tychonema CCAP 1459-11B::Cluster_38",99,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Massilia::Cluster_32",491,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Blastocatellaceae::Cluster_26",139,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Nitrospira::Cluster_20",121,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Gaiella::Cluster_103",73,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Ellin517::Cluster_85",86,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Sphingomonas::Cluster_46",108,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Chitinophagaceae::Cluster_129",82,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Sphingomonas::Cluster_39",156,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Bryobacter::Cluster_21",359,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","RB41::Cluster_104",85,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Streptomyces::Cluster_14",243,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Bryobacter::Cluster_98",134,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Flavitalea::Cluster_86",93,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Steroidobacteraceae::Cluster_47",126,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Skermanella::Cluster_130",137,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","RB41::Cluster_150",132,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Aridibacter::Cluster_50",136,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Vicinamibacteraceae::Cluster_108",95,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Candidatus Udaeobacter::Cluster_153",79,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Archangium gephyra::Cluster_51",254,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Sphingomonadaceae::Cluster_53",179,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Nitrospira::Cluster_52",75,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Blastocatellaceae::Cluster_156",143,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Pseudomonas::Cluster_55",86,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Gaiella::Cluster_113",86,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Sphingomonas::Cluster_114",109,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Blastococcus::Cluster_58",271,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Chelatococcus asaccharovorans::Cluster_59",102,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Cellulomonas::Cluster_168",74,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Steroidobacter::Cluster_172",108,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium::Cluster_173",79,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Rubrobacter::Cluster_175",204,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Chitinophagaceae::Cluster_233",67,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Entotheonellaceae::Cluster_1025",78,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Microscillaceae::Cluster_234",84,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Bryobacter::Cluster_289",70,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Solirubrobacterales::Cluster_179",82,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Ellin6055::Cluster_235",70,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Microscillaceae::Cluster_240",123,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","JG30-KF-CM45::Cluster_186",90,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Actinoplanes italicus::Cluster_322",101,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Flavisolibacter::Cluster_193",97,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Acidibacter::Cluster_250",68,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Nitrosospira::Cluster_194",152,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Chitinophaga::Cluster_269",85,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Rubrobacter::Cluster_251",115,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Roseiflexaceae::Cluster_310",94,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Phenylobacterium::Cluster_218",82,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","RB41::Cluster_256",86,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Vicinamibacteraceae::Cluster_312",95,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Chitinophagaceae::Cluster_222",74,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Sandaracinaceae::Cluster_205",236,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","RB41::Cluster_319",75,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","bacteriap25::Cluster_338",68,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","BIyi10::Cluster_363",82,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Ellin517::Cluster_401",67,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Archangium violaceum::Cluster_476",106,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","SC-I-84::Cluster_421",143,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Candidatus Udaeobacter::Cluster_424",69,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Vicinamibacterales::Cluster_479",95,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","bacterium enrichment culture clone D8::Cluster_463",78,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Opitutus::Cluster_351",90,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Roseiflexaceae::Cluster_354",83,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Microscillaceae::Cluster_355",93,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Comamonadaceae::Cluster_483",79,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Lechevalieria::Cluster_358",95,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Microscillaceae::Cluster_438",99,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Gemmatimonas::Cluster_539",73,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Oligoflexus::Cluster_1119",80,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Pseudomonas::Cluster_555",94,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Chitinophagaceae::Cluster_577",70,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Gemmatimonas::Cluster_605",83,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Sandaracinaceae::Cluster_1152",67,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","RB41::Cluster_587",88,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Sandaracinaceae::Cluster_1168",79,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Sandaracinaceae::Cluster_689",89,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Pedosphaeraceae::Cluster_711",86,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","MSB-4B10::Cluster_1714",83,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","RB41::Cluster_1224",83,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Flavisolibacter::Cluster_1735",91,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Steroidobacteraceae::Cluster_2290",105,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Haliangium::Cluster_5219",81,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R1","Sandaracinaceae::Cluster_866",85,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Flavisolibacter::Cluster_45",103,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Steroidobacteraceae::Cluster_47",157,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Aridibacter::Cluster_50",143,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Archangium gephyra::Cluster_51",286,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Sphingomonadaceae::Cluster_53",318,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Myxococcaceae::Cluster_57",101,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Blastococcus::Cluster_58",248,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Brachybacterium::Cluster_1",93,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Adhaeribacter::Cluster_60",97,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Xanthobacteraceae::Cluster_40",123,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Sphingomonas::Cluster_2",381,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Sphingomonas::Cluster_61",113,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Bacilli::Cluster_23",179,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Micrococcaceae::Cluster_3",1508,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Angustibacter::Cluster_62",91,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Sphingomonas::Cluster_43",74,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Blastocatellaceae::Cluster_24",110,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Bacillus::Cluster_4",154,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Xanthobacteraceae::Cluster_5",301,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Microvirga::Cluster_6",337,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","RB41::Cluster_7",682,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Chryseolinea::Cluster_66",78,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Skermanella::Cluster_28",127,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Microvirga::Cluster_9",262,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Candidatus Udaeobacter::Cluster_67",83,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Skermanella::Cluster_11",277,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","RB41::Cluster_69",104,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Sandaracinaceae::Cluster_31",94,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Bacillus::Cluster_12",218,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Massilia::Cluster_32",380,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Streptomyces::Cluster_14",181,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Gemmatimonadaceae::Cluster_73",117,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Acidibacter::Cluster_34",83,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Sphingomonas::Cluster_15",265,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Cellvibrio::Cluster_35",141,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Skermanella::Cluster_17",179,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Candidatus Udaeobacter::Cluster_76",207,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Aliihoeflea::Cluster_37",169,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Bryobacter::Cluster_19",625,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Rhizobacter::Cluster_77",160,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Nitrospira::Cluster_20",148,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Sphingomonas::Cluster_39",225,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Bryobacter::Cluster_21",293,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Phenylobacterium::Cluster_100",76,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Brevundimonas::Cluster_101",133,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Ellin517::Cluster_85",76,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","RB41::Cluster_104",156,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Flavitalea::Cluster_86",68,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Bryobacter::Cluster_87",107,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Luteimonas::Cluster_88",161,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Mycobacterium::Cluster_90",82,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Sphingomonas::Cluster_95",122,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Gaiella::Cluster_113",178,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Lysobacter::Cluster_94",117,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Sphingomonas::Cluster_114",76,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Bryobacter::Cluster_98",121,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Myxococcaceae::Cluster_118",211,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","bacteriap25::Cluster_122",95,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Bacillus::Cluster_123",200,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Flavobacterium johnsoniae::Cluster_126",202,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Chitinophagaceae::Cluster_129",116,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Skermanella::Cluster_130",94,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Actinoplanes::Cluster_146",120,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Nordella::Cluster_149",70,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","RB41::Cluster_150",75,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Blastocatellaceae::Cluster_156",232,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Acidibacter::Cluster_165",163,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Flavobacterium::Cluster_169",117,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Steroidobacter::Cluster_172",97,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium::Cluster_173",67,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Actinoplanes nipponensis::Cluster_180",74,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","KD4-96::Cluster_183",65,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","JG30-KF-CM45::Cluster_186",79,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Arthrobacter::Cluster_195",110,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Nitrosospira::Cluster_194",86,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Sandaracinaceae::Cluster_205",82,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Flavobacterium::Cluster_210",79,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Ohtaekwangia::Cluster_215",71,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Phenylobacterium::Cluster_218",69,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Chitinophagaceae::Cluster_222",100,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Chitinophagaceae::Cluster_233",83,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","BIrii41::Cluster_236",79,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Microscillaceae::Cluster_240",136,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Cellvibrio::Cluster_249",74,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","RB41::Cluster_256",110,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Actinosynnema pretiosum::Cluster_296",81,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Gitt-GS-136::Cluster_298",117,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","BIrii41::Cluster_299",308,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Vicinamibacteraceae::Cluster_312",71,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Actinoplanes italicus::Cluster_322",157,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","bacteriap25::Cluster_338",76,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Sphingomonas::Cluster_343",122,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Ohtaekwangia::Cluster_1682",95,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","RB41::Cluster_347",71,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Opitutus::Cluster_351",72,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Lechevalieria::Cluster_358",131,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","BIyi10::Cluster_363",147,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","RB41::Cluster_368",65,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium::Cluster_375",66,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Sandaracinaceae::Cluster_376",65,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Massilia::Cluster_388",99,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Vicinamibacteraceae::Cluster_396",107,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Caenimonas::Cluster_409",88,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Rhodocytophaga::Cluster_433",66,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","bacterium enrichment culture clone D8::Cluster_463",76,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Microscillaceae::Cluster_464",72,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Archangium violaceum::Cluster_476",132,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","BIyi10::Cluster_2663",77,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Flavobacterium aquidurense::Cluster_2073",175,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","AKIW781::Cluster_1864",331,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Chitinophagaceae::Cluster_1873",70,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Cellvibrio::Cluster_582",68,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","RB41::Cluster_587",134,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Steroidobacter::Cluster_623",179,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","TM7::Cluster_2794",95,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Oligoflexus::Cluster_1119",75,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","BIrii41::Cluster_642",90,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Sandaracinaceae::Cluster_659",78,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Pseudomonas fulva::Cluster_685",128,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","BIrii41::Cluster_1356",221,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","A4b::Cluster_1240",102,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Lacunisphaera::Cluster_769",110,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Vicinamibacterales::Cluster_802",73,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Ferruginibacter::Cluster_1448",77,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Massilia::Cluster_1445",66,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","Sphingomonas::Cluster_1481",92,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R2","BIrii41::Cluster_888",67,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R3","Cystobacter::Cluster_174",91,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R3","Massilia::Cluster_178",74,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R3","Solirubrobacterales::Cluster_179",70,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R3","Actinoplanes nipponensis::Cluster_180",115,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R3","Comamonadaceae::Cluster_181",71,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R3","JG30-KF-CM45::Cluster_186",84,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R3","Flavisolibacter::Cluster_193",111,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R3","Nitrosospira::Cluster_194",105,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R3","Sandaracinaceae::Cluster_205",84,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R3","Flavobacterium::Cluster_210",96,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R3","Ohtaekwangia::Cluster_215",86,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R3","Steroidobacteraceae::Cluster_216",84,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R3","Oxalobacteraceae::Cluster_231",94,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R3","Microscillaceae::Cluster_234",70,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R3","Ellin6055::Cluster_235",74,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R3","Chryseolinea::Cluster_66",78,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R3","BIrii41::Cluster_236",90,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R3","RB41::Cluster_69",137,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R3","Gemmatimonadaceae::Cluster_73",101,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R3","Candidatus Udaeobacter::Cluster_76",268,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R3","Rhizobacter::Cluster_77",108,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R3","Ellin517::Cluster_85",78,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R3","Flavitalea::Cluster_86",82,"17/04/2023","metabarcoding","bacteria"
"AF_C_B1_R3","RB41::Cluster_256",108,"17/04/2023","metabarcoding","bacteria"
