"","code_uhbr","name","abundance","date","method","community"
"80","AF_C_B1_R2","Gamasidae",40,"17/04/2023","macfayden","micro_arthropodes"
"81","AF_C_B1_R2","Gamasidae",39,"17/04/2023","macfayden","micro_arthropodes"
"82","AF_C_B1_R3","Gamasidae",26,"17/04/2023","macfayden","micro_arthropodes"
"83","AF_C_B1_R4","Gamasidae",59,"17/04/2023","macfayden","micro_arthropodes"
"84","AF_C_B1_R5","Gamasidae",76,"17/04/2023","macfayden","micro_arthropodes"
"85","MC_C_B2_R1","Gamasidae",48,"17/04/2023","macfayden","micro_arthropodes"
"86","MC_C_B2_R2","Gamasidae",37,"17/04/2023","macfayden","micro_arthropodes"
"87","MC_C_B3_R1","Gamasidae",21,"17/04/2023","macfayden","micro_arthropodes"
"88","MC_C_B3_R2","Gamasidae",14,"17/04/2023","macfayden","micro_arthropodes"
"89","MC_C_B3_R3","Gamasidae",39,"17/04/2023","macfayden","micro_arthropodes"
"90","MC_C_B3_R3","Gamasidae",14,"17/04/2023","macfayden","micro_arthropodes"
"91","MC_C_B3_R4","Gamasidae",26,"17/04/2023","macfayden","micro_arthropodes"
"92","MC_C_B3_R4","Gamasidae",23,"17/04/2023","macfayden","micro_arthropodes"
"93","MC_C_B3_R5","Gamasidae",29,"17/04/2023","macfayden","micro_arthropodes"
"94","MC_C_B3_R5","Gamasidae",26,"17/04/2023","macfayden","micro_arthropodes"
"95","TP_T_B3_R1","Oribatida",19,"17/04/2023","macfayden","micro_arthropodes"
"96","TP_T_B3_R2","Oribatida",3,"17/04/2023","macfayden","micro_arthropodes"
"97","TP_T_B3_R3","Oribatida",18,"17/04/2023","macfayden","micro_arthropodes"
"98","TP_T_B3_R4","Oribatida",4,"17/04/2023","macfayden","micro_arthropodes"
"99","AF_T_B3_R1","Oribatida",5,"17/04/2023","macfayden","micro_arthropodes"
"100","AF_T_B3_R2","Oribatida",6,"17/04/2023","macfayden","micro_arthropodes"
"101","AF_T_B3_R3","Oribatida",23,"17/04/2023","macfayden","micro_arthropodes"
"102","AF_T_B3_R5","Oribatida",30,"17/04/2023","macfayden","micro_arthropodes"
"103","AF_T_B1_R1","Oribatida",31,"17/04/2023","macfayden","micro_arthropodes"
"104","AF_T_B1_R2","Oribatida",193,"17/04/2023","macfayden","micro_arthropodes"
"105","AF_T_B1_R3","Oribatida",37,"17/04/2023","macfayden","micro_arthropodes"
"106","AF_T_B1_R4","Oribatida",161,"17/04/2023","macfayden","micro_arthropodes"
"107","AF_T_B1_R5","Oribatida",155,"17/04/2023","macfayden","micro_arthropodes"
"108","AF_T_B2_R1","Oribatida",29,"17/04/2023","macfayden","micro_arthropodes"
"109","AF_T_B2_R2","Oribatida",21,"17/04/2023","macfayden","micro_arthropodes"
"110","AF_T_B2_R3","Oribatida",6,"17/04/2023","macfayden","micro_arthropodes"
"111","AF_T_B2_R4","Oribatida",17,"17/04/2023","macfayden","micro_arthropodes"
"112","AF_T_B2_R4","Oribatida",69,"17/04/2023","macfayden","micro_arthropodes"
"113","TP_T_B2_R1","Oribatida",15,"17/04/2023","macfayden","micro_arthropodes"
"114","TP_T_B2_R2","Oribatida",27,"17/04/2023","macfayden","micro_arthropodes"
"115","TP_T_B2_R3","Oribatida",129,"17/04/2023","macfayden","micro_arthropodes"
"116","TP_T_B2_R4","Oribatida",36,"17/04/2023","macfayden","micro_arthropodes"
"117","TP_T_B2_R5","Oribatida",31,"17/04/2023","macfayden","micro_arthropodes"
"118","MC_C_B1_R1","Oribatida",10,"17/04/2023","macfayden","micro_arthropodes"
"119","MC_C_B1_R2","Oribatida",17,"17/04/2023","macfayden","micro_arthropodes"
"120","MC_C_B1_R3","Oribatida",19,"17/04/2023","macfayden","micro_arthropodes"
"121","MC_C_B1_R4","Oribatida",24,"17/04/2023","macfayden","micro_arthropodes"
"122","MC_C_B1_R5","Oribatida",12,"17/04/2023","macfayden","micro_arthropodes"
"123","TP_T_B1_R1","Oribatida",45,"17/04/2023","macfayden","micro_arthropodes"
"124","TP_T_B1_R2","Oribatida",59,"17/04/2023","macfayden","micro_arthropodes"
"125","TP_T_B1_R3","Oribatida",29,"17/04/2023","macfayden","micro_arthropodes"
"126","TP_T_B1_R4","Oribatida",106,"17/04/2023","macfayden","micro_arthropodes"
"127","TP_T_B1_R5","Oribatida",22,"17/04/2023","macfayden","micro_arthropodes"
"128","AF_C_B2_R1","Oribatida",2,"17/04/2023","macfayden","micro_arthropodes"
"129","AF_C_B2_R3","Oribatida",2,"17/04/2023","macfayden","micro_arthropodes"
"130","AF_C_B2_R4","Oribatida",1,"17/04/2023","macfayden","micro_arthropodes"
"131","AF_C_B2_R5","Oribatida",1,"17/04/2023","macfayden","micro_arthropodes"
"132","AF_C_B1_R2","Oribatida",12,"17/04/2023","macfayden","micro_arthropodes"
"133","AF_C_B1_R2","Oribatida",7,"17/04/2023","macfayden","micro_arthropodes"
"134","AF_C_B1_R2","Oribatida",4,"17/04/2023","macfayden","micro_arthropodes"
"135","AF_C_B1_R3","Oribatida",12,"17/04/2023","macfayden","micro_arthropodes"
"136","AF_C_B1_R4","Oribatida",33,"17/04/2023","macfayden","micro_arthropodes"
"137","AF_C_B1_R5","Oribatida",22,"17/04/2023","macfayden","micro_arthropodes"
"138","MC_C_B2_R1","Oribatida",2,"17/04/2023","macfayden","micro_arthropodes"
"139","MC_C_B2_R2","Oribatida",6,"17/04/2023","macfayden","micro_arthropodes"
"140","MC_C_B3_R3","Oribatida",4,"17/04/2023","macfayden","micro_arthropodes"
"141","MC_C_B3_R3","Oribatida",1,"17/04/2023","macfayden","micro_arthropodes"
"142","MC_C_B3_R4","Oribatida",1,"17/04/2023","macfayden","micro_arthropodes"
"143","MC_C_B3_R4","Oribatida",6,"17/04/2023","macfayden","micro_arthropodes"
"144","MC_C_B3_R5","Oribatida",5,"17/04/2023","macfayden","micro_arthropodes"
"145","AF_T_B3_R1","Enchytraeidae",1,"17/04/2023","macfayden","micro_arthropodes"
"146","AF_C_B3_R3","Enchytraeidae",2,"17/04/2023","macfayden","micro_arthropodes"
"147","AF_T_B2_R2","Enchytraeidae",2,"17/04/2023","macfayden","micro_arthropodes"
"148","AF_C_B1_R5","Enchytraeidae",1,"17/04/2023","macfayden","micro_arthropodes"
"149","MC_C_B3_R3","Enchytraeidae",1,"17/04/2023","macfayden","micro_arthropodes"
"150","MC_C_B3_R4","Enchytraeidae",1,"17/04/2023","macfayden","micro_arthropodes"
"151","MC_C_B3_R5","Enchytraeidae",1,"17/04/2023","macfayden","micro_arthropodes"
"152","AF_T_B2_R4","Gnaphosa alacris",1,"17/04/2023","macfayden","micro_arthropodes"
"153","AF_T_B1_R2","Gnaphosidae",1,"17/04/2023","macfayden","micro_arthropodes"
"154","AF_T_B2_R4","Linyphiidae",1,"17/04/2023","macfayden","micro_arthropodes"
"155","AF_C_B1_R4","Linyphiidae",1,"17/04/2023","macfayden","micro_arthropodes"
"156","AF_T_B3_R5","Microctenonyx subitaneus",1,"17/04/2023","macfayden","micro_arthropodes"
"157","TP_T_B3_R1","Asagena",1,"17/04/2023","macfayden","micro_arthropodes"
"158","AF_T_B3_R2","Asagena",1,"17/04/2023","macfayden","micro_arthropodes"
"159","TP_T_B2_R1","Ozyptila",1,"17/04/2023","macfayden","micro_arthropodes"
"160","TP_T_B1_R4","Ozyptila",1,"17/04/2023","macfayden","micro_arthropodes"
"161","AF_T_B2_R2","Xysticus",1,"17/04/2023","macfayden","micro_arthropodes"
"162","AF_T_B1_R2","Zodarion",1,"17/04/2023","macfayden","micro_arthropodes"
"163","TP_T_B3_R1","Geophilomorpha",1,"17/04/2023","macfayden","micro_arthropodes"
"164","TP_T_B3_R4","Geophilomorpha",1,"17/04/2023","macfayden","micro_arthropodes"
"165","AF_T_B3_R5","Geophilomorpha",4,"17/04/2023","macfayden","micro_arthropodes"
"166","AF_T_B1_R2","Geophilomorpha",1,"17/04/2023","macfayden","micro_arthropodes"
"167","AF_T_B2_R4","Geophilomorpha",1,"17/04/2023","macfayden","micro_arthropodes"
"168","TP_T_B2_R2","Geophilomorpha",1,"17/04/2023","macfayden","micro_arthropodes"
"169","TP_T_B2_R3","Geophilomorpha",1,"17/04/2023","macfayden","micro_arthropodes"
"170","AF_C_B1_R5","Geophilomorpha",1,"17/04/2023","macfayden","micro_arthropodes"
"171","TP_T_B1_R2","Lithobiomorpha",1,"17/04/2023","macfayden","micro_arthropodes"
"172","TP_T_B1_R4","Lithobiomorpha",1,"17/04/2023","macfayden","micro_arthropodes"
"173","AF_T_B2_R2","Anthicidae",2,"17/04/2023","macfayden","micro_arthropodes"
"174","TP_T_B1_R3","Anthicidae",1,"17/04/2023","macfayden","micro_arthropodes"
"175","TP_T_B1_R4","Carabidae",1,"17/04/2023","macfayden","micro_arthropodes"
"176","AF_T_B1_R2","Staphylinidae",2,"17/04/2023","macfayden","micro_arthropodes"
"177","AF_T_B1_R4","Staphylinidae",4,"17/04/2023","macfayden","micro_arthropodes"
"178","AF_T_B2_R1","Staphylinidae",1,"17/04/2023","macfayden","micro_arthropodes"
"179","TP_T_B2_R3","Staphylinidae",1,"17/04/2023","macfayden","micro_arthropodes"
"180","MC_C_B1_R4","Staphylinidae",1,"17/04/2023","macfayden","micro_arthropodes"
"181","TP_T_B1_R2","Staphylinidae",1,"17/04/2023","macfayden","micro_arthropodes"
"182","AF_C_B1_R2","Staphylinidae",1,"17/04/2023","macfayden","micro_arthropodes"
"183","AF_C_B1_R5","Staphylinidae",1,"17/04/2023","macfayden","micro_arthropodes"
"184","TP_T_B3_R2","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"185","TP_T_B3_R2","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"186","TP_T_B3_R3","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"187","TP_T_B3_R5","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"188","AF_T_B3_R1","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"189","AF_T_B3_R5","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"190","AF_T_B1_R1","Coleoptera",3,"17/04/2023","macfayden","micro_arthropodes"
"191","AF_T_B1_R2","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"192","AF_T_B1_R2","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"193","AF_T_B1_R3","Coleoptera",2,"17/04/2023","macfayden","micro_arthropodes"
"194","AF_T_B1_R4","Coleoptera",3,"17/04/2023","macfayden","micro_arthropodes"
"195","AF_T_B1_R4","Coleoptera",3,"17/04/2023","macfayden","micro_arthropodes"
"196","AF_T_B1_R5","Coleoptera",2,"17/04/2023","macfayden","micro_arthropodes"
"197","AF_T_B2_R1","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"198","AF_T_B2_R1","Coleoptera",3,"17/04/2023","macfayden","micro_arthropodes"
"199","AF_T_B2_R3","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"200","AF_T_B2_R4","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"201","AF_T_B2_R4","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"202","AF_T_B2_R4","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"203","TP_T_B2_R3","Coleoptera",2,"17/04/2023","macfayden","micro_arthropodes"
"204","TP_T_B2_R3","Coleoptera",10,"17/04/2023","macfayden","micro_arthropodes"
"205","MC_C_B1_R1","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"206","MC_C_B1_R2","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"207","MC_C_B1_R3","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"208","TP_T_B1_R4","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"209","AF_C_B2_R1","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"210","AF_C_B2_R3","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"211","AF_C_B2_R5","Coleoptera",3,"17/04/2023","macfayden","micro_arthropodes"
"212","AF_C_B1_R2","Coleoptera",2,"17/04/2023","macfayden","micro_arthropodes"
"213","AF_C_B1_R2","Coleoptera",2,"17/04/2023","macfayden","micro_arthropodes"
"214","AF_C_B1_R3","Coleoptera",2,"17/04/2023","macfayden","micro_arthropodes"
"215","AF_C_B1_R5","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"216","MC_C_B2_R1","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"217","TP_T_B3_R1","Collembola",4,"17/04/2023","macfayden","micro_arthropodes"
"218","TP_T_B3_R2","Collembola",1,"17/04/2023","macfayden","micro_arthropodes"
"219","TP_T_B3_R3","Collembola",4,"17/04/2023","macfayden","micro_arthropodes"
"220","TP_T_B3_R4","Collembola",2,"17/04/2023","macfayden","micro_arthropodes"
"221","TP_T_B3_R5","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"222","AF_T_B3_R1","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"223","AF_T_B3_R2","Collembola",4,"17/04/2023","macfayden","micro_arthropodes"
"224","AF_T_B3_R3","Collembola",3,"17/04/2023","macfayden","micro_arthropodes"
"225","AF_T_B3_R4","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"226","AF_T_B3_R5","Collembola",1,"17/04/2023","macfayden","micro_arthropodes"
"227","AF_C_B3_R2","Collembola",1,"17/04/2023","macfayden","micro_arthropodes"
"228","AF_C_B3_R3","Collembola",4,"17/04/2023","macfayden","micro_arthropodes"
"229","AF_C_B3_R4","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"230","AF_C_B3_R5","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"231","AF_T_B1_R1","Collembola",4,"17/04/2023","macfayden","micro_arthropodes"
"232","AF_T_B1_R2","Collembola",1,"17/04/2023","macfayden","micro_arthropodes"
"233","AF_T_B1_R3","Collembola",8,"17/04/2023","macfayden","micro_arthropodes"
"234","AF_T_B1_R4","Collembola",2,"17/04/2023","macfayden","micro_arthropodes"
"235","AF_T_B1_R5","Collembola",1,"17/04/2023","macfayden","micro_arthropodes"
"236","AF_T_B2_R1","Collembola",1,"17/04/2023","macfayden","micro_arthropodes"
"237","AF_T_B2_R2","Collembola",11,"17/04/2023","macfayden","micro_arthropodes"
"238","AF_T_B2_R3","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"239","AF_T_B2_R4","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"240","AF_T_B2_R4","Collembola",5,"17/04/2023","macfayden","micro_arthropodes"
"241","TP_T_B2_R1","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"242","TP_T_B2_R2","Collembola",2,"17/04/2023","macfayden","micro_arthropodes"
"243","TP_T_B2_R3","Collembola",3,"17/04/2023","macfayden","micro_arthropodes"
"244","TP_T_B2_R4","Collembola",1,"17/04/2023","macfayden","micro_arthropodes"
"245","TP_T_B2_R5","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"246","MC_C_B1_R2","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"247","MC_C_B1_R4","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"248","MC_C_B1_R5","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"249","TP_T_B1_R1","Collembola",6,"17/04/2023","macfayden","micro_arthropodes"
"250","TP_T_B1_R2","Collembola",1,"17/04/2023","macfayden","micro_arthropodes"
"251","TP_T_B1_R3","Collembola",5,"17/04/2023","macfayden","micro_arthropodes"
"252","TP_T_B1_R4","Collembola",1,"17/04/2023","macfayden","micro_arthropodes"
"253","TP_T_B1_R5","Collembola",5,"17/04/2023","macfayden","micro_arthropodes"
"254","AF_C_B2_R1","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"255","AF_C_B2_R3","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"256","AF_C_B2_R4","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"257","AF_C_B2_R5","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"258","AF_C_B1_R2","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"259","AF_C_B1_R2","Collembola",1,"17/04/2023","macfayden","micro_arthropodes"
"260","AF_C_B1_R2","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"261","AF_C_B1_R3","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"262","AF_C_B1_R4","Collembola",1,"17/04/2023","macfayden","micro_arthropodes"
"263","AF_C_B1_R5","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"264","MC_C_B2_R1","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"265","MC_C_B2_R2","Collembola",1,"17/04/2023","macfayden","micro_arthropodes"
"266","MC_C_B3_R1","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"267","MC_C_B3_R2","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"268","MC_C_B3_R3","Collembola",1,"17/04/2023","macfayden","micro_arthropodes"
"269","MC_C_B3_R3","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"270","MC_C_B3_R4","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"271","MC_C_B3_R4","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"272","MC_C_B3_R5","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"273","MC_C_B3_R5","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"274","AF_T_B2_R4","Dermaptera",8,"17/04/2023","macfayden","micro_arthropodes"
"275","TP_T_B3_R3","Diplopoda",1,"17/04/2023","macfayden","micro_arthropodes"
"276","TP_T_B3_R5","Diplopoda",1,"17/04/2023","macfayden","micro_arthropodes"
"277","AF_T_B1_R4","Diplopoda",1,"17/04/2023","macfayden","micro_arthropodes"
"278","AF_T_B2_R2","Diplopoda",0,"17/04/2023","macfayden","micro_arthropodes"
"279","TP_T_B1_R4","Diplopoda",1,"17/04/2023","macfayden","micro_arthropodes"
"280","TP_T_B3_R1","Diptera",2,"17/04/2023","macfayden","micro_arthropodes"
"281","TP_T_B3_R4","Diptera",1,"17/04/2023","macfayden","micro_arthropodes"
"282","AF_T_B3_R3","Diptera",3,"17/04/2023","macfayden","micro_arthropodes"
"283","AF_C_B3_R3","Diptera",1,"17/04/2023","macfayden","micro_arthropodes"
"284","AF_T_B1_R2","Diptera",1,"17/04/2023","macfayden","micro_arthropodes"
"285","AF_T_B1_R3","Diptera",1,"17/04/2023","macfayden","micro_arthropodes"
"286","AF_T_B1_R4","Diptera",1,"17/04/2023","macfayden","micro_arthropodes"
"287","AF_T_B2_R3","Diptera",1,"17/04/2023","macfayden","micro_arthropodes"
"288","AF_T_B2_R4","Diptera",2,"17/04/2023","macfayden","micro_arthropodes"
"289","AF_T_B2_R4","Diptera",1,"17/04/2023","macfayden","micro_arthropodes"
"290","TP_T_B2_R1","Diptera",1,"17/04/2023","macfayden","micro_arthropodes"
"291","TP_T_B2_R2","Diptera",2,"17/04/2023","macfayden","micro_arthropodes"
"292","TP_T_B2_R4","Diptera",3,"17/04/2023","macfayden","micro_arthropodes"
"293","TP_T_B2_R5","Diptera",2,"17/04/2023","macfayden","micro_arthropodes"
"294","MC_C_B1_R2","Diptera",1,"17/04/2023","macfayden","micro_arthropodes"
"295","MC_C_B1_R3","Diptera",1,"17/04/2023","macfayden","micro_arthropodes"
"296","TP_T_B1_R1","Diptera",1,"17/04/2023","macfayden","micro_arthropodes"
"297","TP_T_B1_R3","Diptera",1,"17/04/2023","macfayden","micro_arthropodes"
"298","AF_C_B2_R3","Diptera",2,"17/04/2023","macfayden","micro_arthropodes"
"299","AF_C_B2_R3","Diptera",3,"17/04/2023","macfayden","micro_arthropodes"
"300","AF_C_B1_R2","Diptera",1,"17/04/2023","macfayden","micro_arthropodes"
"301","AF_C_B1_R5","Diptera",1,"17/04/2023","macfayden","micro_arthropodes"
"302","MC_C_B3_R5","Diptera",1,"17/04/2023","macfayden","micro_arthropodes"
"303","TP_T_B3_R1","Aphidiidae",1,"17/04/2023","macfayden","micro_arthropodes"
"304","TP_T_B3_R2","Aphidiidae",9,"17/04/2023","macfayden","micro_arthropodes"
"305","TP_T_B3_R5","Aphidiidae",1,"17/04/2023","macfayden","micro_arthropodes"
"306","AF_T_B3_R4","Aphidiidae",1,"17/04/2023","macfayden","micro_arthropodes"
"307","AF_T_B2_R1","Aphidiidae",1,"17/04/2023","macfayden","micro_arthropodes"
