"code_uhbr","finest_name","abundance","date","method","community"
"MC_C_B2_R3","Philonthina",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R3","Atheta",2,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R3","Linyphiidae",2,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R4","Harpalus distinguendus",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R4","Harpalus distinguendus",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R4","Harpalus distinguendus",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R4","Harpalus distinguendus",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R4","Harpalus distinguendus",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R4","Harpalus distinguendus",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R4","Harpalus distinguendus",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R4","Harpalus distinguendus",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R4","Harpalus distinguendus",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R4","Harpalus distinguendus",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R4","Harpalus distinguendus",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R4","Harpalus distinguendus",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R4","Harpalus distinguendus",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R4","Harpalus distinguendus",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R4","Harpalus distinguendus",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R4","Harpalus distinguendus",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R4","Harpalus distinguendus",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R4","Harpalus distinguendus",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R4","Harpalus distinguendus",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R4","Harpalus distinguendus",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R4","Harpalus distinguendus",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R4","Harpalus distinguendus",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R4","Coprochara",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R4","Phalangiinae",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R5","Harpalus distinguendus",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R5","Harpalus distinguendus",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R5","Harpalus distinguendus",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R5","Harpalus distinguendus",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R5","Harpalus distinguendus",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R5","Harpalus distinguendus",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R5","Harpalus distinguendus",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R5","Harpalus distinguendus",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R5","Harpalus distinguendus",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R5","Harpalus distinguendus",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R5","Harpalus distinguendus",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R5","Harpalus distinguendus",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R5","Harpalus distinguendus",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R5","Harpalus distinguendus",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R5","Messor",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R5","Pheidole pallidula",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R5","Oxytelini",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R5","Coprochara",3,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R5","Aphodius",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R5","Chrysomelidae",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R5","Atheta",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B2_R5","Linyphiidae",7,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B3_R1","Calathus fuscipes",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B3_R1","Enchytraeidae",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B3_R1","Hymenoptera",2,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B3_R1","Pheidole pallidula",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B3_R1","Gnaphosoidea",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B3_R1","Athous",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B3_R1","Linyphiidae",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B3_R1","Aleocharinae",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B3_R1","Lathrobiina",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B3_R2","Hymenoptera",2,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B3_R2","Messor",2,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B3_R2","Pheidole pallidula",3,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B3_R2","Oxytelini",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B3_R2","Linyphiidae",5,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B3_R2","Julidae",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B3_R2","Aleocharinae",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B3_R2","Nitidulidae",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B3_R3","Coleoptera",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B3_R3","Harpalus distinguendus",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B3_R3","Messor",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B3_R3","Pheidole pallidula",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B3_R3","Atheta",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B3_R3","Linyphiidae",2,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B3_R4","Coleoptera",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B3_R4","Hymenoptera",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B3_R4","Pheidole pallidula",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B3_R4","Oxytelini",2,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B3_R4","Atheta",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B3_R4","Leptaleus rodriguesi",2,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B3_R4","Linyphiidae",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B3_R5","Hymenoptera",2,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B3_R5","Pheidole pallidula",2,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B3_R5","Lycosidae",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B3_R5","Atheta",1,"14/03/2023","barber_trap","macrofauna_surface"
"MC_C_B3_R5","Linyphiidae",2,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B1_R1","Cicadellidae",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B1_R1","Diptera",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B1_R1","Pheidole pallidula",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B1_R1","Zodarion",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B1_R2","Gastropoda",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B1_R2","Messor",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B1_R2","Pheidole pallidula",3,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B1_R2","Lycosidae",2,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B1_R2","Epuraea ocularis",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B1_R2","Hirticomus",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B1_R2","Tachyporus",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B1_R2","Armadillidium vulgare",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B1_R3","Calathus fuscipes",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B1_R3","Deroceras",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B1_R3","Diptera",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B1_R3","Gastropoda",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B1_R3","Pheidole pallidula",15,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B1_R3","Linyphiidae",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B1_R3","Zodarion",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B1_R3","Araneae",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B1_R3","Carpophilus",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B1_R3","Rhyzobius",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B1_R3","Armadillidium vulgare",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B1_R3","Gnaphosidae",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B1_R4","Messor",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B1_R4","Microlestes",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B1_R4","Pheidole pallidula",2,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B1_R4","Licinus punctatulus",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B1_R4","Linyphiidae",4,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B1_R4","Carpophilus",2,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B1_R4","Rhyzobius",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B1_R5","Microlestes",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B1_R5","Microlestes",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B1_R5","Pheidole pallidula",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B1_R5","Solenopsis",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B1_R5","Astenus",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B1_R5","Leptaleus rodriguesi",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B1_R5","Linyphiidae",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B1_R5","Aleocharinae",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B1_R5","Tachyporus",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R1","Harpalus attenuatus",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R1","Hymenoptera",9,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R1","Solenopsis",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R1","Lycosidae",4,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R1","Atomaria",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R1","Cryptophagidae",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R1","Salticidae",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R1","Atheta",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R1","Linyphiidae",6,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R1","Lycosidae",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R2","Aphidoidea",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R2","Cicadellidae",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R2","Harpalus distinguendus",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R2","Hymenoptera",4,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R2","Lycosidae",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R2","Linyphiidae",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R2","Julidae",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R2","Araneae",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R2","Rhyzobius",2,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R3","Hymenoptera",2,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R3","Messor",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R3","Microlestes",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R3","Lycosidae",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R3","Gnaphosidae",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R3","Julidae",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R3","Lycosidae",2,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R3","Rhyzobius",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R3","Tachyporus",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R3","Araneae",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R3","Pyrrhocoris apterus",2,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R4","Apion",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R4","Araneae",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R4","Arionidae",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R4","Harpalus distinguendus",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R4","Hymenoptera",3,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R4","Asagena",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R4","Atheta",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R4","Lycosidae",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R4","Rhyzobius",2,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R5","Cicadellidae",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R5","Lepidoptera",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R5","Linyphiidae",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B2_R5","Lycosidae",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B3_R1","Harpalus attenuatus",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B3_R1","Hymenoptera",2,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B3_R1","Linyphiidae",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B3_R1","Rhyzobius",2,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B3_R2","Harpalus attenuatus",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B3_R2","Harpalus attenuatus",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B3_R2","Hymenoptera",3,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B3_R2","Lepidoptera",2,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B3_R2","Messor",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B3_R2","Linyphiidae",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B3_R2","Julidae",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B3_R2","Aleocharinae",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B3_R2","Armadillidium vulgare",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B3_R3","Gastropoda",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B3_R3","Histeridae",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B3_R3","Linyphiidae",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B3_R3","Julidae",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B3_R3","Aleocharinae",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B3_R4","Arion",3,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B3_R4","Harpalus distinguendus",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B3_R4","Hymenoptera",4,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B3_R4","Thomisidae",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B3_R4","Thomisidae",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B3_R5","Hymenoptera",3,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B3_R5","Lycosidae",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B3_R5","Linyphiidae",1,"14/03/2023","barber_trap","macrofauna_surface"
"TP_T_B3_R5","Dermestidae",1,"14/03/2023","barber_trap","macrofauna_surface"
"AF_T_B1_R1","Gastropoda",1,"14/03/2023","barber_trap","macrofauna_surface"
"AF_T_B1_R1","Messor",1,"14/03/2023","barber_trap","macrofauna_surface"
"AF_T_B1_R1","Pheidole pallidula",1,"14/03/2023","barber_trap","macrofauna_surface"
"AF_T_B1_R1","Thysanoptera",1,"14/03/2023","barber_trap","macrofauna_surface"
"AF_T_B1_R1","Linyphiidae",2,"14/03/2023","barber_trap","macrofauna_surface"
"AF_T_B1_R1","Zodarion",4,"14/03/2023","barber_trap","macrofauna_surface"
"AF_T_B1_R1","Araneae",1,"14/03/2023","barber_trap","macrofauna_surface"
"AF_T_B1_R2","Diptera",11,"14/03/2023","barber_trap","macrofauna_surface"
"AF_T_B1_R2","Hymenoptera",4,"14/03/2023","barber_trap","macrofauna_surface"
"AF_T_B1_R2","Messor",1,"14/03/2023","barber_trap","macrofauna_surface"
"AF_T_B1_R2","Pisaura mirabilis",1,"14/03/2023","barber_trap","macrofauna_surface"
"AF_T_B1_R2","Linyphiidae",3,"14/03/2023","barber_trap","macrofauna_surface"
"AF_T_B1_R3","Hymenoptera",5,"14/03/2023","barber_trap","macrofauna_surface"
"AF_T_B1_R3","Pheidole pallidula",2,"14/03/2023","barber_trap","macrofauna_surface"
"AF_T_B1_R3","Plagiolepis pygmaea",1,"14/03/2023","barber_trap","macrofauna_surface"
"AF_T_B1_R3","Linyphiidae",1,"14/03/2023","barber_trap","macrofauna_surface"
"AF_T_B1_R4","Hemiptera",1,"14/03/2023","barber_trap","macrofauna_surface"
"AF_T_B1_R4","Hymenoptera",4,"14/03/2023","barber_trap","macrofauna_surface"
"AF_T_B1_R4","Thysanoptera",1,"14/03/2023","barber_trap","macrofauna_surface"
"AF_T_B1_R4","Atheta",1,"14/03/2023","barber_trap","macrofauna_surface"
"AF_T_B1_R4","Salticidae",1,"14/03/2023","barber_trap","macrofauna_surface"
"AF_T_B1_R4","Linyphiidae",3,"14/03/2023","barber_trap","macrofauna_surface"
"AF_T_B1_R4","Araneae",1,"14/03/2023","barber_trap","macrofauna_surface"
"AF_T_B1_R5","Pheidole pallidula",3,"14/03/2023","barber_trap","macrofauna_surface"
"AF_T_B1_R5","Atheta",2,"14/03/2023","barber_trap","macrofauna_surface"
"AF_T_B1_R5","Lycosidae",1,"14/03/2023","barber_trap","macrofauna_surface"
"AF_T_B1_R5","Phalangioidea",1,"14/03/2023","barber_trap","macrofauna_surface"
"AF_T_B1_R5","Linyphiidae",2,"14/03/2023","barber_trap","macrofauna_surface"
"AF_T_B1_R5","Rhyzobius",1,"14/03/2023","barber_trap","macrofauna_surface"
"AF_T_B2_R1","Acari",1,"14/03/2023","barber_trap","macrofauna_surface"
"AF_T_B2_R1","Elateridae",1,"14/03/2023","barber_trap","macrofauna_surface"
