"code_uhbr","finest_name","abundance","date","method","community"
"AF_C_B1_R1","Spongomonas minima::Cluster_75",136,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Thecofilosea::Cluster_136",50,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Heteromita::Cluster_130",45,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Heteromita::Cluster_82",71,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Rhogostoma::Cluster_84",195,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Trinema lineare::Cluster_78",124,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Thecofilosea::Cluster_134",34,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Cercomonas::Cluster_139",84,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Heteromita::Cluster_86",47,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Cercomonadidae::Cluster_87",104,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Thecofilosea::Cluster_90",29,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Heteromita::Cluster_147",28,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Cercomonadidae::Cluster_150",27,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Heteromita::Cluster_97",28,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Heteromita::Cluster_98",73,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Cercomonas::Cluster_99",97,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Cercomonadidae::Cluster_101",31,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Cercozoa::Cluster_156",71,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Cercomonas fastiga::Cluster_306",31,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Heteromita::Cluster_103",51,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Polymyxa::Cluster_926",61,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Proleptomonas::Cluster_166",30,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Euglyphida::Cluster_220",85,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Heteromita::Cluster_372",25,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Heteromita::Cluster_107",48,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Thecofilosea::Cluster_375",29,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Spongomonas::Cluster_108",81,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Cercozoa::Cluster_244",32,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Euglyphida::Cluster_340",77,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Thaumatomastigidae environmental sample::Cluster_110",177,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Paracercomonas::Cluster_171",76,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Cercomonas::Cluster_246",38,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Thaumatomonadida::Cluster_208",52,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Thecofilosea::Cluster_359",80,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Glissomonadida::Cluster_190",35,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Euglypha rotunda::Cluster_259",55,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Thaumatomonadida::Cluster_253",25,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Polymyxa::Cluster_247",41,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Cercomonas::Cluster_199",49,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Cercomonas::Cluster_269",24,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Novel Clade 2::Cluster_174",55,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Cercomonas::Cluster_412",32,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Heteromita::Cluster_213",27,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Cercomonas::Cluster_206",65,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Cercomonas::Cluster_207",30,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Heteromita::Cluster_258",30,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Nudifila::Cluster_238",25,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","eukaryotic picoplankton environmental sample::Cluster_234",27,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Paulinella::Cluster_272",44,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Thecofilosea::Cluster_180",55,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Paulinella::Cluster_236",88,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Heteromita::Cluster_439",39,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Thecofilosea::Cluster_181",38,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Euglyphida::Cluster_179",82,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Thecofilosea::Cluster_415",71,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Glissomonadida::Cluster_383",101,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Heteromita::Cluster_217",77,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Heteromita::Cluster_219",25,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Lecythium::Cluster_293",43,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Heteromita::Cluster_473",25,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R1","Cercozoa::Cluster_287",30,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Bodomorpha sp.::Cluster_56",139,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Thaumatomonadida::Cluster_111",28,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Thecofilosea::Cluster_2",5584,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Cercozoa::Cluster_57",113,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Glissomonadida::Cluster_112",57,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Thaumatomonadida::Cluster_3",694,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Glissomonadida::Cluster_58",57,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Cercomonadidae::Cluster_113",30,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Rhogostoma::Cluster_4",724,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Proleptomonas::Cluster_114",72,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Polymyxa::Cluster_6",170,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Spongospora sp.::Cluster_7",73,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Heteromita::Cluster_62",30,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Thecofilosea::Cluster_8",110,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Cercomonas plasmodialis::Cluster_63",62,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Euglyphida::Cluster_9",65,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Thecofilosea::Cluster_10",50,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Trinema lineare::Cluster_64",33,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Heteromita globosa::Cluster_11",122,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Euglypha tuberculata::Cluster_66",59,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Cercozoa::Cluster_12",116,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Metabolomonas insania::Cluster_67",26,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Euglyphida::Cluster_14",150,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Cercomonadidae::Cluster_124",52,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Heteromita::Cluster_15",112,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Cercomonadidae::Cluster_125",78,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Thaumatomonadida::Cluster_16",248,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Heteromita::Cluster_71",77,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Heteromita::Cluster_126",153,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Euglyphida::Cluster_73",65,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Bodomorpha sp.::Cluster_518",31,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Cercomonas::Cluster_19",120,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Bodomorpha sp.::Cluster_129",30,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Rhogostoma::Cluster_20",112,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Spongomonas minima::Cluster_75",96,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Heteromita::Cluster_130",71,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Rhogostoma::Cluster_21",157,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Heteromita::Cluster_22",119,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Thecofilosea::Cluster_134",181,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Heteromita::Cluster_24",102,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Euglyphida::Cluster_26",25,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Heteromita::Cluster_583",25,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Thaumatomonadida::Cluster_27",117,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Heteromita::Cluster_82",75,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Proleptomonas faecicola::Cluster_28",97,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Rhogostoma::Cluster_84",347,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Allapsa vibrans::Cluster_2450",25,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Trinema::Cluster_30",51,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Cercomonas::Cluster_139",25,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Euglyphida::Cluster_31",145,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Heteromita::Cluster_86",63,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Paracercomonas::Cluster_141",50,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Cercomonadidae::Cluster_87",188,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Heteromita::Cluster_34",128,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Cercomonadidae::Cluster_35",64,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Thecofilosea::Cluster_90",39,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Trinema lineare::Cluster_36",86,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Heteromita::Cluster_592",32,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Cercozoa::Cluster_37",72,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Polymyxa::Cluster_1",3477,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Heteromita::Cluster_147",41,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Glissomonadida::Cluster_93",37,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Cercomonas::Cluster_94",34,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Thecofilosea::Cluster_40",890,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Cercomonadidae::Cluster_150",38,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Euglyphida::Cluster_41",130,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Cercomonadidae::Cluster_42",57,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Heteromita::Cluster_98",42,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Thecofilosea::Cluster_44",234,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Cercomonas::Cluster_99",216,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Thaumatomonadida::Cluster_154",39,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Cercomonas::Cluster_45",34,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Cercomonadidae::Cluster_100",31,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Glissomonadida::Cluster_46",45,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Cercomonadidae::Cluster_101",26,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Cercozoa::Cluster_156",58,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Euglyphida::Cluster_48",180,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Heteromita::Cluster_103",36,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Eocercomonas::Cluster_49",133,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Thecofilosea::Cluster_552",27,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Kraken::Cluster_52",38,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Spongomonas::Cluster_108",157,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Euglypha rotunda::Cluster_53",29,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Cercomonas::Cluster_909",30,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Heteromita::Cluster_170",31,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Heteromita::Cluster_229",27,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Cercozoa::Cluster_230",72,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Novel Clade 2::Cluster_174",47,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Cercomonas::Cluster_176",70,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Rhogostoma::Cluster_627",31,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Nudifila::Cluster_238",88,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Thecofilosea::Cluster_180",30,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Ammopiptanthus mongolicus::Cluster_182",27,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Heteromita::Cluster_640",25,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Polymyxa::Cluster_247",60,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Polymyxa::Cluster_926",25,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Thaumatomonadida::Cluster_253",28,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Cercomonas::Cluster_199",30,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Cercomonadidae::Cluster_255",56,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Thaumatomonadida::Cluster_198",53,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Heteromita::Cluster_258",38,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Cercomonas::Cluster_206",29,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Heteromita::Cluster_219",25,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Heteromita::Cluster_281",27,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Cercomonadidae::Cluster_303",28,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Cercozoa::Cluster_285",35,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Cercomonadidae::Cluster_312",48,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Cercozoa::Cluster_289",61,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Cercomonas fastiga::Cluster_306",45,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Cercomonas::Cluster_319",25,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Thecofilosea::Cluster_375",28,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Cercomonadidae::Cluster_1067",31,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Thecofilosea::Cluster_359",90,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Heteromita::Cluster_453",25,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Cercozoa::Cluster_1616",26,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Rhogostoma::Cluster_378",35,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Cercozoa::Cluster_380",45,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Cercomonadida environmental sample::Cluster_332",51,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Glissomonadida::Cluster_383",104,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Heteromita::Cluster_441",29,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Thecofilosea::Cluster_415",60,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Metabolomonas insania::Cluster_403",38,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Rhogostoma::Cluster_420",34,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Cercozoa::Cluster_355",25,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R2","Nudifila::Cluster_479",32,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Cercomonas::Cluster_1904",43,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Bodomorpha sp.::Cluster_56",31,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Cercozoa::Cluster_57",187,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Glissomonadida::Cluster_58",64,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Rhogostoma::Cluster_4",412,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Kraken::Cluster_5",156,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Heteromita::Cluster_62",35,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Thecofilosea::Cluster_8",250,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Cercomonas plasmodialis::Cluster_63",153,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Euglyphida::Cluster_9",32,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Cercomonadidae::Cluster_65",53,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Trinema lineare::Cluster_64",130,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Heteromita globosa::Cluster_11",162,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Cercozoa::Cluster_12",101,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Metabolomonas insania::Cluster_67",45,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Polymyxa graminis::Cluster_13",40,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Euglyphida::Cluster_14",92,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Heteromita::Cluster_15",145,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Athalamea environmental sample::Cluster_70",46,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Thaumatomonadida::Cluster_16",75,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Heteromita::Cluster_71",50,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Thecofilosea::Cluster_18",46,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Euglyphida::Cluster_73",82,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Cercomonas::Cluster_19",153,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Cercozoa::Cluster_74",37,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Rhogostoma::Cluster_20",62,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Spongomonas minima::Cluster_75",132,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Rhogostoma::Cluster_21",1218,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Heteromita::Cluster_22",73,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Cercomonas::Cluster_77",31,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Trinema lineare::Cluster_78",129,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Heteromita::Cluster_24",26,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Heteromita::Cluster_97",35,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Heteromita::Cluster_98",59,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Cercomonas::Cluster_99",80,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Thaumatomonadida::Cluster_27",107,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Heteromita::Cluster_82",45,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Proleptomonas faecicola::Cluster_28",39,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Trinema::Cluster_30",43,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Heteromita::Cluster_103",63,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Euglyphida::Cluster_31",174,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Euglyphida::Cluster_104",28,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Heteromita::Cluster_86",82,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Cercomonadidae::Cluster_87",158,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Arachnula impatiens::Cluster_33",45,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Heteromita::Cluster_34",162,"17/04/2023","metabarcoding","protists"
"AF_C_B1_R3","Heteromita::Cluster_107",33,"17/04/2023","metabarcoding","protists"
