"","code_uhbr","name","abundance","date","method","community"
"96","AF_T_B2_R2","Thrips",10,"02/05/2023","inflorescence","macrofauna_foliar"
"97","AF_T_B2_R2","Pterygota",1,"02/05/2023","inflorescence","macrofauna_foliar"
"98","AF_T_B2_R2","Ectopsocus",1,"02/05/2023","inflorescence","macrofauna_foliar"
"99","AF_T_B2_R3","Thripinae",44,"02/05/2023","inflorescence","macrofauna_foliar"
"100","AF_T_B2_R3","Thrips",5,"02/05/2023","inflorescence","macrofauna_foliar"
"101","AF_T_B2_R3","Pterygota",4,"02/05/2023","inflorescence","macrofauna_foliar"
"102","AF_T_B2_R3","Ectopsocus",4,"02/05/2023","inflorescence","macrofauna_foliar"
"103","AF_T_B2_R3","Thripinae",51,"02/05/2023","inflorescence","macrofauna_foliar"
"104","AF_T_B2_R3","Thrips",3,"02/05/2023","inflorescence","macrofauna_foliar"
"105","AF_T_B2_R3","Macrosiphoniella",1,"02/05/2023","inflorescence","macrofauna_foliar"
"106","AF_T_B2_R3","Aphis craccivora",1,"02/05/2023","inflorescence","macrofauna_foliar"
"107","AF_T_B2_R3","Thripinae",55,"02/05/2023","inflorescence","macrofauna_foliar"
"108","AF_T_B2_R3","Thrips",14,"02/05/2023","inflorescence","macrofauna_foliar"
"109","AF_T_B2_R3","Pterygota",4,"02/05/2023","inflorescence","macrofauna_foliar"
"110","AF_T_B2_R3","Ectopsocus",4,"02/05/2023","inflorescence","macrofauna_foliar"
"111","AF_T_B2_R3","Anaspis",1,"02/05/2023","inflorescence","macrofauna_foliar"
"112","AF_T_B2_R4","Thripinae",191,"02/05/2023","inflorescence","macrofauna_foliar"
"113","AF_T_B2_R4","Thrips",5,"02/05/2023","inflorescence","macrofauna_foliar"
"114","AF_T_B2_R4","Macrosiphoniella",1,"02/05/2023","inflorescence","macrofauna_foliar"
"115","AF_T_B2_R4","Piezodorus lituratus",1,"02/05/2023","inflorescence","macrofauna_foliar"
"116","AF_T_B2_R4","Pterygota",3,"02/05/2023","inflorescence","macrofauna_foliar"
"117","AF_T_B2_R4","Ectopsocus",3,"02/05/2023","inflorescence","macrofauna_foliar"
"118","AF_T_B2_R4","Thripinae",68,"02/05/2023","inflorescence","macrofauna_foliar"
"119","AF_T_B2_R4","Thrips",24,"02/05/2023","inflorescence","macrofauna_foliar"
"120","AF_T_B2_R4","Macrosiphoniella",1,"02/05/2023","inflorescence","macrofauna_foliar"
"121","AF_T_B2_R4","Aphididae",1,"02/05/2023","inflorescence","macrofauna_foliar"
"122","AF_T_B2_R4","Synema globosum",1,"02/05/2023","inflorescence","macrofauna_foliar"
"123","AF_T_B2_R4","Thripinae",44,"02/05/2023","inflorescence","macrofauna_foliar"
"124","AF_T_B2_R4","Thrips",9,"02/05/2023","inflorescence","macrofauna_foliar"
"125","AF_T_B2_R4","Macrosiphoniella",2,"02/05/2023","inflorescence","macrofauna_foliar"
"126","AF_T_B2_R4","Hemiptera",1,"02/05/2023","inflorescence","macrofauna_foliar"
"127","AF_T_B2_R4","Hymenoptera",1,"02/05/2023","inflorescence","macrofauna_foliar"
"128","AF_T_B2_R4","Pterygota",6,"02/05/2023","inflorescence","macrofauna_foliar"
"129","AF_T_B2_R4","Ectopsocus",6,"02/05/2023","inflorescence","macrofauna_foliar"
"130","AF_T_B2_R5","Thripinae",100,"02/05/2023","inflorescence","macrofauna_foliar"
"131","AF_T_B2_R5","Thrips",28,"02/05/2023","inflorescence","macrofauna_foliar"
"132","AF_T_B2_R5","Hymenoptera",1,"02/05/2023","inflorescence","macrofauna_foliar"
"133","AF_T_B2_R5","Pterygota",1,"02/05/2023","inflorescence","macrofauna_foliar"
"134","AF_T_B2_R5","Ectopsocus",1,"02/05/2023","inflorescence","macrofauna_foliar"
"135","AF_T_B2_R5","Dasytes",1,"02/05/2023","inflorescence","macrofauna_foliar"
"136","AF_T_B2_R5","Thripinae",49,"02/05/2023","inflorescence","macrofauna_foliar"
"137","AF_T_B2_R5","Thrips",6,"02/05/2023","inflorescence","macrofauna_foliar"
"138","AF_T_B2_R5","Runcinia grammica",1,"02/05/2023","inflorescence","macrofauna_foliar"
"139","AF_T_B2_R5","Plagiolepis pygmaea",2,"02/05/2023","inflorescence","macrofauna_foliar"
"140","AF_T_B2_R5","Thripinae",61,"02/05/2023","inflorescence","macrofauna_foliar"
"141","AF_T_B2_R5","Thrips",4,"02/05/2023","inflorescence","macrofauna_foliar"
"142","AF_T_B2_R5","Hemiptera",1,"02/05/2023","inflorescence","macrofauna_foliar"
"143","AF_T_B2_R5","Hemiptera",1,"02/05/2023","inflorescence","macrofauna_foliar"
"144","AF_T_B3_R1","Thripinae",2,"02/05/2023","inflorescence","macrofauna_foliar"
"145","AF_T_B3_R1","Thrips",18,"02/05/2023","inflorescence","macrofauna_foliar"
"146","AF_T_B3_R1","Aphis craccivora",1,"02/05/2023","inflorescence","macrofauna_foliar"
"147","AF_T_B3_R1","Thripinae",80,"02/05/2023","inflorescence","macrofauna_foliar"
"148","AF_T_B3_R1","Thrips",13,"02/05/2023","inflorescence","macrofauna_foliar"
"149","AF_T_B3_R1","Macrosiphoniella",1,"02/05/2023","inflorescence","macrofauna_foliar"
"150","AF_T_B3_R1","Chalcidoidea",1,"02/05/2023","inflorescence","macrofauna_foliar"
"151","AF_T_B3_R1","Runcinia grammica",1,"02/05/2023","inflorescence","macrofauna_foliar"
"152","AF_T_B3_R1","Pterygota",2,"02/05/2023","inflorescence","macrofauna_foliar"
"153","AF_T_B3_R1","Ectopsocus",2,"02/05/2023","inflorescence","macrofauna_foliar"
"154","AF_T_B3_R1","Thripinae",69,"02/05/2023","inflorescence","macrofauna_foliar"
"155","AF_T_B3_R1","Thrips",15,"02/05/2023","inflorescence","macrofauna_foliar"
"156","AF_T_B3_R1","Macrosiphoniella",2,"02/05/2023","inflorescence","macrofauna_foliar"
"157","AF_T_B3_R1","Hymenoptera",1,"02/05/2023","inflorescence","macrofauna_foliar"
"158","AF_T_B3_R1","Pterygota",3,"02/05/2023","inflorescence","macrofauna_foliar"
"159","AF_T_B3_R1","Ectopsocus",3,"02/05/2023","inflorescence","macrofauna_foliar"
"160","AF_T_B3_R1","Berginus tamarisci",1,"02/05/2023","inflorescence","macrofauna_foliar"
"161","AF_T_B3_R1","Dasytes",1,"02/05/2023","inflorescence","macrofauna_foliar"
"162","AF_T_B3_R2","Thripinae",89,"02/05/2023","inflorescence","macrofauna_foliar"
"163","AF_T_B3_R2","Thrips",9,"02/05/2023","inflorescence","macrofauna_foliar"
"164","AF_T_B3_R2","Macrosiphoniella",1,"02/05/2023","inflorescence","macrofauna_foliar"
"165","AF_T_B3_R2","Pterygota",7,"02/05/2023","inflorescence","macrofauna_foliar"
"166","AF_T_B3_R2","Ectopsocus",7,"02/05/2023","inflorescence","macrofauna_foliar"
"167","AF_T_B3_R2","Thripinae",59,"02/05/2023","inflorescence","macrofauna_foliar"
"168","AF_T_B3_R2","Thrips",8,"02/05/2023","inflorescence","macrofauna_foliar"
"169","AF_T_B3_R2","Macrosiphoniella",1,"02/05/2023","inflorescence","macrofauna_foliar"
"170","AF_T_B3_R2","Pterygota",4,"02/05/2023","inflorescence","macrofauna_foliar"
"171","AF_T_B3_R2","Ectopsocus",4,"02/05/2023","inflorescence","macrofauna_foliar"
"172","AF_T_B3_R2","Psallus",1,"02/05/2023","inflorescence","macrofauna_foliar"
"173","AF_T_B3_R2","Aphis craccivora",1,"02/05/2023","inflorescence","macrofauna_foliar"
"174","AF_T_B3_R2","Thripinae",87,"02/05/2023","inflorescence","macrofauna_foliar"
"175","AF_T_B3_R2","Thrips",13,"02/05/2023","inflorescence","macrofauna_foliar"
"176","AF_T_B3_R2","Berginus tamarisci",1,"02/05/2023","inflorescence","macrofauna_foliar"
"177","AF_T_B3_R3","Aphis craccivora",2,"02/05/2023","inflorescence","macrofauna_foliar"
"178","AF_T_B3_R3","Thripinae",23,"02/05/2023","inflorescence","macrofauna_foliar"
"179","AF_T_B3_R3","Thrips",7,"02/05/2023","inflorescence","macrofauna_foliar"
"180","AF_T_B3_R3","Runcinia grammica",1,"02/05/2023","inflorescence","macrofauna_foliar"
"181","AF_T_B3_R3","Pterygota",2,"02/05/2023","inflorescence","macrofauna_foliar"
"182","AF_T_B3_R3","Ectopsocus",2,"02/05/2023","inflorescence","macrofauna_foliar"
"183","AF_T_B3_R3","Thripinae",90,"02/05/2023","inflorescence","macrofauna_foliar"
"184","AF_T_B3_R3","Thrips",15,"02/05/2023","inflorescence","macrofauna_foliar"
"185","AF_T_B3_R3","Thripinae",21,"02/05/2023","inflorescence","macrofauna_foliar"
"186","AF_T_B3_R3","Thrips",3,"02/05/2023","inflorescence","macrofauna_foliar"
"187","AF_T_B3_R3","Philodromidae",1,"02/05/2023","inflorescence","macrofauna_foliar"
"188","AF_T_B3_R3","Pterygota",1,"02/05/2023","inflorescence","macrofauna_foliar"
"189","AF_T_B3_R3","Ectopsocus",1,"02/05/2023","inflorescence","macrofauna_foliar"
"190","AF_T_B3_R3","Dasytes",1,"02/05/2023","inflorescence","macrofauna_foliar"
"191","AF_T_B3_R4","Aphis craccivora",10,"02/05/2023","inflorescence","macrofauna_foliar"
"192","AF_T_B3_R4","Thripinae",148,"02/05/2023","inflorescence","macrofauna_foliar"
"193","AF_T_B3_R4","Thrips",10,"02/05/2023","inflorescence","macrofauna_foliar"
"194","AF_T_B3_R4","Phylloneta",1,"02/05/2023","inflorescence","macrofauna_foliar"
"195","AF_T_B3_R4","Aphis craccivora",4,"02/05/2023","inflorescence","macrofauna_foliar"
"196","AF_T_B3_R4","Thripinae",39,"02/05/2023","inflorescence","macrofauna_foliar"
"197","AF_T_B3_R4","Thrips",9,"02/05/2023","inflorescence","macrofauna_foliar"
"198","AF_T_B3_R4","Pterygota",4,"02/05/2023","inflorescence","macrofauna_foliar"
"199","AF_T_B3_R4","Ectopsocus",4,"02/05/2023","inflorescence","macrofauna_foliar"
"200","AF_T_B3_R4","Hymenoptera",1,"02/05/2023","inflorescence","macrofauna_foliar"
"201","AF_T_B3_R4","Thripinae",35,"02/05/2023","inflorescence","macrofauna_foliar"
"202","AF_T_B3_R4","Thrips",10,"02/05/2023","inflorescence","macrofauna_foliar"
"203","AF_T_B3_R4","Pterygota",7,"02/05/2023","inflorescence","macrofauna_foliar"
"204","AF_T_B3_R4","Ectopsocus",7,"02/05/2023","inflorescence","macrofauna_foliar"
"205","AF_T_B3_R4","Hymenoptera",1,"02/05/2023","inflorescence","macrofauna_foliar"
"206","AF_T_B3_R5","Aphis craccivora",9,"02/05/2023","inflorescence","macrofauna_foliar"
"207","AF_T_B3_R5","Thripinae",67,"02/05/2023","inflorescence","macrofauna_foliar"
"208","AF_T_B3_R5","Thrips",25,"02/05/2023","inflorescence","macrofauna_foliar"
"209","AF_T_B3_R5","Cicadellidae",1,"02/05/2023","inflorescence","macrofauna_foliar"
"210","AF_T_B3_R5","Crematogaster scutellaris",2,"02/05/2023","inflorescence","macrofauna_foliar"
"211","AF_T_B3_R5","Thripinae",50,"02/05/2023","inflorescence","macrofauna_foliar"
"212","AF_T_B3_R5","Thrips",18,"02/05/2023","inflorescence","macrofauna_foliar"
"213","AF_T_B3_R5","Macrosiphoniella",3,"02/05/2023","inflorescence","macrofauna_foliar"
"214","AF_T_B3_R5","Pterygota",1,"02/05/2023","inflorescence","macrofauna_foliar"
"215","AF_T_B3_R5","Ectopsocus",1,"02/05/2023","inflorescence","macrofauna_foliar"
"216","AF_T_B3_R5","Thripinae",57,"02/05/2023","inflorescence","macrofauna_foliar"
"217","AF_T_B3_R5","Thrips",13,"02/05/2023","inflorescence","macrofauna_foliar"
"218","TP_T_B1_R10","Thripinae",85,"02/05/2023","inflorescence","macrofauna_foliar"
"219","TP_T_B1_R10","Thrips",5,"02/05/2023","inflorescence","macrofauna_foliar"
"220","TP_T_B1_R10","Thripinae",31,"02/05/2023","inflorescence","macrofauna_foliar"
"221","TP_T_B1_R10","Thrips",8,"02/05/2023","inflorescence","macrofauna_foliar"
"222","TP_T_B1_R10","Pterygota",1,"02/05/2023","inflorescence","macrofauna_foliar"
"223","TP_T_B1_R10","Ectopsocus",1,"02/05/2023","inflorescence","macrofauna_foliar"
"224","TP_T_B1_R11","Thripinae",118,"02/05/2023","inflorescence","macrofauna_foliar"
"225","TP_T_B1_R11","Thrips",16,"02/05/2023","inflorescence","macrofauna_foliar"
"226","TP_T_B1_R12","Psocidae",1,"02/05/2023","inflorescence","macrofauna_foliar"
"227","TP_T_B1_R12","Aphis craccivora",3,"02/05/2023","inflorescence","macrofauna_foliar"
"228","TP_T_B1_R12","Thripinae",23,"02/05/2023","inflorescence","macrofauna_foliar"
"229","TP_T_B1_R12","Thrips",1,"02/05/2023","inflorescence","macrofauna_foliar"
"230","TP_T_B1_R12","Hymenoptera",1,"02/05/2023","inflorescence","macrofauna_foliar"
"231","TP_T_B1_R12","Thripinae",45,"02/05/2023","inflorescence","macrofauna_foliar"
"232","TP_T_B1_R12","Thrips",1,"02/05/2023","inflorescence","macrofauna_foliar"
"233","TP_T_B1_R12","Platystoma",1,"02/05/2023","inflorescence","macrofauna_foliar"
"234","TP_T_B1_R12","Cyclorrhapha",1,"02/05/2023","inflorescence","macrofauna_foliar"
"235","TP_T_B1_R2","Aphis craccivora",1,"02/05/2023","inflorescence","macrofauna_foliar"
"236","TP_T_B1_R2","Thripinae",46,"02/05/2023","inflorescence","macrofauna_foliar"
"237","TP_T_B1_R2","Thrips",2,"02/05/2023","inflorescence","macrofauna_foliar"
"238","TP_T_B1_R2","Runcinia grammica",1,"02/05/2023","inflorescence","macrofauna_foliar"
"239","TP_T_B1_R2","Pterygota",8,"02/05/2023","inflorescence","macrofauna_foliar"
"240","TP_T_B1_R2","Ectopsocus",8,"02/05/2023","inflorescence","macrofauna_foliar"
"241","TP_T_B1_R2","Aphis craccivora",7,"02/05/2023","inflorescence","macrofauna_foliar"
"242","TP_T_B1_R2","Thripinae",17,"02/05/2023","inflorescence","macrofauna_foliar"
"243","TP_T_B1_R2","Thrips",2,"02/05/2023","inflorescence","macrofauna_foliar"
"244","TP_T_B1_R2","Macrosiphoniella",1,"02/05/2023","inflorescence","macrofauna_foliar"
"245","TP_T_B1_R2","Macrosiphoniella",5,"02/05/2023","inflorescence","macrofauna_foliar"
"246","TP_T_B1_R2","Thripinae",85,"02/05/2023","inflorescence","macrofauna_foliar"
"247","TP_T_B1_R2","Thrips",8,"02/05/2023","inflorescence","macrofauna_foliar"
"248","TP_T_B1_R2","Pterygota",1,"02/05/2023","inflorescence","macrofauna_foliar"
"249","TP_T_B1_R2","Ectopsocus",1,"02/05/2023","inflorescence","macrofauna_foliar"
"250","TP_T_B1_R4","Thripinae",80,"02/05/2023","inflorescence","macrofauna_foliar"
"251","TP_T_B1_R4","Thrips",6,"02/05/2023","inflorescence","macrofauna_foliar"
"252","TP_T_B1_R4","Chloropidae",1,"02/05/2023","inflorescence","macrofauna_foliar"
"253","TP_T_B1_R4","Thripinae",164,"02/05/2023","inflorescence","macrofauna_foliar"
"254","TP_T_B1_R4","Thrips",17,"02/05/2023","inflorescence","macrofauna_foliar"
"255","TP_T_B1_R4","Apis mellifera",1,"02/05/2023","inflorescence","macrofauna_foliar"
"256","TP_T_B1_R4","Thripinae",65,"02/05/2023","inflorescence","macrofauna_foliar"
"257","TP_T_B1_R4","Thrips",5,"02/05/2023","inflorescence","macrofauna_foliar"
"258","TP_T_B1_R4","Chloropidae",1,"02/05/2023","inflorescence","macrofauna_foliar"
"259","TP_T_B1_R5","Thripinae",24,"02/05/2023","inflorescence","macrofauna_foliar"
"260","TP_T_B1_R5","Thrips",1,"02/05/2023","inflorescence","macrofauna_foliar"
"261","TP_T_B1_R5","Thripinae",132,"02/05/2023","inflorescence","macrofauna_foliar"
"262","TP_T_B1_R5","Thrips",23,"02/05/2023","inflorescence","macrofauna_foliar"
"263","TP_T_B1_R5","Corticariinae",1,"02/05/2023","inflorescence","macrofauna_foliar"
"264","TP_T_B1_R6","Thripinae",57,"02/05/2023","inflorescence","macrofauna_foliar"
"265","TP_T_B1_R6","Thrips",6,"02/05/2023","inflorescence","macrofauna_foliar"
"266","TP_T_B1_R6","Mordellidae",1,"02/05/2023","inflorescence","macrofauna_foliar"
"267","TP_T_B1_R9","Thripinae",68,"02/05/2023","inflorescence","macrofauna_foliar"
"268","TP_T_B1_R9","Thrips",4,"02/05/2023","inflorescence","macrofauna_foliar"
"269","TP_T_B1_R9","Macrosiphoniella",6,"02/05/2023","inflorescence","macrofauna_foliar"
"270","TP_T_B1_R9","Pterygota",2,"02/05/2023","inflorescence","macrofauna_foliar"
"271","TP_T_B1_R9","Ectopsocus",2,"02/05/2023","inflorescence","macrofauna_foliar"
"272","TP_T_B2_R2","Thripinae",59,"02/05/2023","inflorescence","macrofauna_foliar"
"273","TP_T_B2_R2","Thrips",4,"02/05/2023","inflorescence","macrofauna_foliar"
"274","TP_T_B2_R2","Pterygota",2,"02/05/2023","inflorescence","macrofauna_foliar"
"275","TP_T_B2_R2","Ectopsocus",2,"02/05/2023","inflorescence","macrofauna_foliar"
"276","TP_T_B2_R2","Thomisus onustus",1,"02/05/2023","inflorescence","macrofauna_foliar"
"277","TP_T_B2_R2","Thripinae",19,"02/05/2023","inflorescence","macrofauna_foliar"
"278","TP_T_B2_R2","Thrips",1,"02/05/2023","inflorescence","macrofauna_foliar"
"279","TP_T_B2_R2","Araniella cucurbitina",1,"02/05/2023","inflorescence","macrofauna_foliar"
"280","TP_T_B2_R2","Pterygota",1,"02/05/2023","inflorescence","macrofauna_foliar"
"281","TP_T_B2_R2","Ectopsocus",1,"02/05/2023","inflorescence","macrofauna_foliar"
"282","TP_T_B2_R2","Entedoninae",1,"02/05/2023","inflorescence","macrofauna_foliar"
"283","TP_T_B2_R2","Psallus",1,"02/05/2023","inflorescence","macrofauna_foliar"
"284","TP_T_B2_R2","Aphis craccivora",4,"02/05/2023","inflorescence","macrofauna_foliar"
"285","TP_T_B2_R2","Thripinae",28,"02/05/2023","inflorescence","macrofauna_foliar"
"286","TP_T_B2_R2","Thrips",9,"02/05/2023","inflorescence","macrofauna_foliar"
"287","TP_T_B2_R2","Macrosiphoniella",11,"02/05/2023","inflorescence","macrofauna_foliar"
"288","TP_T_B2_R2","Aphididae",1,"02/05/2023","inflorescence","macrofauna_foliar"
"289","TP_T_B2_R3","Aphis craccivora",1,"02/05/2023","inflorescence","macrofauna_foliar"
"290","TP_T_B2_R3","Thripinae",15,"02/05/2023","inflorescence","macrofauna_foliar"
"291","TP_T_B2_R3","Thrips",3,"02/05/2023","inflorescence","macrofauna_foliar"
