"code_uhbr","finest_name","abundance","date","method","community"
"MC_C_B3_R4","Acaridida",28,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B3_R5","Acaridida",4,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B2_R1","Gamasidae",4,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B2_R2","Gamasidae",3,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B2_R4","Gamasidae",9,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B2_R1","Gamasidae",1,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B2_R2","Gamasidae",1,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B2_R3","Gamasidae",9,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B2_R4","Gamasidae",1,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B2_R5","Gamasidae",1,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B1_R1","Gamasidae",2,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B3_R1","Gamasidae",26,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B3_R2","Gamasidae",19,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B3_R3","Gamasidae",32,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B3_R4","Gamasidae",25,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B3_R1","Gamasidae",34,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B3_R2","Gamasidae",41,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B3_R3","Gamasidae",36,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B3_R4","Gamasidae",23,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B3_R5","Gamasidae",37,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B3_R1","Gamasidae",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B3_R2","Gamasidae",33,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B3_R3","Gamasidae",93,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B3_R4","Gamasidae",27,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B3_R5","Gamasidae",22,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B1_R1","Gamasidae",43,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B1_R2","Gamasidae",59,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B1_R3","Gamasidae",20,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B1_R4","Gamasidae",25,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B1_R5","Gamasidae",31,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B2_R1","Gamasidae",41,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B2_R2","Gamasidae",128,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B2_R3","Gamasidae",112,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B2_R4","Gamasidae",35,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B2_R4","Gamasidae",68,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B2_R1","Gamasidae",42,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B2_R2","Gamasidae",29,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B2_R3","Gamasidae",55,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B2_R4","Gamasidae",29,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B2_R5","Gamasidae",18,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B1_R1","Gamasidae",43,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B1_R2","Gamasidae",84,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B1_R3","Gamasidae",67,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B1_R4","Gamasidae",46,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B1_R5","Gamasidae",80,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B1_R1","Gamasidae",53,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B1_R2","Gamasidae",46,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B1_R3","Gamasidae",42,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B1_R4","Gamasidae",58,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B1_R5","Gamasidae",20,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B2_R1","Gamasidae",28,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B2_R3","Gamasidae",30,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B2_R4","Gamasidae",16,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B2_R5","Gamasidae",17,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B1_R2","Gamasidae",37,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B1_R2","Gamasidae",40,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B1_R2","Gamasidae",39,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B1_R3","Gamasidae",26,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B1_R4","Gamasidae",59,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B1_R5","Gamasidae",76,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B2_R1","Gamasidae",48,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B2_R2","Gamasidae",37,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B3_R1","Gamasidae",21,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B3_R2","Gamasidae",14,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B3_R3","Gamasidae",39,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B3_R3","Gamasidae",14,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B3_R4","Gamasidae",26,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B3_R4","Gamasidae",23,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B3_R5","Gamasidae",29,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B3_R5","Gamasidae",26,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B3_R1","Oribatida",19,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B3_R2","Oribatida",3,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B3_R3","Oribatida",18,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B3_R4","Oribatida",4,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B3_R1","Oribatida",5,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B3_R2","Oribatida",6,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B3_R3","Oribatida",23,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B3_R5","Oribatida",30,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B1_R1","Oribatida",31,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B1_R2","Oribatida",193,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B1_R3","Oribatida",37,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B1_R4","Oribatida",161,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B1_R5","Oribatida",155,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B2_R1","Oribatida",29,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B2_R2","Oribatida",21,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B2_R3","Oribatida",6,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B2_R4","Oribatida",17,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B2_R4","Oribatida",69,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B2_R1","Oribatida",15,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B2_R2","Oribatida",27,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B2_R3","Oribatida",129,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B2_R4","Oribatida",36,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B2_R5","Oribatida",31,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B1_R1","Oribatida",10,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B1_R2","Oribatida",17,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B1_R3","Oribatida",19,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B1_R4","Oribatida",24,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B1_R5","Oribatida",12,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B1_R1","Oribatida",45,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B1_R2","Oribatida",59,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B1_R3","Oribatida",29,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B1_R4","Oribatida",106,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B1_R5","Oribatida",22,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B2_R1","Oribatida",2,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B2_R3","Oribatida",2,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B2_R4","Oribatida",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B2_R5","Oribatida",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B1_R2","Oribatida",12,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B1_R2","Oribatida",7,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B1_R2","Oribatida",4,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B1_R3","Oribatida",12,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B1_R4","Oribatida",33,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B1_R5","Oribatida",22,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B2_R1","Oribatida",2,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B2_R2","Oribatida",6,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B3_R3","Oribatida",4,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B3_R3","Oribatida",1,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B3_R4","Oribatida",1,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B3_R4","Oribatida",6,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B3_R5","Oribatida",5,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B3_R1","Enchytraeidae",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B3_R3","Enchytraeidae",2,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B2_R2","Enchytraeidae",2,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B1_R5","Enchytraeidae",1,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B3_R3","Enchytraeidae",1,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B3_R4","Enchytraeidae",1,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B3_R5","Enchytraeidae",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B2_R4","Gnaphosa alacris",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B1_R2","Gnaphosidae",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B2_R4","Linyphiidae",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B1_R4","Linyphiidae",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B3_R5","Microctenonyx subitaneus",1,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B3_R1","Asagena",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B3_R2","Asagena",1,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B2_R1","Ozyptila",1,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B1_R4","Ozyptila",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B2_R2","Xysticus",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B1_R2","Zodarion",1,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B3_R1","Geophilomorpha",1,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B3_R4","Geophilomorpha",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B3_R5","Geophilomorpha",4,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B1_R2","Geophilomorpha",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B2_R4","Geophilomorpha",1,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B2_R2","Geophilomorpha",1,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B2_R3","Geophilomorpha",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B1_R5","Geophilomorpha",1,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B1_R2","Lithobiomorpha",1,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B1_R4","Lithobiomorpha",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B2_R2","Anthicidae",2,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B1_R3","Anthicidae",1,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B1_R4","Carabidae",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B1_R2","Staphylinidae",2,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B1_R4","Staphylinidae",4,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B2_R1","Staphylinidae",1,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B2_R3","Staphylinidae",1,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B1_R4","Staphylinidae",1,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B1_R2","Staphylinidae",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B1_R2","Staphylinidae",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B1_R5","Staphylinidae",1,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B3_R2","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B3_R2","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B3_R3","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B3_R5","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B3_R1","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B3_R5","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B1_R1","Coleoptera",3,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B1_R2","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B1_R2","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B1_R3","Coleoptera",2,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B1_R4","Coleoptera",3,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B1_R4","Coleoptera",3,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B1_R5","Coleoptera",2,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B2_R1","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B2_R1","Coleoptera",3,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B2_R3","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B2_R4","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B2_R4","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B2_R4","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B2_R3","Coleoptera",2,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B2_R3","Coleoptera",10,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B1_R1","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B1_R2","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B1_R3","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B1_R4","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B2_R1","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B2_R3","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B2_R5","Coleoptera",3,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B1_R2","Coleoptera",2,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B1_R2","Coleoptera",2,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B1_R3","Coleoptera",2,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B1_R5","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B2_R1","Coleoptera",1,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B3_R1","Collembola",4,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B3_R2","Collembola",1,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B3_R3","Collembola",4,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B3_R4","Collembola",2,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B3_R5","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B3_R1","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B3_R2","Collembola",4,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B3_R3","Collembola",3,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B3_R4","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B3_R5","Collembola",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B3_R2","Collembola",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B3_R3","Collembola",4,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B3_R4","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B3_R5","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B1_R1","Collembola",4,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B1_R2","Collembola",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B1_R3","Collembola",8,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B1_R4","Collembola",2,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B1_R5","Collembola",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B2_R1","Collembola",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B2_R2","Collembola",11,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B2_R3","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B2_R4","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B2_R4","Collembola",5,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B2_R1","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B2_R2","Collembola",2,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B2_R3","Collembola",3,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B2_R4","Collembola",1,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B2_R5","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B1_R2","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B1_R4","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B1_R5","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B1_R1","Collembola",6,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B1_R2","Collembola",1,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B1_R3","Collembola",5,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B1_R4","Collembola",1,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B1_R5","Collembola",5,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B2_R1","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B2_R3","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B2_R4","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B2_R5","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B1_R2","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B1_R2","Collembola",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B1_R2","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B1_R3","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B1_R4","Collembola",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B1_R5","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B2_R1","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B2_R2","Collembola",1,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B3_R1","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B3_R2","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B3_R3","Collembola",1,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B3_R3","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B3_R4","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B3_R4","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B3_R5","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B3_R5","Collembola",0,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B2_R4","Dermaptera",8,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B3_R3","Diplopoda",1,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B3_R5","Diplopoda",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B1_R4","Diplopoda",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B2_R2","Diplopoda",0,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B1_R4","Diplopoda",1,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B3_R1","Diptera",2,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B3_R4","Diptera",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B3_R3","Diptera",3,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B3_R3","Diptera",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B1_R2","Diptera",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B1_R3","Diptera",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B1_R4","Diptera",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B2_R3","Diptera",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B2_R4","Diptera",2,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B2_R4","Diptera",1,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B2_R1","Diptera",1,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B2_R2","Diptera",2,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B2_R4","Diptera",3,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B2_R5","Diptera",2,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B1_R2","Diptera",1,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B1_R3","Diptera",1,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B1_R1","Diptera",1,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B1_R3","Diptera",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B2_R3","Diptera",2,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B2_R3","Diptera",3,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B1_R2","Diptera",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_C_B1_R5","Diptera",1,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B3_R5","Diptera",1,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B3_R1","Aphidiidae",1,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B3_R2","Aphidiidae",9,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B3_R5","Aphidiidae",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B3_R4","Aphidiidae",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B2_R1","Aphidiidae",1,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B2_R2","Aphidiidae",13,"17/04/2023","macfayden","micro_arthropodes"
"MC_C_B3_R3","Aphidiidae",1,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B1_R3","Auchenorrhyncha",1,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B1_R2","Auchenorrhyncha",1,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B1_R4","Auchenorrhyncha",2,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B1_R3","Pheidole pallidula",33,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B1_R4","Pheidole pallidula",2,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B1_R5","Pheidole pallidula",6,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B3_R1","Solenopsis",5,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B1_R5","Solenopsis",3,"17/04/2023","macfayden","micro_arthropodes"
"AF_T_B2_R1","Solenopsis",2,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B1_R3","Solenopsis",4,"17/04/2023","macfayden","micro_arthropodes"
"TP_T_B1_R5","Solenopsis",6,"17/04/2023","macfayden","micro_arthropodes"
