"finest_name","kingdom","phylum","class","order","family","genus","species","community"
"Athalia","Metazoa","Arthropoda","Insecta","Hymenoptera","Athaliidae","Athalia","unassigned","macrofauna_aerial"
"Athalia bicolor","Metazoa","Arthropoda","Insecta","Hymenoptera","Athaliidae","Athalia","Athalia bicolor","macrofauna_aerial"
"Ceraphronoidea","Metazoa","Arthropoda","Insecta","Hymenoptera","unassigned","unassigned","unassigned","macrofauna_aerial"
"Chalcidoidea","Metazoa","Arthropoda","Insecta","Hymenoptera","unassigned","unassigned","unassigned","macrofauna_aerial"
"Coleoptera","Metazoa","Arthropoda","Insecta","Coleoptera","unassigned","unassigned","unassigned","macrofauna_aerial"
"Curculionoidea","Metazoa","Arthropoda","Insecta","Coleoptera","unassigned","unassigned","unassigned","macrofauna_aerial"
"Cynipoidea","Metazoa","Arthropoda","Insecta","Hymenoptera","unassigned","unassigned","unassigned","macrofauna_aerial"
"Diptera","Metazoa","Arthropoda","Insecta","Diptera","unassigned","unassigned","unassigned","macrofauna_aerial"
"Grylloidea","Metazoa","Arthropoda","Insecta","Orthoptera","unassigned","unassigned","unassigned","macrofauna_aerial"
"Hemiptera","Metazoa","Arthropoda","Insecta","Hemiptera","unassigned","unassigned","unassigned","macrofauna_aerial"
"Heteroptera","Metazoa","Arthropoda","Insecta","Hemiptera","unassigned","unassigned","unassigned","macrofauna_aerial"
"Hymenoptera","Metazoa","Arthropoda","Insecta","Hymenoptera","unassigned","unassigned","unassigned","macrofauna_aerial"
"Ichneumonoidea","Metazoa","Arthropoda","Insecta","Hymenoptera","unassigned","unassigned","unassigned","macrofauna_aerial"
"Lepidoptera","Metazoa","Arthropoda","Insecta","Lepidoptera","unassigned","unassigned","unassigned","macrofauna_aerial"
"Noctuoidea","Metazoa","Arthropoda","Insecta","Lepidoptera","unassigned","unassigned","unassigned","macrofauna_aerial"
"Platygastroidea","Metazoa","Arthropoda","Insecta","Hymenoptera","unassigned","unassigned","unassigned","macrofauna_aerial"
"Proctotrupomorpha","Metazoa","Arthropoda","Insecta","Hymenoptera","unassigned","unassigned","unassigned","macrofauna_aerial"
"Psocodea","Metazoa","Arthropoda","Insecta","unassigned","unassigned","unassigned","unassigned","macrofauna_aerial"
"Psylloidea","Metazoa","Arthropoda","Insecta","Hemiptera","unassigned","unassigned","unassigned","macrofauna_aerial"
"Thysanoptera","Metazoa","Arthropoda","Insecta","Thysanoptera","unassigned","unassigned","unassigned","macrofauna_aerial"
"Anthomalachius spinosus","Metazoa","Arthropoda","Insecta","Coleoptera","Malachiidae","Anthomalachius","Anthomalachius spinosus","macrofauna_aerial"
"Hemiptera","Metazoa","Arthropoda","Insecta","Hemiptera","unassigned","unassigned","unassigned","macrofauna_foliar"
"Hymenoptera","Metazoa","Arthropoda","Insecta","Hymenoptera","unassigned","unassigned","unassigned","macrofauna_foliar"
"Chalcidoidea","Metazoa","Arthropoda","Insecta","Hymenoptera","unassigned","unassigned","unassigned","macrofauna_foliar"
"Cyclorrhapha","Metazoa","Arthropoda","Insecta","Diptera","unassigned","unassigned","unassigned","macrofauna_foliar"
"Mesostigmata","Metazoa","Arthropoda","Arachnida","Mesostigmata","unassigned","unassigned","unassigned","macrofauna_foliar"
"Ichneumonoidea","Metazoa","Arthropoda","Insecta","Hymenoptera","unassigned","unassigned","unassigned","macrofauna_foliar"
"Sciaroidea","Metazoa","Arthropoda","Insecta","Diptera","unassigned","unassigned","unassigned","macrofauna_foliar"
"Nematocera","Metazoa","Arthropoda","Insecta","Diptera","unassigned","unassigned","unassigned","macrofauna_foliar"
"Psocodea","Metazoa","Arthropoda","Insecta","unassigned","unassigned","unassigned","unassigned","macrofauna_foliar"
"Chironomoidea","Metazoa","Arthropoda","Insecta","Diptera","unassigned","unassigned","unassigned","macrofauna_foliar"
"Aphidoidea","Metazoa","Arthropoda","Insecta","Hemiptera","unassigned","unassigned","unassigned","macrofauna_foliar"
"Thysanoptera","Metazoa","Arthropoda","Insecta","Thysanoptera","unassigned","unassigned","unassigned","macrofauna_foliar"
"Empidoidea","Metazoa","Arthropoda","Insecta","Diptera","unassigned","unassigned","unassigned","macrofauna_foliar"
"Lepidoptera","Metazoa","Arthropoda","Insecta","Lepidoptera","unassigned","unassigned","unassigned","macrofauna_foliar"
"Diptera","Metazoa","Arthropoda","Insecta","Diptera","unassigned","unassigned","unassigned","macrofauna_foliar"
"Araneae","Metazoa","Arthropoda","Arachnida","Araneae","unassigned","unassigned","unassigned","macrofauna_foliar"
"Coleoptera","Metazoa","Arthropoda","Insecta","Coleoptera","unassigned","unassigned","unassigned","macrofauna_foliar"
"Gastropoda","Metazoa","Mollusca","Gastropoda","unassigned","unassigned","unassigned","unassigned","macrofauna_foliar"
"Araneomorphae","Metazoa","Arthropoda","Arachnida","Araneae","unassigned","unassigned","unassigned","macrofauna_foliar"
"Entelegynae","Metazoa","Arthropoda","Arachnida","Araneae","unassigned","unassigned","unassigned","macrofauna_foliar"
"Coreoidea","Metazoa","Arthropoda","Insecta","Hemiptera","unassigned","unassigned","unassigned","macrofauna_foliar"
"Heteroptera","Metazoa","Arthropoda","Insecta","Hemiptera","unassigned","unassigned","unassigned","macrofauna_foliar"
"Psylloidea","Metazoa","Arthropoda","Insecta","Hemiptera","unassigned","unassigned","unassigned","macrofauna_foliar"
"Conoidasida","Protozoa","Apicomplexa","Conoidasida","unassigned","unassigned","unassigned","unassigned","macrofauna_foliar"
"Pterygota","Metazoa","Arthropoda","Insecta","unassigned","unassigned","unassigned","unassigned","macrofauna_foliar"
"Aphelenchoides","Metazoa","Nematoda","Chromadorea","Rhabditida","Aphelenchoididae","Aphelenchoides","unassigned","nematodes"
"Tylenchorhynchus","Metazoa","Nematoda","Chromadorea","Rhabditida","Telotylenchidae","Tylenchorhynchus","unassigned","nematodes"
"Oribatida","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","unassigned","unassigned","unassigned","micro_arthropodes"
"Geophilomorpha","Metazoa","Arthropoda","Chilopoda","Geophilomorpha","unassigned","unassigned","unassigned","micro_arthropodes"
"Lithobiomorpha","Metazoa","Arthropoda","Chilopoda","Lithobiomorpha","unassigned","unassigned","unassigned","micro_arthropodes"
"Coleoptera","Metazoa","Arthropoda","Insecta","Coleoptera","unassigned","unassigned","unassigned","micro_arthropodes"
"Collembola","Metazoa","Arthropoda","Collembola","unassigned","unassigned","unassigned","unassigned","micro_arthropodes"
"Dermaptera","Metazoa","Arthropoda","Insecta","Dermaptera","unassigned","unassigned","unassigned","micro_arthropodes"
"Diplopoda","Metazoa","Arthropoda","Diplopoda","unassigned","unassigned","unassigned","unassigned","micro_arthropodes"
"Diptera","Metazoa","Arthropoda","Insecta","Diptera","unassigned","unassigned","unassigned","micro_arthropodes"
"Auchenorrhyncha","Metazoa","Arthropoda","Insecta","Hemiptera","unassigned","unassigned","unassigned","micro_arthropodes"
"Hymenoptera","Metazoa","Arthropoda","Insecta","Hymenoptera","unassigned","unassigned","unassigned","micro_arthropodes"
"Isopoda","Metazoa","Arthropoda","Malacostraca","Isopoda","unassigned","unassigned","unassigned","micro_arthropodes"
"Pauropoda","Metazoa","Arthropoda","Pauropoda","unassigned","unassigned","unassigned","unassigned","micro_arthropodes"
"Protura","Metazoa","Arthropoda","Protura","unassigned","unassigned","unassigned","unassigned","micro_arthropodes"
"Pseudoscorpiones","Metazoa","Arthropoda","Arachnida","Pseudoscorpiones","unassigned","unassigned","unassigned","micro_arthropodes"
"Psocoptera","Metazoa","Arthropoda","Insecta","Psocoptera","unassigned","unassigned","unassigned","micro_arthropodes"
"Symphyla","Metazoa","Arthropoda","Symphyla","unassigned","unassigned","unassigned","unassigned","micro_arthropodes"
"Thysanoptera","Metazoa","Arthropoda","Insecta","Thysanoptera","unassigned","unassigned","unassigned","micro_arthropodes"
"SYMPHYPLEONA","Metazoa","Arthropoda","Collembola","Symphypleona","unassigned","unassigned","unassigned","micro_arthropodes"
"Sminthurides signatus","Metazoa","Arthropoda","Collembola","Symphypleona","Sminthurididae","Sminthurides","Sminthurides signatus","micro_arthropodes"
"Acaridida","Metazoa","Arthropoda","Arachnida","unassigned","unassigned","unassigned","unassigned","micro_arthropodes"
"Gamasidae","Metazoa","Arthropoda","Arachnida","Mesostigmata","Parasitidae","unassigned","unassigned","micro_arthropodes"
"Pseudosinella decipiens","Metazoa","Arthropoda","Collembola","Entomobryomorpha","Lepidocyrtidae","Pseudosinella","Pseudosinella decipiens","micro_arthropodes"
"Arrhopalites gr.caecus","Metazoa","Arthropoda","Collembola","Symphypleona","Arrhopalitidae","Arrhopalites","Arrhopalites gr.caecus","micro_arthropodes"
"bacteriap25::Cluster_122","Bacteria","Myxococcota","bacteriap25","unassigned","unassigned","unassigned","unassigned","bacteria"
"Acidibacter::Cluster_34","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","unassigned","Acidibacter","unassigned","bacteria"
"Sandaracinaceae::Cluster_31","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","unassigned","unassigned","bacteria"
"Bacilli::Cluster_23","Bacteria","Firmicutes","Bacilli","unassigned","unassigned","unassigned","unassigned","bacteria"
"Tychonema CCAP 1459-11B::Cluster_38","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Phormidiaceae","Tychonema CCAP 1459-11B","unassigned","bacteria"
"Ellin517::Cluster_85","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Ellin517","unassigned","bacteria"
"Rubrobacter::Cluster_175","Bacteria","Actinobacteriota","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter","unassigned","bacteria"
"Entotheonellaceae::Cluster_1025","Bacteria","Entotheonellaeota","Entotheonellia","Entotheonellales","Entotheonellaceae","unassigned","unassigned","bacteria"
"Solirubrobacterales::Cluster_179","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","unassigned","unassigned","unassigned","bacteria"
"JG30-KF-CM45::Cluster_186","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","unassigned","unassigned","bacteria"
"Acidibacter::Cluster_250","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","unassigned","Acidibacter","unassigned","bacteria"
"Rubrobacter::Cluster_251","Bacteria","Actinobacteriota","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter","unassigned","bacteria"
"Sandaracinaceae::Cluster_205","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","unassigned","unassigned","bacteria"
"bacteriap25::Cluster_338","Bacteria","Myxococcota","bacteriap25","unassigned","unassigned","unassigned","unassigned","bacteria"
"BIyi10::Cluster_363","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Pseudohongiellaceae","BIyi10","unassigned","bacteria"
"Ellin517::Cluster_401","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Ellin517","unassigned","bacteria"
"SC-I-84::Cluster_421","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84","unassigned","unassigned","bacteria"
"Vicinamibacterales::Cluster_479","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","unassigned","unassigned","unassigned","bacteria"
"Oligoflexus::Cluster_1119","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","unassigned","Oligoflexus","unassigned","bacteria"
"Sandaracinaceae::Cluster_1152","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","unassigned","unassigned","bacteria"
"Sandaracinaceae::Cluster_1168","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","unassigned","unassigned","bacteria"
"Sandaracinaceae::Cluster_689","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","unassigned","unassigned","bacteria"
"Pedosphaeraceae::Cluster_711","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","unassigned","unassigned","bacteria"
"MSB-4B10::Cluster_1714","Bacteria","Myxococcota","Polyangia","MSB-4B10","unassigned","unassigned","unassigned","bacteria"
"Haliangium::Cluster_5219","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","unassigned","bacteria"
"Sandaracinaceae::Cluster_866","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","unassigned","unassigned","bacteria"
"Nordella::Cluster_149","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Nordella","unassigned","bacteria"
"Acidibacter::Cluster_165","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","unassigned","Acidibacter","unassigned","bacteria"
"KD4-96::Cluster_183","Bacteria","Chloroflexi","KD4-96","unassigned","unassigned","unassigned","unassigned","bacteria"
"BIrii41::Cluster_236","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","unassigned","unassigned","bacteria"
"Gitt-GS-136::Cluster_298","Bacteria","Chloroflexi","Gitt-GS-136","unassigned","unassigned","unassigned","unassigned","bacteria"
"BIrii41::Cluster_299","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","unassigned","unassigned","bacteria"
"Sandaracinaceae::Cluster_376","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","unassigned","unassigned","bacteria"
"BIyi10::Cluster_2663","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Pseudohongiellaceae","BIyi10","unassigned","bacteria"
"AKIW781::Cluster_1864","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","AKIW781","unassigned","unassigned","bacteria"
"TM7::Cluster_2794","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","S32","TM7","unassigned","bacteria"
"BIrii41::Cluster_642","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","unassigned","unassigned","bacteria"
"Sandaracinaceae::Cluster_659","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","unassigned","unassigned","bacteria"
"BIrii41::Cluster_1356","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","unassigned","unassigned","bacteria"
"A4b::Cluster_1240","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","unassigned","unassigned","bacteria"
"Vicinamibacterales::Cluster_802","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","unassigned","unassigned","unassigned","bacteria"
"BIrii41::Cluster_888","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","unassigned","unassigned","bacteria"
"Vicinamibacterales::Cluster_302","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","unassigned","unassigned","unassigned","bacteria"
"AKYH767::Cluster_592","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767","unassigned","unassigned","bacteria"
"Rubrobacter::Cluster_430","Bacteria","Actinobacteriota","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter","unassigned","bacteria"
"Dongia::Cluster_92","Bacteria","Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia","unassigned","bacteria"
"Bacteroidetes VC2.1 Bac22::Cluster_5441","Bacteria","Bacteroidota","Bacteroidia","Bacteroidetes VC2.1 Bac22","unassigned","unassigned","unassigned","bacteria"
"Dyadobacter::Cluster_1500","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter","unassigned","bacteria"
"Sandaracinaceae::Cluster_72","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","unassigned","unassigned","bacteria"
"KD4-96::Cluster_203","Bacteria","Chloroflexi","KD4-96","unassigned","unassigned","unassigned","unassigned","bacteria"
"Vicinamibacterales::Cluster_258","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","unassigned","unassigned","unassigned","bacteria"
"Oligoflexales::Cluster_1036","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","unassigned","unassigned","unassigned","bacteria"
"Vicinamibacterales::Cluster_565","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","unassigned","unassigned","unassigned","bacteria"
"Vicinamibacterales::Cluster_198","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","unassigned","unassigned","unassigned","bacteria"
"C0119::Cluster_537","Bacteria","Chloroflexi","Ktedonobacteria","C0119","unassigned","unassigned","unassigned","bacteria"
"BIrii41::Cluster_2444","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","unassigned","unassigned","bacteria"
"Acidobacteriales::Cluster_190","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","unassigned","unassigned","unassigned","bacteria"
"Gaiellales::Cluster_252","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","unassigned","unassigned","unassigned","bacteria"
"Acidobacteriales::Cluster_314","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","unassigned","unassigned","unassigned","bacteria"
"BIrii41::Cluster_469","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","unassigned","unassigned","bacteria"
"Vicinamibacterales::Cluster_328","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","unassigned","unassigned","unassigned","bacteria"
"Gaiellales::Cluster_219","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","unassigned","unassigned","unassigned","bacteria"
"Candidatus Solibacter::Cluster_340","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter","unassigned","bacteria"
"Saccharimonadales::Cluster_1857","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","unassigned","unassigned","unassigned","bacteria"
"Vicinamibacterales::Cluster_1889","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","unassigned","unassigned","unassigned","bacteria"
"BIrii41::Cluster_618","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","unassigned","unassigned","bacteria"
"BIyi10::Cluster_536","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Pseudohongiellaceae","BIyi10","unassigned","bacteria"
"Saccharimonadales::Cluster_1928","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","unassigned","unassigned","unassigned","bacteria"
"SC-I-84::Cluster_27","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84","unassigned","unassigned","bacteria"
"Sandaracinaceae::Cluster_7834","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","unassigned","unassigned","bacteria"
"A4b::Cluster_4802","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","unassigned","unassigned","bacteria"
"env.OPS 17::Cluster_3360","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS 17","unassigned","unassigned","bacteria"
"Acidobacteriales::Cluster_125","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","unassigned","unassigned","unassigned","bacteria"
"Acidobacteriales::Cluster_185","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","unassigned","unassigned","unassigned","bacteria"
"JG30-KF-CM45::Cluster_280","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","unassigned","unassigned","bacteria"
"JG30-KF-CM45::Cluster_282","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","unassigned","unassigned","bacteria"
"Candidatus Solibacter::Cluster_435","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter","unassigned","bacteria"
"Acidobacteriales::Cluster_437","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","unassigned","unassigned","unassigned","bacteria"
"A4b::Cluster_1203","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","unassigned","unassigned","bacteria"
"Diplorickettsiaceae::Cluster_1743","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","unassigned","unassigned","bacteria"
"67-14::Cluster_2895","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","unassigned","unassigned","bacteria"
"SC-I-84::Cluster_450","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84","unassigned","unassigned","bacteria"
"Acidobacteriales::Cluster_144","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","unassigned","unassigned","unassigned","bacteria"
"KD4-96::Cluster_826","Bacteria","Chloroflexi","KD4-96","unassigned","unassigned","unassigned","unassigned","bacteria"
"Dyadobacter::Cluster_862","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter","unassigned","bacteria"
"Vicinamibacterales::Cluster_869","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","unassigned","unassigned","unassigned","bacteria"
"Ellin517::Cluster_1093","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Ellin517","unassigned","bacteria"
"TRA3-20::Cluster_941","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20","unassigned","unassigned","bacteria"
"Pedosphaeraceae::Cluster_1393","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","unassigned","unassigned","bacteria"
"C0119::Cluster_3538","Bacteria","Chloroflexi","Ktedonobacteria","C0119","unassigned","unassigned","unassigned","bacteria"
"11-24::Cluster_1722","Bacteria","Acidobacteriota","Blastocatellia","11-24","unassigned","unassigned","unassigned","bacteria"
"Acidobacteriales::Cluster_10","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","unassigned","unassigned","unassigned","bacteria"
"Subgroup 7::Cluster_13","Bacteria","Acidobacteriota","Holophagae","Subgroup 7","unassigned","unassigned","unassigned","bacteria"
"LWQ8::Cluster_3861","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","LWQ8","unassigned","unassigned","bacteria"
"Acidobacteriales::Cluster_145","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","unassigned","unassigned","unassigned","bacteria"
"Gaiellales::Cluster_162","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","unassigned","unassigned","unassigned","bacteria"
"Granulicella::Cluster_1137","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","Granulicella","unassigned","bacteria"
"Candidatus Koribacter::Cluster_197","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Koribacteraceae","Candidatus Koribacter","unassigned","bacteria"
"WPS-2::Cluster_1080","Bacteria","WPS-2","unassigned","unassigned","unassigned","unassigned","unassigned","bacteria"
"C0119::Cluster_1082","Bacteria","Chloroflexi","Ktedonobacteria","C0119","unassigned","unassigned","unassigned","bacteria"
"67-14::Cluster_416","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","unassigned","unassigned","bacteria"
