"","community","landuse_habitat","taxa_level","taxa_name","total_abundance","relative_abundance","assignedwithGratin"
"75","protists","AF_T","genus","Metabolomonas",248,1.00637097755955,FALSE
"76","protists","TP_T","genus","Nudifila",319,1.37216104611149,FALSE
"77","protists","AF_T","genus","Orciraptor",125,0.43819673280516,FALSE
"78","protists","AF_C","genus","Paracercomonas",1159,5.36127301322972,FALSE
"79","protists","TP_T","genus","Paramicrosporidium",7,0.031380284215717,FALSE
"80","protists","AF_T","genus","Paulinella",264,1.0712981374021,TRUE
"81","protists","TP_T","genus","Polymyxa",7646,38.8240073118716,FALSE
"82","protists","MC_C","genus","Proleptomonas",451,1.87339037966271,FALSE
"83","protists","AF_T","genus","Protaspis",31,0.10867278973568,FALSE
"84","protists","AF_T","genus","Pseudopirsonia",16,0.0703575040675432,FALSE
"85","protists","AF_C","genus","Rhogostoma",4529,17.39915482136,FALSE
"86","protists","TP_T","genus","Sorosphaerula",88,0.446836599979689,FALSE
"87","protists","TP_T","genus","Sphenoderia",238,0.994733762434172,TRUE
"88","protists","AF_T","genus","Spongomonas",1047,3.77365291043431,FALSE
"89","protists","AF_T","genus","Spongospora",522,2.2954135702036,FALSE
"90","protists","AF_T","genus","Thaumatomastix",715,2.57704090827176,TRUE
"91","protists","TP_T","genus","Thaumatomonas",52,0.231419670672007,TRUE
"92","protists","AF_C","genus","Tracheleuglypha",41,0.169877770872177,TRUE
"93","protists","AF_T","genus","Trinema",2014,8.20032573289902,TRUE
"94","protists","AF_T","genus","Vampyrella",46,0.171443479557229,FALSE
"95","protists","AF_T","genus","Viridiraptor",119,0.451750056943284,FALSE
"96","protists","AF_T","genus","unassigned",17674,61.9575124447872,FALSE
"97","protists","MC_C","species","Acrobeloides thornei",1,0.00390441980321724,FALSE
"98","protists","MC_C","species","Allantion sp.",15,0.0585662970482586,FALSE
"99","protists","AF_C","species","Allapsa vibrans",79,0.276794786447567,FALSE
"100","protists","AF_C","species","Ammopiptanthus mongolicus",95,0.406887099537434,FALSE
"101","protists","MC_C","species","Aphelenchoides sp.",1,0.00390441980321724,FALSE
"102","protists","AF_C","species","Aquavolonida sp.",67,0.277605137766729,FALSE
"103","protists","AF_T","species","Arachnula impatiens",1862,6.93973388990347,FALSE
"104","protists","AF_T","species","Assulina muscorum",1,0.00405794749015948,TRUE
"105","protists","AF_C","species","Athalamea environmental sample",200,0.758437618505878,FALSE
"106","protists","AF_C","species","Aulosphaera trigonopa",2,0.00917178758139961,FALSE
"107","protists","AF_T","species","Bodomorpha minima",14,0.0525801847817922,FALSE
"108","protists","AF_C","species","Bodomorpha sp.",361,1.39285438691257,FALSE
"109","protists","AF_C","species","Capsellina sp.",15,0.0576258163657319,FALSE
"110","protists","AF_T","species","Cavernomonas mira",3,0.0112671824532412,FALSE
"111","protists","AF_C","species","Cavernomonas stercoris",60,0.231499344085192,FALSE
"112","protists","AF_T","species","Cercomonadida environmental sample",1749,8.07740266937607,FALSE
"113","protists","AF_C","species","Cercomonas alexieffi",20,0.08124796880078,FALSE
"114","protists","TP_T","species","Cercomonas ambigua",115,0.491327010168333,FALSE
"115","protists","AF_T","species","Cercomonas celer",29,0.104523337538295,FALSE
"116","protists","AF_T","species","Cercomonas directa",167,0.6942712230814,FALSE
"117","protists","AF_C","species","Cercomonas fastiga",49,0.201654389069509,FALSE
"118","protists","AF_T","species","Cercomonas jendrali",26,0.120075740082206,FALSE
"119","protists","MC_C","species","Cercomonas lenta",4,0.0166154357398023,FALSE
"120","protists","MC_C","species","Cercomonas longicauda",41,0.161825071045153,FALSE
"121","protists","MC_C","species","Cercomonas metabolicus",90,0.3725782414307,FALSE
"122","protists","AF_T","species","Cercomonas parincurva",393,1.72815619365903,FALSE
"123","protists","AF_T","species","Cercomonas pellucida",77,0.31246195674228,FALSE
"124","protists","AF_T","species","Cercomonas phylloplana",10,0.0379621896590995,FALSE
"125","protists","AF_C","species","Cercomonas plasmodialis",190,0.720515737580584,FALSE
"126","protists","AF_T","species","Cercomonas sp.",658,2.73551176519498,FALSE
"127","protists","AF_T","species","Cercomonas volcana",92,0.424883387983189,FALSE
"128","protists","MC_C","species","Cercozoa sp.",1532,6.36371188834427,FALSE
"129","protists","MC_C","species","Corchorus olitorius",1446,6.00648001993852,FALSE
"130","protists","AF_T","species","Corythion dubium",6,0.0342563516985441,TRUE
"131","protists","TP_T","species","Costa Rica flagellate",23,0.158773988678724,FALSE
"132","protists","AF_C","species","Cruznema sp.",1,0.00458589379069981,FALSE
"133","protists","AF_C","species","Dimorpha-like sp.",113,0.459051023724407,FALSE
"134","protists","TP_T","species","Discopersicus iranicus",2,0.00904363554148768,FALSE
"135","protists","AF_C","species","Ditylenchus sp.",4,0.0153668843641952,FALSE
"136","protists","AF_T","species","Eocercomonas sp.",237,0.830821005398584,FALSE
"137","protists","AF_T","species","Eocercomonas tribula",88,0.357099379134034,FALSE
"138","protists","AF_T","species","Euglypha filifera",2,0.00831462542612455,FALSE
"139","protists","AF_T","species","Euglypha penardi",248,0.869382317885438,TRUE
"140","protists","AF_T","species","Euglypha rotunda",936,3.28121713524504,TRUE
"141","protists","AF_T","species","Euglypha tuberculata",455,1.59503610741078,FALSE
"142","protists","TP_T","species","Exuviaella pusilla",4,0.0203107545445313,FALSE
"143","protists","AF_C","species","Filenchus sp.",3,0.012386968908708,FALSE
"144","protists","AF_T","species","Filenchus thornei",1,0.00396165121622692,FALSE
"145","protists","AF_T","species","Fisculla siemensmai",3,0.0108127590556857,FALSE
"146","protists","AF_C","species","Fisculla terrestris",113,0.435990431360444,FALSE
"147","protists","AF_C","species","Gymnophrys cometa",58,0.219946909366705,FALSE
"148","protists","TP_T","species","Helicotylenchus digitiformis",3,0.0179393649464809,FALSE
"149","protists","MC_C","species","Heteromita globosa",594,2.46739220736064,FALSE
"150","protists","TP_T","species","Heteromita sp.",516,2.72799365582871,FALSE
"151","protists","AF_T","species","Kraken carinae",58,0.217832194095996,FALSE
"152","protists","AF_T","species","Leptophryidae sp.",782,3.09801125108945,FALSE
"153","protists","AF_T","species","Leptophrys vorax",3,0.0111810964928627,FALSE
"154","protists","MC_C","species","Ligniera junci",27,0.121097954790097,FALSE
"155","protists","TP_T","species","Massisteria marina",7,0.0330079690668176,FALSE
"156","protists","TP_T","species","Merlinius joctus",1,0.00597978831549363,FALSE
"157","protists","TP_T","species","Mesorhabditis sp.",2,0.0105736188210415,FALSE
"158","protists","AF_T","species","Metabolomonas insania",245,0.994197135089072,FALSE
"159","protists","MC_C","species","Nematoda environmental sample",4,0.0198019801980198,FALSE
"160","protists","TP_T","species","Neocercomonas tuberculata",206,1.05193279885615,FALSE
"161","protists","TP_T","species","Nucleocercomonas sp.",204,0.914511140000897,FALSE
"162","protists","MC_C","species","Nudifila producta",19,0.078655406524259,FALSE
"163","protists","AF_T","species","Orciraptor agilis",125,0.43819673280516,FALSE
"164","protists","TP_T","species","Oscheius tipulae",3,0.0131694468832309,FALSE
"165","protists","AF_C","species","Panagrolaimus detritophagus",1,0.00350373147401983,FALSE
"166","protists","TP_T","species","Paracercomonas elongata",60,0.25077321742038,FALSE
"167","protists","MC_C","species","Paracercomonas kruegeri",118,0.460721536779635,FALSE
"168","protists","AF_T","species","Paracercomonas oxoniensis",407,1.54506111912535,FALSE
"169","protists","TP_T","species","Paracercomonas paralaciniaegerens",370,1.67307257517522,FALSE
"170","protists","TP_T","species","Paracercomonas proboscata",37,0.16586721656879,FALSE
"171","protists","AF_T","species","Paracercomonas saepenatans",9,0.0356548609460423,FALSE
"172","protists","MC_C","species","Paracercomonas sp.",177,0.732737208147044,FALSE
"173","protists","TP_T","species","Paratylenchus dianthus",2,0.00835910724734598,FALSE
"174","protists","TP_T","species","Paulinella micropora",18,0.0774260151410874,FALSE
"175","protists","AF_T","species","Penardeugenia sp.",671,2.41845377545504,FALSE
"176","protists","MC_C","species","Peregrinia clavideferens",204,0.889160092402912,TRUE
"177","protists","MC_C","species","Phascolion strombus",1,0.00425459496255956,FALSE
"178","protists","MC_C","species","Planctomyxa polycarya",22,0.107118512026487,FALSE
"179","protists","TP_T","species","Platyreta germanica",603,4.16263979014221,FALSE
"180","protists","TP_T","species","Polymyxa betae",299,1.35202351345241,FALSE
"181","protists","AF_T","species","Polymyxa graminis",1392,5.22797265830391,FALSE
"182","protists","TP_T","species","Pratylenchus neglectus",1,0.00427240878407246,FALSE
"183","protists","AF_T","species","Pratylenchus pratensis",2,0.0130005200208008,FALSE
"184","protists","TP_T","species","Prismatolaimus intermedius",9,0.0406963599366945,FALSE
"185","protists","MC_C","species","Proleptomonas faecicola",278,1.15477278391626,FALSE
"186","protists","TP_T","species","Protorhabditis sp.",3,0.0133511348464619,FALSE
"187","protists","AF_T","species","Pseudopirsonia mucosa",16,0.0703575040675432,FALSE
"188","protists","AF_T","species","Rhogostoma epiphylla",198,0.6773862470065,FALSE
"189","protists","AF_T","species","Rhogostoma schuessleri",589,2.01505302771126,FALSE
"190","protists","MC_C","species","Rigidomastix-like sp.",23,0.0898016554739966,FALSE
"191","protists","AF_T","species","Robinia pseudoacacia",1,0.00405794749015948,FALSE
"192","protists","AF_C","species","Saccharum hybrid cultivar",27,0.104174704838336,FALSE
"193","protists","AF_T","species","Sainouron acronematica",3,0.0138548930864083,FALSE
"194","protists","TP_T","species","Sminthurides aquaticus",6,0.0306388193841597,FALSE
"195","protists","TP_T","species","Sorosphaerula veronicae",88,0.446836599979689,FALSE
"196","protists","AF_T","species","Sphenoderia minuta",2,0.00720850603712381,FALSE
"197","protists","TP_T","species","Sphenoderia pseudominuta",70,0.307287093942054,FALSE
"198","protists","TP_T","species","Sphenoderia valdiviana",236,0.986374655186826,FALSE
"199","protists","AF_C","species","Spongomonas minima",209,0.957880746138686,FALSE
"200","protists","AF_T","species","Spongospora sp.",3255,12.8951747088186,FALSE
"201","protists","AF_T","species","Spongospora subterranea f. sp. nasturtii",522,2.2954135702036,FALSE
"202","protists","AF_T","species","Spongospora subterranea f. sp. subterranea",5,0.0230914884773472,FALSE
"203","protists","AF_T","species","Thalassomyxa sp.",93,0.326018369207039,FALSE
"204","protists","TP_T","species","Thaumatomastigidae environmental sample",1546,8.17340734866508,FALSE
"205","protists","TP_T","species","Thaumatomastigidae sp.",15,0.0640861317610869,FALSE
"206","protists","MC_C","species","Thaumatomastix sp.",40,0.157878118092832,FALSE
"207","protists","TP_T","species","Thaumatomonas sp.",48,0.213618157543391,FALSE
"208","protists","AF_T","species","Tracheleuglypha dentata",4,0.0228375677990294,FALSE
"209","protists","MC_C","species","Tremula longifila",32,0.143523501973448,FALSE
"210","protists","TP_T","species","Trinema enchelys",33,0.174464710547185,TRUE
"211","protists","AF_C","species","Trinema lineare",1045,4.32981147710793,FALSE
"212","protists","AF_T","species","Tylenchidae sp.",3,0.0121738424704784,FALSE
"213","protists","TP_T","species","Tylenchorhynchus clarus",3,0.0128172263522174,FALSE
"214","protists","AF_C","species","Tylenchorhynchus serranus",1,0.00418060200668896,FALSE
"215","protists","AF_T","species","Tylocephalus auriculatus",9,0.0401642270617637,FALSE
"216","protists","AF_T","species","Vampyrella lateritia",17,0.0595947556615018,FALSE
"217","protists","TP_T","species","Vampyrella pendula",9,0.0395083406496927,FALSE
"218","protists","MC_C","species","Vampyrellida sp.",159,0.623504960589781,FALSE
"219","protists","AF_T","species","Viridiraptor invadens",119,0.451750056943284,FALSE
"220","protists","AF_T","species","Woronina pythii",311,2.02158086323453,FALSE
"221","protists","AF_T","species","eukaryotic picoplankton environmental sample",457,1.8104746058157,FALSE
"222","protists","AF_C","species","invertebrate environmental sample",19,0.0781925182106259,FALSE
"223","protists","AF_C","species","soil flagellate AND11",28,0.128328521013795,FALSE
"224","protists","AF_C","species","unassigned",25001,87.5967905819698,FALSE
