"finest_name","kingdom","phylum","class","order","family","genus","species","community"
"Heteromurus major","Metazoa","Arthropoda","Collembola","Entomobryomorpha","Entomobryidae","Heteromurus","Heteromurus major","micro_arthropodes"
"Lepidocyrtus lanuginosus","Metazoa","Arthropoda","Collembola","Entomobryomorpha","Entomobryidae","Lepidocyrtus","Lepidocyrtus lanuginosus","micro_arthropodes"
"Pseudosinella octopunctata","Metazoa","Arthropoda","Collembola","Entomobryomorpha","Entomobryidae","Pseudosinella","Pseudosinella octopunctata","micro_arthropodes"
"Megalothorax minimus","Metazoa","Arthropoda","Collembola","Neelipleona","Neelidae","Megalothorax","Megalothorax minimus","micro_arthropodes"
"Isotoma viridis","Metazoa","Arthropoda","Collembola","Entomobryomorpha","Isotomidae","Isotoma","Isotoma viridis","micro_arthropodes"
"Proisotoma minuta","Metazoa","Arthropoda","Collembola","Entomobryomorpha","Isotomidae","Proisotoma","Proisotoma minuta","micro_arthropodes"
"Sminthurinus aureus","Metazoa","Arthropoda","Collembola","Symphypleona","Katiannidae","Sminthurinus","Sminthurinus aureus","micro_arthropodes"
"Hypogastrura vernalis","Metazoa","Arthropoda","Collembola","Poduromorpha","Hypogastruridae","Hypogastrura","Hypogastrura vernalis","micro_arthropodes"
"Neanuridae","Metazoa","Arthropoda","Collembola","Poduromorpha","Neanuridae","unassigned","unassigned","micro_arthropodes"
"Isotomiella paraminor","Metazoa","Arthropoda","Collembola","Entomobryomorpha","Isotomidae","Isotomiella","Isotomiella paraminor","micro_arthropodes"
"Isotomiella minor","Metazoa","Arthropoda","Collembola","Entomobryomorpha","Isotomidae","Isotomiella","Isotomiella minor","micro_arthropodes"
"Sminthurides signatus","Metazoa","Arthropoda","Collembola","Symphypleona","Sminthurididae","Sminthurides","Sminthurides signatus","micro_arthropodes"
"Desoria trispinata","Metazoa","Arthropoda","Collembola","Entomobryomorpha","Isotomidae","Desoria","Desoria trispinata","micro_arthropodes"
"Sminthurus viridis","Metazoa","Arthropoda","Collembola","Symphypleona","Sminthuridae","Sminthurus","Sminthurus viridis","micro_arthropodes"
"Ceratophysella gibbosa","Metazoa","Arthropoda","Collembola","Poduromorpha","Hypogastruridae","Ceratophysella","Ceratophysella gibbosa","micro_arthropodes"
"Gnaphosa alacris","Metazoa","Arthropoda","Euchelicerata","Araneae","Gnaphosidae","Gnaphosa","Gnaphosa alacris","micro_arthropodes"
"Solenopsis","Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Solenopsis","unassigned","micro_arthropodes"
"Pseudosinella sexoculata","Metazoa","Arthropoda","Collembola","Collembola","Entomobryidae","Pseudosinella","Pseudosinella sexoculata","micro_arthropodes"
"Cryptopygus thermophilus","Metazoa","Arthropoda","Collembola","Collembola","Isotomidae","Cryptopygus","Cryptopygus thermophilus","micro_arthropodes"
"Xenylla xavieri","Metazoa","Arthropoda","Collembola","Collembola","Hypogastruridae","Xenylla","Xenylla xavieri","micro_arthropodes"
"Hypogastrura manubrialis","Metazoa","Arthropoda","Collembola","Collembola","Hypogastruridae","Hypogastrura","Hypogastrura manubrialis","micro_arthropodes"
"Isotomodes trisetosus","Metazoa","Arthropoda","Collembola","Collembola","Isotomidae","Isotomodes","Isotomodes trisetosus","micro_arthropodes"
"Acaridida","Metazoa","Arthropoda","Arachnida","unassigned","unassigned","unassigned","unassigned","micro_arthropodes"
"Gamasidae","Metazoa","Arthropoda","Arachnida","Mesostigmata","Parasitidae","unassigned","unassigned","micro_arthropodes"
"Mesaphorura sp","Metazoa","Arthropoda","Collembola","Poduromorpha","Tullbergiidae","Mesaphorura","unassigned","micro_arthropodes"
"Pseudosinella decipiens","Metazoa","Arthropoda","Collembola","Entomobryomorpha","Lepidocyrtidae","Pseudosinella","Pseudosinella decipiens","micro_arthropodes"
"Pseudonorophorus isotoma","Metazoa","Arthropoda","Collembola","Entomobryomorpha","Isotomidae","Pseudonorophorus","Pseudonorophorus isotoma","micro_arthropodes"
"Arrhopalites gr.caecus","Metazoa","Arthropoda","Collembola","Symphypleona","Arrhopalitidae","Arrhopalites","Arrhopalites gr.caecus","micro_arthropodes"
"Seira sp","Metazoa","Arthropoda","Collembola","Entomobryomorpha","Entomobryidae","Seira","unassigned","micro_arthropodes"
"Isotomurus sp","Metazoa","Arthropoda","Collembola","Entomobryomorpha","Isotomidae","Isotomurus","unassigned","micro_arthropodes"
"Tullbergidae","Metazoa","Arthropoda","Collembola","Poduromorpha","Tullbergiidae","unassigned","unassigned","micro_arthropodes"
"Entomobrya aff.multifasciata","Metazoa","Arthropoda","Collembola","Entomobryomorpha","Entomobryidae","Entomobrya","Entomobrya multifasciata","micro_arthropodes"
