"","code_uhbr","name","abundance","date","method","community"
"28","AF_T_B1_R2","Ectopsocus",1,"05/2023","inflorescence","macrofauna_foliar"
"29","AF_T_B1_R2","Thripinae",17,"05/2023","inflorescence","macrofauna_foliar"
"30","AF_T_B1_R2","Thrips",3,"05/2023","inflorescence","macrofauna_foliar"
"31","AF_T_B1_R2","Pterygota",1,"05/2023","inflorescence","macrofauna_foliar"
"32","AF_T_B1_R2","Ectopsocus",1,"05/2023","inflorescence","macrofauna_foliar"
"33","AF_T_B1_R2","Plagiolepis pygmaea",1,"05/2023","inflorescence","macrofauna_foliar"
"34","AF_T_B1_R3","Aphis craccivora",4,"05/2023","inflorescence","macrofauna_foliar"
"35","AF_T_B1_R3","Thripinae",60,"05/2023","inflorescence","macrofauna_foliar"
"36","AF_T_B1_R3","Thrips",10,"05/2023","inflorescence","macrofauna_foliar"
"37","AF_T_B1_R3","Chalcidoidea",1,"05/2023","inflorescence","macrofauna_foliar"
"38","AF_T_B1_R3","Pterygota",1,"05/2023","inflorescence","macrofauna_foliar"
"39","AF_T_B1_R3","Ectopsocus",1,"05/2023","inflorescence","macrofauna_foliar"
"40","AF_T_B1_R3","Dasytes",1,"05/2023","inflorescence","macrofauna_foliar"
"41","AF_T_B1_R3","Thripinae",115,"05/2023","inflorescence","macrofauna_foliar"
"42","AF_T_B1_R3","Thrips",10,"05/2023","inflorescence","macrofauna_foliar"
"43","AF_T_B1_R3","Chloropidae",1,"05/2023","inflorescence","macrofauna_foliar"
"44","AF_T_B1_R3","Corticariinae",1,"05/2023","inflorescence","macrofauna_foliar"
"45","AF_T_B1_R3","Pterygota",1,"05/2023","inflorescence","macrofauna_foliar"
"46","AF_T_B1_R3","Ectopsocus",1,"05/2023","inflorescence","macrofauna_foliar"
"47","AF_T_B1_R3","Dasytes",1,"05/2023","inflorescence","macrofauna_foliar"
"48","AF_T_B1_R3","Thripinae",43,"05/2023","inflorescence","macrofauna_foliar"
"49","AF_T_B1_R3","Thrips",5,"05/2023","inflorescence","macrofauna_foliar"
"50","AF_T_B1_R3","Anaspidinae",1,"05/2023","inflorescence","macrofauna_foliar"
"51","AF_T_B1_R3","Chalcidoidea",1,"05/2023","inflorescence","macrofauna_foliar"
"52","AF_T_B1_R4","Thripinae",98,"05/2023","inflorescence","macrofauna_foliar"
"53","AF_T_B1_R4","Thrips",12,"05/2023","inflorescence","macrofauna_foliar"
"54","AF_T_B1_R4","Thripinae",68,"05/2023","inflorescence","macrofauna_foliar"
"55","AF_T_B1_R4","Hemiptera",1,"05/2023","inflorescence","macrofauna_foliar"
"56","AF_T_B1_R4","Dasytes",1,"05/2023","inflorescence","macrofauna_foliar"
"57","AF_T_B1_R4","Thripinae",123,"05/2023","inflorescence","macrofauna_foliar"
"58","AF_T_B1_R4","Thrips",20,"05/2023","inflorescence","macrofauna_foliar"
"59","AF_T_B1_R4","Cicadellidae",1,"05/2023","inflorescence","macrofauna_foliar"
"60","AF_T_B1_R4","Bruchinae",1,"05/2023","inflorescence","macrofauna_foliar"
"61","AF_T_B1_R4","Pterygota",1,"05/2023","inflorescence","macrofauna_foliar"
"62","AF_T_B1_R4","Ectopsocus",1,"05/2023","inflorescence","macrofauna_foliar"
"63","AF_T_B1_R5","Thripinae",93,"05/2023","inflorescence","macrofauna_foliar"
"64","AF_T_B1_R5","Thrips",10,"05/2023","inflorescence","macrofauna_foliar"
"65","AF_T_B1_R5","Thripinae",66,"05/2023","inflorescence","macrofauna_foliar"
"66","AF_T_B1_R5","Thrips",6,"05/2023","inflorescence","macrofauna_foliar"
"67","AF_T_B1_R5","Macrosiphoniella",4,"05/2023","inflorescence","macrofauna_foliar"
"68","AF_T_B1_R5","Thripinae",76,"05/2023","inflorescence","macrofauna_foliar"
"69","AF_T_B1_R5","Thrips",1,"05/2023","inflorescence","macrofauna_foliar"
"70","AF_T_B2_R1","Aphis craccivora",43,"05/2023","inflorescence","macrofauna_foliar"
"71","AF_T_B2_R1","Thripinae",122,"05/2023","inflorescence","macrofauna_foliar"
"72","AF_T_B2_R1","Thrips",27,"05/2023","inflorescence","macrofauna_foliar"
"73","AF_T_B2_R1","Macrosiphoniella",1,"05/2023","inflorescence","macrofauna_foliar"
"74","AF_T_B2_R1","Thripinae",44,"05/2023","inflorescence","macrofauna_foliar"
"75","AF_T_B2_R1","Thrips",11,"05/2023","inflorescence","macrofauna_foliar"
"76","AF_T_B2_R1","Chalcidoidea",1,"05/2023","inflorescence","macrofauna_foliar"
"77","AF_T_B2_R1","Aphididae",1,"05/2023","inflorescence","macrofauna_foliar"
"78","AF_T_B2_R1","Runcinia grammica",1,"05/2023","inflorescence","macrofauna_foliar"
"79","AF_T_B2_R1","Pterygota",1,"05/2023","inflorescence","macrofauna_foliar"
"80","AF_T_B2_R1","Ectopsocus",1,"05/2023","inflorescence","macrofauna_foliar"
"81","AF_T_B2_R1","Aphis craccivora",6,"05/2023","inflorescence","macrofauna_foliar"
"82","AF_T_B2_R1","Thripinae",99,"05/2023","inflorescence","macrofauna_foliar"
"83","AF_T_B2_R1","Thrips",22,"05/2023","inflorescence","macrofauna_foliar"
"84","AF_T_B2_R1","Apioninae",1,"05/2023","inflorescence","macrofauna_foliar"
"85","AF_T_B2_R1","Pterygota",1,"05/2023","inflorescence","macrofauna_foliar"
"86","AF_T_B2_R2","Thripinae",147,"05/2023","inflorescence","macrofauna_foliar"
"87","AF_T_B2_R2","Thrips",34,"05/2023","inflorescence","macrofauna_foliar"
"88","AF_T_B2_R2","Bruchinae",1,"05/2023","inflorescence","macrofauna_foliar"
"89","AF_T_B2_R2","Mirini",1,"05/2023","inflorescence","macrofauna_foliar"
"90","AF_T_B2_R2","Runcinia grammica",1,"05/2023","inflorescence","macrofauna_foliar"
"91","AF_T_B2_R2","Thripinae",87,"05/2023","inflorescence","macrofauna_foliar"
"92","AF_T_B2_R2","Thrips",14,"05/2023","inflorescence","macrofauna_foliar"
"93","AF_T_B2_R2","Macrosiphoniella",3,"05/2023","inflorescence","macrofauna_foliar"
"94","AF_T_B2_R2","Cyclorrhapha",1,"05/2023","inflorescence","macrofauna_foliar"
"95","AF_T_B2_R2","Thripinae",88,"05/2023","inflorescence","macrofauna_foliar"
"96","AF_T_B2_R2","Thrips",10,"05/2023","inflorescence","macrofauna_foliar"
"97","AF_T_B2_R2","Pterygota",1,"05/2023","inflorescence","macrofauna_foliar"
"98","AF_T_B2_R2","Ectopsocus",1,"05/2023","inflorescence","macrofauna_foliar"
"99","AF_T_B2_R3","Thripinae",44,"05/2023","inflorescence","macrofauna_foliar"
"100","AF_T_B2_R3","Thrips",5,"05/2023","inflorescence","macrofauna_foliar"
"101","AF_T_B2_R3","Pterygota",4,"05/2023","inflorescence","macrofauna_foliar"
"102","AF_T_B2_R3","Ectopsocus",4,"05/2023","inflorescence","macrofauna_foliar"
"103","AF_T_B2_R3","Thripinae",51,"05/2023","inflorescence","macrofauna_foliar"
"104","AF_T_B2_R3","Thrips",3,"05/2023","inflorescence","macrofauna_foliar"
"105","AF_T_B2_R3","Macrosiphoniella",1,"05/2023","inflorescence","macrofauna_foliar"
"106","AF_T_B2_R3","Aphis craccivora",1,"05/2023","inflorescence","macrofauna_foliar"
"107","AF_T_B2_R3","Thripinae",55,"05/2023","inflorescence","macrofauna_foliar"
"108","AF_T_B2_R3","Thrips",14,"05/2023","inflorescence","macrofauna_foliar"
"109","AF_T_B2_R3","Pterygota",4,"05/2023","inflorescence","macrofauna_foliar"
"110","AF_T_B2_R3","Ectopsocus",4,"05/2023","inflorescence","macrofauna_foliar"
"111","AF_T_B2_R3","Anaspis",1,"05/2023","inflorescence","macrofauna_foliar"
"112","AF_T_B2_R4","Thripinae",191,"05/2023","inflorescence","macrofauna_foliar"
"113","AF_T_B2_R4","Thrips",5,"05/2023","inflorescence","macrofauna_foliar"
"114","AF_T_B2_R4","Macrosiphoniella",1,"05/2023","inflorescence","macrofauna_foliar"
"115","AF_T_B2_R4","Piezodorus lituratus",1,"05/2023","inflorescence","macrofauna_foliar"
"116","AF_T_B2_R4","Pterygota",3,"05/2023","inflorescence","macrofauna_foliar"
"117","AF_T_B2_R4","Ectopsocus",3,"05/2023","inflorescence","macrofauna_foliar"
"118","AF_T_B2_R4","Thripinae",68,"05/2023","inflorescence","macrofauna_foliar"
"119","AF_T_B2_R4","Thrips",24,"05/2023","inflorescence","macrofauna_foliar"
"120","AF_T_B2_R4","Macrosiphoniella",1,"05/2023","inflorescence","macrofauna_foliar"
"121","AF_T_B2_R4","Aphididae",1,"05/2023","inflorescence","macrofauna_foliar"
"122","AF_T_B2_R4","Synema globosum",1,"05/2023","inflorescence","macrofauna_foliar"
"123","AF_T_B2_R4","Thripinae",44,"05/2023","inflorescence","macrofauna_foliar"
"124","AF_T_B2_R4","Thrips",9,"05/2023","inflorescence","macrofauna_foliar"
"125","AF_T_B2_R4","Macrosiphoniella",2,"05/2023","inflorescence","macrofauna_foliar"
"126","AF_T_B2_R4","Hemiptera",1,"05/2023","inflorescence","macrofauna_foliar"
"127","AF_T_B2_R4","Hymenoptera",1,"05/2023","inflorescence","macrofauna_foliar"
"128","AF_T_B2_R4","Pterygota",6,"05/2023","inflorescence","macrofauna_foliar"
"129","AF_T_B2_R4","Ectopsocus",6,"05/2023","inflorescence","macrofauna_foliar"
"130","AF_T_B2_R5","Thripinae",100,"05/2023","inflorescence","macrofauna_foliar"
"131","AF_T_B2_R5","Thrips",28,"05/2023","inflorescence","macrofauna_foliar"
"132","AF_T_B2_R5","Hymenoptera",1,"05/2023","inflorescence","macrofauna_foliar"
"133","AF_T_B2_R5","Pterygota",1,"05/2023","inflorescence","macrofauna_foliar"
"134","AF_T_B2_R5","Ectopsocus",1,"05/2023","inflorescence","macrofauna_foliar"
"135","AF_T_B2_R5","Dasytes",1,"05/2023","inflorescence","macrofauna_foliar"
"136","AF_T_B2_R5","Thripinae",49,"05/2023","inflorescence","macrofauna_foliar"
"137","AF_T_B2_R5","Thrips",6,"05/2023","inflorescence","macrofauna_foliar"
"138","AF_T_B2_R5","Runcinia grammica",1,"05/2023","inflorescence","macrofauna_foliar"
"139","AF_T_B2_R5","Plagiolepis pygmaea",2,"05/2023","inflorescence","macrofauna_foliar"
"140","AF_T_B2_R5","Thripinae",61,"05/2023","inflorescence","macrofauna_foliar"
"141","AF_T_B2_R5","Thrips",4,"05/2023","inflorescence","macrofauna_foliar"
"142","AF_T_B2_R5","Hemiptera",1,"05/2023","inflorescence","macrofauna_foliar"
"143","AF_T_B2_R5","Hemiptera",1,"05/2023","inflorescence","macrofauna_foliar"
"144","AF_T_B3_R1","Thripinae",2,"05/2023","inflorescence","macrofauna_foliar"
"145","AF_T_B3_R1","Thrips",18,"05/2023","inflorescence","macrofauna_foliar"
"146","AF_T_B3_R1","Aphis craccivora",1,"05/2023","inflorescence","macrofauna_foliar"
"147","AF_T_B3_R1","Thripinae",80,"05/2023","inflorescence","macrofauna_foliar"
"148","AF_T_B3_R1","Thrips",13,"05/2023","inflorescence","macrofauna_foliar"
"149","AF_T_B3_R1","Macrosiphoniella",1,"05/2023","inflorescence","macrofauna_foliar"
"150","AF_T_B3_R1","Chalcidoidea",1,"05/2023","inflorescence","macrofauna_foliar"
"151","AF_T_B3_R1","Runcinia grammica",1,"05/2023","inflorescence","macrofauna_foliar"
"152","AF_T_B3_R1","Pterygota",2,"05/2023","inflorescence","macrofauna_foliar"
"153","AF_T_B3_R1","Ectopsocus",2,"05/2023","inflorescence","macrofauna_foliar"
"154","AF_T_B3_R1","Thripinae",69,"05/2023","inflorescence","macrofauna_foliar"
"155","AF_T_B3_R1","Thrips",15,"05/2023","inflorescence","macrofauna_foliar"
"156","AF_T_B3_R1","Macrosiphoniella",2,"05/2023","inflorescence","macrofauna_foliar"
"157","AF_T_B3_R1","Hymenoptera",1,"05/2023","inflorescence","macrofauna_foliar"
"158","AF_T_B3_R1","Pterygota",3,"05/2023","inflorescence","macrofauna_foliar"
"159","AF_T_B3_R1","Ectopsocus",3,"05/2023","inflorescence","macrofauna_foliar"
"160","AF_T_B3_R1","Berginus tamarisci",1,"05/2023","inflorescence","macrofauna_foliar"
"161","AF_T_B3_R1","Dasytes",1,"05/2023","inflorescence","macrofauna_foliar"
"162","AF_T_B3_R2","Thripinae",89,"05/2023","inflorescence","macrofauna_foliar"
"163","AF_T_B3_R2","Thrips",9,"05/2023","inflorescence","macrofauna_foliar"
"164","AF_T_B3_R2","Macrosiphoniella",1,"05/2023","inflorescence","macrofauna_foliar"
"165","AF_T_B3_R2","Pterygota",7,"05/2023","inflorescence","macrofauna_foliar"
"166","AF_T_B3_R2","Ectopsocus",7,"05/2023","inflorescence","macrofauna_foliar"
"167","AF_T_B3_R2","Thripinae",59,"05/2023","inflorescence","macrofauna_foliar"
"168","AF_T_B3_R2","Thrips",8,"05/2023","inflorescence","macrofauna_foliar"
"169","AF_T_B3_R2","Macrosiphoniella",1,"05/2023","inflorescence","macrofauna_foliar"
"170","AF_T_B3_R2","Pterygota",4,"05/2023","inflorescence","macrofauna_foliar"
"171","AF_T_B3_R2","Ectopsocus",4,"05/2023","inflorescence","macrofauna_foliar"
"172","AF_T_B3_R2","Psallus",1,"05/2023","inflorescence","macrofauna_foliar"
"173","AF_T_B3_R2","Aphis craccivora",1,"05/2023","inflorescence","macrofauna_foliar"
"174","AF_T_B3_R2","Thripinae",87,"05/2023","inflorescence","macrofauna_foliar"
"175","AF_T_B3_R2","Thrips",13,"05/2023","inflorescence","macrofauna_foliar"
"176","AF_T_B3_R2","Berginus tamarisci",1,"05/2023","inflorescence","macrofauna_foliar"
"177","AF_T_B3_R3","Aphis craccivora",2,"05/2023","inflorescence","macrofauna_foliar"
"178","AF_T_B3_R3","Thripinae",23,"05/2023","inflorescence","macrofauna_foliar"
"179","AF_T_B3_R3","Thrips",7,"05/2023","inflorescence","macrofauna_foliar"
"180","AF_T_B3_R3","Runcinia grammica",1,"05/2023","inflorescence","macrofauna_foliar"
"181","AF_T_B3_R3","Pterygota",2,"05/2023","inflorescence","macrofauna_foliar"
"182","AF_T_B3_R3","Ectopsocus",2,"05/2023","inflorescence","macrofauna_foliar"
"183","AF_T_B3_R3","Thripinae",90,"05/2023","inflorescence","macrofauna_foliar"
"184","AF_T_B3_R3","Thrips",15,"05/2023","inflorescence","macrofauna_foliar"
"185","AF_T_B3_R3","Thripinae",21,"05/2023","inflorescence","macrofauna_foliar"
"186","AF_T_B3_R3","Thrips",3,"05/2023","inflorescence","macrofauna_foliar"
"187","AF_T_B3_R3","Philodromidae",1,"05/2023","inflorescence","macrofauna_foliar"
"188","AF_T_B3_R3","Pterygota",1,"05/2023","inflorescence","macrofauna_foliar"
"189","AF_T_B3_R3","Ectopsocus",1,"05/2023","inflorescence","macrofauna_foliar"
"190","AF_T_B3_R3","Dasytes",1,"05/2023","inflorescence","macrofauna_foliar"
"191","AF_T_B3_R4","Aphis craccivora",10,"05/2023","inflorescence","macrofauna_foliar"
"192","AF_T_B3_R4","Thripinae",148,"05/2023","inflorescence","macrofauna_foliar"
"193","AF_T_B3_R4","Thrips",10,"05/2023","inflorescence","macrofauna_foliar"
"194","AF_T_B3_R4","Phylloneta",1,"05/2023","inflorescence","macrofauna_foliar"
"195","AF_T_B3_R4","Aphis craccivora",4,"05/2023","inflorescence","macrofauna_foliar"
"196","AF_T_B3_R4","Thripinae",39,"05/2023","inflorescence","macrofauna_foliar"
"197","AF_T_B3_R4","Thrips",9,"05/2023","inflorescence","macrofauna_foliar"
"198","AF_T_B3_R4","Pterygota",4,"05/2023","inflorescence","macrofauna_foliar"
"199","AF_T_B3_R4","Ectopsocus",4,"05/2023","inflorescence","macrofauna_foliar"
"200","AF_T_B3_R4","Hymenoptera",1,"05/2023","inflorescence","macrofauna_foliar"
"201","AF_T_B3_R4","Thripinae",35,"05/2023","inflorescence","macrofauna_foliar"
"202","AF_T_B3_R4","Thrips",10,"05/2023","inflorescence","macrofauna_foliar"
"203","AF_T_B3_R4","Pterygota",7,"05/2023","inflorescence","macrofauna_foliar"
"204","AF_T_B3_R4","Ectopsocus",7,"05/2023","inflorescence","macrofauna_foliar"
"205","AF_T_B3_R4","Hymenoptera",1,"05/2023","inflorescence","macrofauna_foliar"
"206","AF_T_B3_R5","Aphis craccivora",9,"05/2023","inflorescence","macrofauna_foliar"
"207","AF_T_B3_R5","Thripinae",67,"05/2023","inflorescence","macrofauna_foliar"
"208","AF_T_B3_R5","Thrips",25,"05/2023","inflorescence","macrofauna_foliar"
"209","AF_T_B3_R5","Cicadellidae",1,"05/2023","inflorescence","macrofauna_foliar"
"210","AF_T_B3_R5","Crematogaster scutellaris",2,"05/2023","inflorescence","macrofauna_foliar"
"211","AF_T_B3_R5","Thripinae",50,"05/2023","inflorescence","macrofauna_foliar"
"212","AF_T_B3_R5","Thrips",18,"05/2023","inflorescence","macrofauna_foliar"
"213","AF_T_B3_R5","Macrosiphoniella",3,"05/2023","inflorescence","macrofauna_foliar"
"214","AF_T_B3_R5","Pterygota",1,"05/2023","inflorescence","macrofauna_foliar"
"215","AF_T_B3_R5","Ectopsocus",1,"05/2023","inflorescence","macrofauna_foliar"
"216","AF_T_B3_R5","Thripinae",57,"05/2023","inflorescence","macrofauna_foliar"
"217","AF_T_B3_R5","Thrips",13,"05/2023","inflorescence","macrofauna_foliar"
"218","F_T_B1_R10","Thripinae",85,"05/2023","inflorescence","macrofauna_foliar"
"219","F_T_B1_R10","Thrips",5,"05/2023","inflorescence","macrofauna_foliar"
"220","F_T_B1_R10","Thripinae",31,"05/2023","inflorescence","macrofauna_foliar"
"221","F_T_B1_R10","Thrips",8,"05/2023","inflorescence","macrofauna_foliar"
"222","F_T_B1_R10","Pterygota",1,"05/2023","inflorescence","macrofauna_foliar"
"223","F_T_B1_R10","Ectopsocus",1,"05/2023","inflorescence","macrofauna_foliar"
"224","F_T_B1_R11","Thripinae",118,"05/2023","inflorescence","macrofauna_foliar"
"225","F_T_B1_R11","Thrips",16,"05/2023","inflorescence","macrofauna_foliar"
"226","F_T_B1_R12","Psocidae",1,"05/2023","inflorescence","macrofauna_foliar"
"227","F_T_B1_R12","Aphis craccivora",3,"05/2023","inflorescence","macrofauna_foliar"
"228","F_T_B1_R12","Thripinae",23,"05/2023","inflorescence","macrofauna_foliar"
"229","F_T_B1_R12","Thrips",1,"05/2023","inflorescence","macrofauna_foliar"
"230","F_T_B1_R12","Hymenoptera",1,"05/2023","inflorescence","macrofauna_foliar"
"231","F_T_B1_R12","Thripinae",45,"05/2023","inflorescence","macrofauna_foliar"
"232","F_T_B1_R12","Thrips",1,"05/2023","inflorescence","macrofauna_foliar"
"233","F_T_B1_R12","Platystoma",1,"05/2023","inflorescence","macrofauna_foliar"
"234","F_T_B1_R12","Cyclorrhapha",1,"05/2023","inflorescence","macrofauna_foliar"
"235","F_T_B1_R2","Aphis craccivora",1,"05/2023","inflorescence","macrofauna_foliar"
"236","F_T_B1_R2","Thripinae",46,"05/2023","inflorescence","macrofauna_foliar"
"237","F_T_B1_R2","Thrips",2,"05/2023","inflorescence","macrofauna_foliar"
"238","F_T_B1_R2","Runcinia grammica",1,"05/2023","inflorescence","macrofauna_foliar"
"239","F_T_B1_R2","Pterygota",8,"05/2023","inflorescence","macrofauna_foliar"
"240","F_T_B1_R2","Ectopsocus",8,"05/2023","inflorescence","macrofauna_foliar"
"241","F_T_B1_R2","Aphis craccivora",7,"05/2023","inflorescence","macrofauna_foliar"
"242","F_T_B1_R2","Thripinae",17,"05/2023","inflorescence","macrofauna_foliar"
"243","F_T_B1_R2","Thrips",2,"05/2023","inflorescence","macrofauna_foliar"
"244","F_T_B1_R2","Macrosiphoniella",1,"05/2023","inflorescence","macrofauna_foliar"
"245","F_T_B1_R2","Macrosiphoniella",5,"05/2023","inflorescence","macrofauna_foliar"
"246","F_T_B1_R2","Thripinae",85,"05/2023","inflorescence","macrofauna_foliar"
"247","F_T_B1_R2","Thrips",8,"05/2023","inflorescence","macrofauna_foliar"
"248","F_T_B1_R2","Pterygota",1,"05/2023","inflorescence","macrofauna_foliar"
"249","F_T_B1_R2","Ectopsocus",1,"05/2023","inflorescence","macrofauna_foliar"
"250","F_T_B1_R4","Thripinae",80,"05/2023","inflorescence","macrofauna_foliar"
"251","F_T_B1_R4","Thrips",6,"05/2023","inflorescence","macrofauna_foliar"
"252","F_T_B1_R4","Chloropidae",1,"05/2023","inflorescence","macrofauna_foliar"
"253","F_T_B1_R4","Thripinae",164,"05/2023","inflorescence","macrofauna_foliar"
"254","F_T_B1_R4","Thrips",17,"05/2023","inflorescence","macrofauna_foliar"
"255","F_T_B1_R4","Apis mellifera",1,"05/2023","inflorescence","macrofauna_foliar"
"256","F_T_B1_R4","Thripinae",65,"05/2023","inflorescence","macrofauna_foliar"
"257","F_T_B1_R4","Thrips",5,"05/2023","inflorescence","macrofauna_foliar"
"258","F_T_B1_R4","Chloropidae",1,"05/2023","inflorescence","macrofauna_foliar"
"259","F_T_B1_R5","Thripinae",24,"05/2023","inflorescence","macrofauna_foliar"
"260","F_T_B1_R5","Thrips",1,"05/2023","inflorescence","macrofauna_foliar"
"261","F_T_B1_R5","Thripinae",132,"05/2023","inflorescence","macrofauna_foliar"
"262","F_T_B1_R5","Thrips",23,"05/2023","inflorescence","macrofauna_foliar"
"263","F_T_B1_R5","Corticariinae",1,"05/2023","inflorescence","macrofauna_foliar"
"264","F_T_B1_R6","Thripinae",57,"05/2023","inflorescence","macrofauna_foliar"
"265","F_T_B1_R6","Thrips",6,"05/2023","inflorescence","macrofauna_foliar"
"266","F_T_B1_R6","Mordellidae",1,"05/2023","inflorescence","macrofauna_foliar"
"267","F_T_B1_R9","Thripinae",68,"05/2023","inflorescence","macrofauna_foliar"
"268","F_T_B1_R9","Thrips",4,"05/2023","inflorescence","macrofauna_foliar"
"269","F_T_B1_R9","Macrosiphoniella",6,"05/2023","inflorescence","macrofauna_foliar"
"270","F_T_B1_R9","Pterygota",2,"05/2023","inflorescence","macrofauna_foliar"
"271","F_T_B1_R9","Ectopsocus",2,"05/2023","inflorescence","macrofauna_foliar"
"272","F_T_B2_R2","Thripinae",59,"05/2023","inflorescence","macrofauna_foliar"
"273","F_T_B2_R2","Thrips",4,"05/2023","inflorescence","macrofauna_foliar"
"274","F_T_B2_R2","Pterygota",2,"05/2023","inflorescence","macrofauna_foliar"
"275","F_T_B2_R2","Ectopsocus",2,"05/2023","inflorescence","macrofauna_foliar"
"276","F_T_B2_R2","Thomisus onustus",1,"05/2023","inflorescence","macrofauna_foliar"
"277","F_T_B2_R2","Thripinae",19,"05/2023","inflorescence","macrofauna_foliar"
"278","F_T_B2_R2","Thrips",1,"05/2023","inflorescence","macrofauna_foliar"
"279","F_T_B2_R2","Araniella cucurbitina",1,"05/2023","inflorescence","macrofauna_foliar"
"280","F_T_B2_R2","Pterygota",1,"05/2023","inflorescence","macrofauna_foliar"
"281","F_T_B2_R2","Ectopsocus",1,"05/2023","inflorescence","macrofauna_foliar"
"282","F_T_B2_R2","Entedoninae",1,"05/2023","inflorescence","macrofauna_foliar"
"283","F_T_B2_R2","Psallus",1,"05/2023","inflorescence","macrofauna_foliar"
"284","F_T_B2_R2","Aphis craccivora",4,"05/2023","inflorescence","macrofauna_foliar"
"285","F_T_B2_R2","Thripinae",28,"05/2023","inflorescence","macrofauna_foliar"
"286","F_T_B2_R2","Thrips",9,"05/2023","inflorescence","macrofauna_foliar"
"287","F_T_B2_R2","Macrosiphoniella",11,"05/2023","inflorescence","macrofauna_foliar"
"288","F_T_B2_R2","Aphididae",1,"05/2023","inflorescence","macrofauna_foliar"
"289","F_T_B2_R3","Aphis craccivora",1,"05/2023","inflorescence","macrofauna_foliar"
"290","F_T_B2_R3","Thripinae",15,"05/2023","inflorescence","macrofauna_foliar"
"291","F_T_B2_R3","Thrips",3,"05/2023","inflorescence","macrofauna_foliar"
"292","F_T_B2_R3","Pterygota",2,"05/2023","inflorescence","macrofauna_foliar"
"293","F_T_B2_R3","Ectopsocus",2,"05/2023","inflorescence","macrofauna_foliar"
"294","F_T_B2_R3","Hymenoptera",1,"05/2023","inflorescence","macrofauna_foliar"
"295","F_T_B2_R3","Entedoninae",1,"05/2023","inflorescence","macrofauna_foliar"
"296","F_T_B2_R3","Thripinae",71,"05/2023","inflorescence","macrofauna_foliar"
"297","F_T_B2_R3","Thrips",17,"05/2023","inflorescence","macrofauna_foliar"
"298","F_T_B2_R3","Macrosiphoniella",1,"05/2023","inflorescence","macrofauna_foliar"
"299","F_T_B2_R3","Pterygota",1,"05/2023","inflorescence","macrofauna_foliar"
"300","F_T_B2_R3","Ectopsocus",1,"05/2023","inflorescence","macrofauna_foliar"
"301","F_T_B2_R3","Thripinae",55,"05/2023","inflorescence","macrofauna_foliar"
"302","F_T_B2_R3","Thrips",8,"05/2023","inflorescence","macrofauna_foliar"
"303","F_T_B2_R3","Macrosiphoniella",7,"05/2023","inflorescence","macrofauna_foliar"
"304","F_T_B2_R3","Pterygota",2,"05/2023","inflorescence","macrofauna_foliar"
"305","F_T_B2_R3","Ectopsocus",2,"05/2023","inflorescence","macrofauna_foliar"
"306","F_T_B2_R3","Mesostigmata",1,"05/2023","inflorescence","macrofauna_foliar"
