"","query","kingdom","phylum","class","order","family","genus","species","community"
"24","Hymenoptera","Metazoa","Arthropoda","Insecta","Hymenoptera","unassigned","unassigned","unassigned","micro_arthropodes"
"25","Isopoda","Metazoa","Arthropoda","Malacostraca","Isopoda","unassigned","unassigned","unassigned","micro_arthropodes"
"26","Pauropoda","Metazoa","Arthropoda","Pauropoda","unassigned","unassigned","unassigned","unassigned","micro_arthropodes"
"27","Protura","Metazoa","Arthropoda","Protura","unassigned","unassigned","unassigned","unassigned","micro_arthropodes"
"28","Pseudoscorpiones","Metazoa","Arthropoda","Arachnida","Pseudoscorpiones","unassigned","unassigned","unassigned","micro_arthropodes"
"29","Psocoptera","Metazoa","Arthropoda","Insecta","Psocoptera","unassigned","unassigned","unassigned","micro_arthropodes"
"30","Symphyla","Metazoa","Arthropoda","Symphyla","unassigned","unassigned","unassigned","unassigned","micro_arthropodes"
"31","Thysanoptera","Metazoa","Arthropoda","Insecta","Thysanoptera","unassigned","unassigned","unassigned","micro_arthropodes"
"32","Protaphorura armata","Metazoa","Arthropoda","Collembola","Poduromorpha","Onychiuridae","Protaphorura","Protaphorura armata","micro_arthropodes"
"33","Pseudosinella alba","Metazoa","Arthropoda","Collembola","Entomobryomorpha","Entomobryidae","Pseudosinella","Pseudosinella alba","micro_arthropodes"
"34","Brachystomella parvula","Metazoa","Arthropoda","Collembola","Poduromorpha","Brachystomellidae","Brachystomella","Brachystomella parvula","micro_arthropodes"
"35","Entomobrya lanuginosa","Metazoa","Arthropoda","Collembola","Entomobryomorpha","Entomobryidae","Entomobrya","Entomobrya lanuginosa","micro_arthropodes"
"36","Sminthurinus elegans","Metazoa","Arthropoda","Collembola","Symphypleona","Katiannidae","Sminthurinus","Sminthurinus elegans","micro_arthropodes"
"37","Sphaeridia pumilis","Metazoa","Arthropoda","Collembola","Symphypleona","Sminthuridae","Sphaeridia","Sphaeridia pumilis","micro_arthropodes"
"38","Parisotoma notabilis","Metazoa","Arthropoda","Collembola","Entomobryomorpha","Isotomidae","Parisotoma","Parisotoma notabilis","micro_arthropodes"
"39","SYMPHYPLEONA","Metazoa","Arthropoda","Collembola","Symphypleona","unassigned","unassigned","unassigned","micro_arthropodes"
"40","Neelidae","Metazoa","Arthropoda","Collembola","Neelipleona","Neelidae","unassigned","unassigned","micro_arthropodes"
"41","Heteromurus major","Metazoa","Arthropoda","Collembola","Entomobryomorpha","Entomobryidae","Heteromurus","Heteromurus major","micro_arthropodes"
"42","Lepidocyrtus lanuginosus","Metazoa","Arthropoda","Collembola","Entomobryomorpha","Entomobryidae","Lepidocyrtus","Lepidocyrtus lanuginosus","micro_arthropodes"
"43","Pseudosinella octopunctata","Metazoa","Arthropoda","Collembola","Entomobryomorpha","Entomobryidae","Pseudosinella","Pseudosinella octopunctata","micro_arthropodes"
"44","Megalothorax minimus","Metazoa","Arthropoda","Collembola","Neelipleona","Neelidae","Megalothorax","Megalothorax minimus","micro_arthropodes"
"45","Isotoma viridis","Metazoa","Arthropoda","Collembola","Entomobryomorpha","Isotomidae","Isotoma","Isotoma viridis","micro_arthropodes"
"46","Proisotoma minuta","Metazoa","Arthropoda","Collembola","Entomobryomorpha","Isotomidae","Proisotoma","Proisotoma minuta","micro_arthropodes"
"47","Sminthurinus aureus","Metazoa","Arthropoda","Collembola","Symphypleona","Katiannidae","Sminthurinus","Sminthurinus aureus","micro_arthropodes"
"48","Hypogastrura vernalis","Metazoa","Arthropoda","Collembola","Poduromorpha","Hypogastruridae","Hypogastrura","Hypogastrura vernalis","micro_arthropodes"
"49","Neanuridae","Metazoa","Arthropoda","Collembola","Poduromorpha","Neanuridae","unassigned","unassigned","micro_arthropodes"
"50","Isotomiella paraminor","Metazoa","Arthropoda","Collembola","Entomobryomorpha","Isotomidae","Isotomiella","Isotomiella paraminor","micro_arthropodes"
"51","Isotomiella minor","Metazoa","Arthropoda","Collembola","Entomobryomorpha","Isotomidae","Isotomiella","Isotomiella minor","micro_arthropodes"
"52","Sminthurides signatus","Metazoa","Arthropoda","Collembola","Symphypleona","Sminthurididae","Sminthurides","Sminthurides signatus","micro_arthropodes"
"53","Desoria trispinata","Metazoa","Arthropoda","Collembola","Entomobryomorpha","Isotomidae","Desoria","Desoria trispinata","micro_arthropodes"
"54","Sminthurus viridis","Metazoa","Arthropoda","Collembola","Symphypleona","Sminthuridae","Sminthurus","Sminthurus viridis","micro_arthropodes"
"55","Ceratophysella gibbosa","Metazoa","Arthropoda","Collembola","Poduromorpha","Hypogastruridae","Ceratophysella","Ceratophysella gibbosa","micro_arthropodes"
"56","Gnaphosa alacris","Metazoa","Arthropoda","Euchelicerata","Araneae","Gnaphosidae","Gnaphosa","Gnaphosa alacris","micro_arthropodes"
"57","Solenopsis","Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Solenopsis","unassigned","micro_arthropodes"
"58","Pseudosinella sexoculata","Metazoa","Arthropoda","Collembola","Collembola","Entomobryidae","Pseudosinella","Pseudosinella sexoculata","micro_arthropodes"
"59","Cryptopygus thermophilus","Metazoa","Arthropoda","Collembola","Collembola","Isotomidae","Cryptopygus","Cryptopygus thermophilus","micro_arthropodes"
"60","Xenylla xavieri","Metazoa","Arthropoda","Collembola","Collembola","Hypogastruridae","Xenylla","Xenylla xavieri","micro_arthropodes"
"61","Hypogastrura manubrialis","Metazoa","Arthropoda","Collembola","Collembola","Hypogastruridae","Hypogastrura","Hypogastrura manubrialis","micro_arthropodes"
"62","Isotomodes trisetosus","Metazoa","Arthropoda","Collembola","Collembola","Isotomidae","Isotomodes","Isotomodes trisetosus","micro_arthropodes"
"63","Acaridida","Metazoa","Arthropoda","Arachnida","unassigned","unassigned","unassigned","unassigned","micro_arthropodes"
"64","Gamasidae","Metazoa","Arthropoda","Arachnida","Mesostigmata","Parasitidae","unassigned","unassigned","micro_arthropodes"
"65","Mesaphorura sp","Metazoa","Arthropoda","Collembola","Poduromorpha","Tullbergiidae","Mesaphorura","unassigned","micro_arthropodes"
"66","Pseudosinella decipiens","Metazoa","Arthropoda","Collembola","Entomobryomorpha","Lepidocyrtidae","Pseudosinella","Pseudosinella decipiens","micro_arthropodes"
"67","Pseudonorophorus isotoma","Metazoa","Arthropoda","Collembola","Entomobryomorpha","Isotomidae","Pseudonorophorus","Pseudonorophorus isotoma","micro_arthropodes"
"68","Arrhopalites gr.caecus","Metazoa","Arthropoda","Collembola","Symphypleona","Arrhopalitidae","Arrhopalites","Arrhopalites gr.caecus","micro_arthropodes"
"69","Seira sp","Metazoa","Arthropoda","Collembola","Entomobryomorpha","Entomobryidae","Seira","unassigned","micro_arthropodes"
"70","Isotomurus sp","Metazoa","Arthropoda","Collembola","Entomobryomorpha","Isotomidae","Isotomurus","unassigned","micro_arthropodes"
"71","Tullbergidae","Metazoa","Arthropoda","Collembola","Poduromorpha","Tullbergiidae","unassigned","unassigned","micro_arthropodes"
"72","Entomobrya aff.multifasciata","Metazoa","Arthropoda","Collembola","Entomobryomorpha","Entomobryidae","Entomobrya","Entomobrya multifasciata","micro_arthropodes"
