"","query","kingdom","phylum","class","order","family","genus","species","community"
"19","Anthrenus","Metazoa","Arthropoda","Insecta","Coleoptera","Dermestidae","Anthrenus","unassigned","macrofauna_aerial"
"20","Aphanogmus","Metazoa","Arthropoda","Insecta","Hymenoptera","Ceraphronidae","Aphanogmus","unassigned","macrofauna_aerial"
"21","Aphelinus","Metazoa","Arthropoda","Insecta","Hymenoptera","Aphelinidae","Aphelinus","unassigned","macrofauna_aerial"
"22","Aphididae","Metazoa","Arthropoda","Insecta","Hemiptera","Aphididae","unassigned","unassigned","macrofauna_aerial"
"23","Aphidiinae","Metazoa","Arthropoda","Insecta","Hymenoptera","Braconidae","unassigned","unassigned","macrofauna_aerial"
"24","Apion","Metazoa","Arthropoda","Insecta","Coleoptera","Apionidae","Apion","unassigned","macrofauna_aerial"
"25","Apis mellifera","Metazoa","Arthropoda","Insecta","Hymenoptera","Apidae","Apis","Apis mellifera","macrofauna_aerial"
"26","Apocrita","Metazoa","Arthropoda","Insecta","Hymenoptera","unassigned","unassigned","unassigned","macrofauna_aerial"
"27","Apoidea","Metazoa","Arthropoda","Insecta","Hymenoptera","unassigned","unassigned","unassigned","macrofauna_aerial"
"28","Araneae","Metazoa","Arthropoda","Arachnida","Araneae","unassigned","unassigned","unassigned","macrofauna_aerial"
"29","Araneidae","Metazoa","Arthropoda","Arachnida","Araneae","Araneidae","unassigned","unassigned","macrofauna_aerial"
"30","Araneomorphae","Metazoa","Arthropoda","Arachnida","Araneae","unassigned","unassigned","unassigned","macrofauna_aerial"
"31","Arenocoris waltlii","Metazoa","Arthropoda","Insecta","Hemiptera","Coreidae","Arenocoris","Arenocoris waltlii","macrofauna_aerial"
"32","Asaphes","Metazoa","Arthropoda","Insecta","Hymenoptera","Pteromalidae","Asaphes","unassigned","macrofauna_aerial"
"33","Athalia","Metazoa","Arthropoda","Insecta","Hymenoptera","Athaliidae","Athalia","unassigned","macrofauna_aerial"
"34","Athalia bicolor","Metazoa","Arthropoda","Insecta","Hymenoptera","Athaliidae","Athalia","Athalia bicolor","macrofauna_aerial"
"35","Atomaria","Metazoa","Arthropoda","Insecta","Coleoptera","Cryptophagidae","Atomaria","unassigned","macrofauna_aerial"
"36","Aulacobaris","Metazoa","Arthropoda","Insecta","Coleoptera","Curculionidae","Aulacobaris","unassigned","macrofauna_aerial"
"37","Auplopus carbonarius","Metazoa","Arthropoda","Insecta","Hymenoptera","Pompilidae","Auplopus","Auplopus carbonarius","macrofauna_aerial"
"38","Basalys","Metazoa","Arthropoda","Insecta","Hymenoptera","Diapriidae","Basalys","unassigned","macrofauna_aerial"
"39","Belyta","Metazoa","Arthropoda","Insecta","Hymenoptera","Diapriidae","Belyta","unassigned","macrofauna_aerial"
"40","Belytinae","Metazoa","Arthropoda","Insecta","Hymenoptera","Diapriidae","unassigned","unassigned","macrofauna_aerial"
"41","Bethylidae","Metazoa","Arthropoda","Insecta","Hymenoptera","Bethylidae","unassigned","unassigned","macrofauna_aerial"
"42","Blennocampinae","Metazoa","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","unassigned","unassigned","macrofauna_aerial"
"43","Bombus pascuorum","Metazoa","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Bombus pascuorum","macrofauna_aerial"
"44","Brachinus","Metazoa","Arthropoda","Insecta","Coleoptera","Carabidae","Brachinus","unassigned","macrofauna_aerial"
"45","Braconidae","Metazoa","Arthropoda","Insecta","Hymenoptera","Braconidae","unassigned","unassigned","macrofauna_aerial"
"46","Bruchinae","Metazoa","Arthropoda","Insecta","Coleoptera","Chrysomelidae","unassigned","unassigned","macrofauna_aerial"
"47","Buprestidae","Metazoa","Arthropoda","Insecta","Coleoptera","Buprestidae","unassigned","unassigned","macrofauna_aerial"
"48","Calameuta","Metazoa","Arthropoda","Insecta","Hymenoptera","Cephidae","Calameuta","unassigned","macrofauna_aerial"
"49","Carcharodus alceae","Metazoa","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Carcharodus","Carcharodus alceae","macrofauna_aerial"
"50","Carpocoris mediterraneus atlanticus","Metazoa","Arthropoda","Insecta","Hemiptera","Pentatomidae","Carpocoris","Carpocoris mediterraneus","macrofauna_aerial"
"51","Carpophilus","Metazoa","Arthropoda","Insecta","Coleoptera","Nitidulidae","Carpophilus","unassigned","macrofauna_aerial"
"52","Cephus","Metazoa","Arthropoda","Insecta","Hymenoptera","Cephidae","Cephus","unassigned","macrofauna_aerial"
"53","Cephus pygmeus","Metazoa","Arthropoda","Insecta","Hymenoptera","Cephidae","Cephus","Cephus pygmeus","macrofauna_aerial"
"54","Ceraphronidae","Metazoa","Arthropoda","Insecta","Hymenoptera","Ceraphronidae","unassigned","unassigned","macrofauna_aerial"
"55","Ceraphronoidea","Metazoa","Arthropoda","Insecta","Hymenoptera","unassigned","unassigned","unassigned","macrofauna_aerial"
"56","Ceutorhynchinae","Metazoa","Arthropoda","Insecta","Coleoptera","Curculionidae","unassigned","unassigned","macrofauna_aerial"
"57","Ceutorhynchini","Metazoa","Arthropoda","Insecta","Coleoptera","Curculionidae","unassigned","unassigned","macrofauna_aerial"
"58","Ceutorhynchus","Metazoa","Arthropoda","Insecta","Coleoptera","Curculionidae","Ceutorhynchus","unassigned","macrofauna_aerial"
"59","Ceutorhynchus pallidactylus","Metazoa","Arthropoda","Insecta","Coleoptera","Curculionidae","Ceutorhynchus","Ceutorhynchus pallidactylus","macrofauna_aerial"
"60","Chaetocnema","Metazoa","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chaetocnema","unassigned","macrofauna_aerial"
"61","Chalcidoidea","Metazoa","Arthropoda","Insecta","Hymenoptera","unassigned","unassigned","unassigned","macrofauna_aerial"
"62","Charipinae","Metazoa","Arthropoda","Insecta","Hymenoptera","Figitidae","unassigned","unassigned","macrofauna_aerial"
"63","Chrysididae","Metazoa","Arthropoda","Insecta","Hymenoptera","Chrysididae","unassigned","unassigned","macrofauna_aerial"
"64","Chrysotoxum","Metazoa","Arthropoda","Insecta","Diptera","Syrphidae","Chrysotoxum","unassigned","macrofauna_aerial"
"65","Chrysura","Metazoa","Arthropoda","Insecta","Hymenoptera","Chrysididae","Chrysura","unassigned","macrofauna_aerial"
"66","Chrysura refulgens","Metazoa","Arthropoda","Insecta","Hymenoptera","Chrysididae","Chrysura","Chrysura refulgens","macrofauna_aerial"
"67","Cicadellidae","Metazoa","Arthropoda","Insecta","Hemiptera","Cicadellidae","unassigned","unassigned","macrofauna_aerial"
"68","Cladius","Metazoa","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Cladius","unassigned","macrofauna_aerial"
"69","Closterotomus","Metazoa","Arthropoda","Insecta","Hemiptera","Miridae","Closterotomus","unassigned","macrofauna_aerial"
"70","Coccinella septempunctata","Metazoa","Arthropoda","Insecta","Coleoptera","Coccinellidae","Coccinella","Coccinella septempunctata","macrofauna_aerial"
"71","Coccinellidae","Metazoa","Arthropoda","Insecta","Coleoptera","Coccinellidae","unassigned","unassigned","macrofauna_aerial"
"72","Coleoptera","Metazoa","Arthropoda","Insecta","Coleoptera","unassigned","unassigned","unassigned","macrofauna_aerial"
"73","Colletidae","Metazoa","Arthropoda","Insecta","Hymenoptera","Colletidae","unassigned","unassigned","macrofauna_aerial"
"74","Conostigmus","Metazoa","Arthropoda","Insecta","Hymenoptera","Megaspilidae","Conostigmus","unassigned","macrofauna_aerial"
"75","Coranus","Metazoa","Arthropoda","Insecta","Hemiptera","Reduviidae","Coranus","unassigned","macrofauna_aerial"
"76","Cryptocephalus rugicollis","Metazoa","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Cryptocephalus","Cryptocephalus rugicollis","macrofauna_aerial"
"77","Cryptophagidae","Metazoa","Arthropoda","Insecta","Coleoptera","Cryptophagidae","unassigned","unassigned","macrofauna_aerial"
"78","Curculionoidea","Metazoa","Arthropoda","Insecta","Coleoptera","unassigned","unassigned","unassigned","macrofauna_aerial"
"79","Cynipoidea","Metazoa","Arthropoda","Insecta","Hymenoptera","unassigned","unassigned","unassigned","macrofauna_aerial"
"80","Cyrtogaster","Metazoa","Arthropoda","Insecta","Hymenoptera","Pteromalidae","Cyrtogaster","unassigned","macrofauna_aerial"
"81","Cyrtogaster vulgaris","Metazoa","Arthropoda","Insecta","Hymenoptera","Pteromalidae","Cyrtogaster","Cyrtogaster vulgaris","macrofauna_aerial"
"82","Dasytes terminalis","Metazoa","Arthropoda","Insecta","Coleoptera","Melyridae","Dasytes","Dasytes terminalis","macrofauna_aerial"
"83","Deltocephalinae","Metazoa","Arthropoda","Insecta","Hemiptera","Cicadellidae","unassigned","unassigned","macrofauna_aerial"
"84","Deraeocoris","Metazoa","Arthropoda","Insecta","Hemiptera","Miridae","Deraeocoris","unassigned","macrofauna_aerial"
"85","Dermestes laniarius","Metazoa","Arthropoda","Insecta","Coleoptera","Dermestidae","Dermestes","Dermestes laniarius","macrofauna_aerial"
"86","Diapriinae","Metazoa","Arthropoda","Insecta","Hymenoptera","Diapriidae","unassigned","unassigned","macrofauna_aerial"
"87","Diglyphus","Metazoa","Arthropoda","Insecta","Hymenoptera","Eulophidae","Diglyphus","unassigned","macrofauna_aerial"
"88","Diglyphus isaea","Metazoa","Arthropoda","Insecta","Hymenoptera","Eulophidae","Diglyphus","Diglyphus isaea","macrofauna_aerial"
"89","Diplazon","Metazoa","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Diplazon","unassigned","macrofauna_aerial"
"90","Diptera","Metazoa","Arthropoda","Insecta","Diptera","unassigned","unassigned","unassigned","macrofauna_aerial"
"91","Dolerus gonager","Metazoa","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Dolerus","Dolerus gonager","macrofauna_aerial"
"92","Dolichosoma lineare","Metazoa","Arthropoda","Insecta","Coleoptera","Melyridae","Dolichosoma","Dolichosoma lineare","macrofauna_aerial"
"93","Elateridae","Metazoa","Arthropoda","Insecta","Coleoptera","Elateridae","unassigned","unassigned","macrofauna_aerial"
"94","Encyrtidae","Metazoa","Arthropoda","Insecta","Hymenoptera","Encyrtidae","unassigned","unassigned","macrofauna_aerial"
"95","Episyrphus balteatus","Metazoa","Arthropoda","Insecta","Diptera","Syrphidae","Episyrphus","Episyrphus balteatus","macrofauna_aerial"
"96","Eristalis","Metazoa","Arthropoda","Insecta","Diptera","Syrphidae","Eristalis","unassigned","macrofauna_aerial"
"97","Eucerini","Metazoa","Arthropoda","Insecta","Hymenoptera","Apidae","unassigned","unassigned","macrofauna_aerial"
"98","Eucoilinae","Metazoa","Arthropoda","Insecta","Hymenoptera","Figitidae","unassigned","unassigned","macrofauna_aerial"
"99","Eulophinae","Metazoa","Arthropoda","Insecta","Hymenoptera","Eulophidae","unassigned","unassigned","macrofauna_aerial"
"100","Eumeninae","Metazoa","Arthropoda","Insecta","Hymenoptera","Vespidae","unassigned","unassigned","macrofauna_aerial"
"101","Euophrys herbigrada","Metazoa","Arthropoda","Arachnida","Araneae","Salticidae","Euophrys","Euophrys herbigrada","macrofauna_aerial"
"102","Eupelmidae","Metazoa","Arthropoda","Insecta","Hymenoptera","Eupelmidae","unassigned","unassigned","macrofauna_aerial"
"103","Eurytoma","Metazoa","Arthropoda","Insecta","Hymenoptera","Eurytomidae","Eurytoma","unassigned","macrofauna_aerial"
"104","Eurytomidae","Metazoa","Arthropoda","Insecta","Hymenoptera","Eurytomidae","unassigned","unassigned","macrofauna_aerial"
"105","Evagetes","Metazoa","Arthropoda","Insecta","Hymenoptera","Pompilidae","Evagetes","unassigned","macrofauna_aerial"
"106","Eysarcoris ventralis","Metazoa","Arthropoda","Insecta","Hemiptera","Pentatomidae","Eysarcoris","Eysarcoris ventralis","macrofauna_aerial"
"107","Fenella","Metazoa","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Fenella","unassigned","macrofauna_aerial"
"108","Figitidae","Metazoa","Arthropoda","Insecta","Hymenoptera","Figitidae","unassigned","unassigned","macrofauna_aerial"
"109","Gastrophysa polygoni","Metazoa","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Gastrophysa","Gastrophysa polygoni","macrofauna_aerial"
"110","Gracillariidae","Metazoa","Arthropoda","Insecta","Lepidoptera","Gracillariidae","unassigned","unassigned","macrofauna_aerial"
"111","Grylloidea","Metazoa","Arthropoda","Insecta","Orthoptera","unassigned","unassigned","unassigned","macrofauna_aerial"
"112","Halictidae","Metazoa","Arthropoda","Insecta","Hymenoptera","Halictidae","unassigned","unassigned","macrofauna_aerial"
"113","Halticini","Metazoa","Arthropoda","Insecta","Hemiptera","Miridae","unassigned","unassigned","macrofauna_aerial"
"114","Harmonia axyridis","Metazoa","Arthropoda","Insecta","Coleoptera","Coccinellidae","Harmonia","Harmonia axyridis","macrofauna_aerial"
"115","Harpalus","Metazoa","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalus","unassigned","macrofauna_aerial"
"116","Helicoverpa armigera","Metazoa","Arthropoda","Insecta","Lepidoptera","Noctuidae","Helicoverpa","Helicoverpa armigera","macrofauna_aerial"
"117","Heliophanus","Metazoa","Arthropoda","Arachnida","Araneae","Salticidae","Heliophanus","unassigned","macrofauna_aerial"
"118","Hemiptera","Metazoa","Arthropoda","Insecta","Hemiptera","unassigned","unassigned","unassigned","macrofauna_aerial"
"119","Hesperiidae","Metazoa","Arthropoda","Insecta","Lepidoptera","Hesperiidae","unassigned","unassigned","macrofauna_aerial"
"120","Heteroptera","Metazoa","Arthropoda","Insecta","Hemiptera","unassigned","unassigned","unassigned","macrofauna_aerial"
"121","Hippodamia variegata","Metazoa","Arthropoda","Insecta","Coleoptera","Coccinellidae","Hippodamia","Hippodamia variegata","macrofauna_aerial"
"122","Hister quadrimaculatus","Metazoa","Arthropoda","Insecta","Coleoptera","Histeridae","Hister","Hister quadrimaculatus","macrofauna_aerial"
"123","Hister unicolor","Metazoa","Arthropoda","Insecta","Coleoptera","Histeridae","Hister","Hister unicolor","macrofauna_aerial"
"124","Hymenoptera","Metazoa","Arthropoda","Insecta","Hymenoptera","unassigned","unassigned","unassigned","macrofauna_aerial"
"125","Ichneumonidae","Metazoa","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","unassigned","unassigned","macrofauna_aerial"
"126","Ichneumonoidea","Metazoa","Arthropoda","Insecta","Hymenoptera","unassigned","unassigned","unassigned","macrofauna_aerial"
"127","Kleidotoma","Metazoa","Arthropoda","Insecta","Hymenoptera","Figitidae","Kleidotoma","unassigned","macrofauna_aerial"
"128","Lepidoptera","Metazoa","Arthropoda","Insecta","Lepidoptera","unassigned","unassigned","unassigned","macrofauna_aerial"
"129","Linyphiidae","Metazoa","Arthropoda","Arachnida","Araneae","Linyphiidae","unassigned","unassigned","macrofauna_aerial"
"130","Lixini","Metazoa","Arthropoda","Insecta","Coleoptera","Curculionidae","unassigned","unassigned","macrofauna_aerial"
"131","Lygaeosoma sardeum","Metazoa","Arthropoda","Insecta","Hemiptera","Lygaeidae","Lygaeosoma","Lygaeosoma sardeum","macrofauna_aerial"
"132","Lygaeus equestris","Metazoa","Arthropoda","Insecta","Hemiptera","Lygaeidae","Lygaeus","Lygaeus equestris","macrofauna_aerial"
"133","Macrophya montana","Metazoa","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Macrophya","Macrophya montana","macrofauna_aerial"
"134","Macrosaccus robiniella","Metazoa","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Macrosaccus","Macrosaccus robiniella","macrofauna_aerial"
"135","Mecinus pyraster","Metazoa","Arthropoda","Insecta","Coleoptera","Curculionidae","Mecinus","Mecinus pyraster","macrofauna_aerial"
"136","Megachilinae","Metazoa","Arthropoda","Insecta","Hymenoptera","Megachilidae","unassigned","unassigned","macrofauna_aerial"
"137","Melanophthalma","Metazoa","Arthropoda","Insecta","Coleoptera","Latridiidae","Melanophthalma","unassigned","macrofauna_aerial"
"138","Meligethinae","Metazoa","Arthropoda","Insecta","Coleoptera","Nitidulidae","unassigned","unassigned","macrofauna_aerial"
"139","Meraporus graminicola","Metazoa","Arthropoda","Insecta","Hymenoptera","Pteromalidae","Meraporus","Meraporus graminicola","macrofauna_aerial"
"140","Metaphycus","Metazoa","Arthropoda","Insecta","Hymenoptera","Encyrtidae","Metaphycus","unassigned","macrofauna_aerial"
"141","Microlestes","Metazoa","Arthropoda","Insecta","Coleoptera","Carabidae","Microlestes","unassigned","macrofauna_aerial"
"142","Mordellidae","Metazoa","Arthropoda","Insecta","Coleoptera","Mordellidae","unassigned","unassigned","macrofauna_aerial"
"143","Mymar","Metazoa","Arthropoda","Insecta","Hymenoptera","Mymaridae","Mymar","unassigned","macrofauna_aerial"
"144","Mymaridae","Metazoa","Arthropoda","Insecta","Hymenoptera","Mymaridae","unassigned","unassigned","macrofauna_aerial"
"145","Noctuoidea","Metazoa","Arthropoda","Insecta","Lepidoptera","unassigned","unassigned","unassigned","macrofauna_aerial"
"146","Nomada","Metazoa","Arthropoda","Insecta","Hymenoptera","Apidae","Nomada","unassigned","macrofauna_aerial"
"147","Nomada agrestis","Metazoa","Arthropoda","Insecta","Hymenoptera","Apidae","Nomada","Nomada agrestis","macrofauna_aerial"
"148","Nurscia","Metazoa","Arthropoda","Arachnida","Araneae","Titanoecidae","Nurscia","unassigned","macrofauna_aerial"
"149","Nysius","Metazoa","Arthropoda","Insecta","Hemiptera","Lygaeidae","Nysius","unassigned","macrofauna_aerial"
"150","Ochetostethus","Metazoa","Arthropoda","Insecta","Hemiptera","Cydnidae","Ochetostethus","unassigned","macrofauna_aerial"
"151","Olibrus","Metazoa","Arthropoda","Insecta","Coleoptera","Phalacridae","Olibrus","unassigned","macrofauna_aerial"
"152","Ophion","Metazoa","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Ophion","unassigned","macrofauna_aerial"
"153","Orius","Metazoa","Arthropoda","Insecta","Hemiptera","Anthocoridae","Orius","unassigned","macrofauna_aerial"
"154","Osmia","Metazoa","Arthropoda","Insecta","Hymenoptera","Megachilidae","Osmia","unassigned","macrofauna_aerial"
"155","Oulema","Metazoa","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Oulema","unassigned","macrofauna_aerial"
"156","Oulema melanopus","Metazoa","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Oulema","Oulema melanopus","macrofauna_aerial"
"157","Oxybelus","Metazoa","Arthropoda","Insecta","Hymenoptera","Crabronidae","Oxybelus","unassigned","macrofauna_aerial"
"158","Oxyopes","Metazoa","Arthropoda","Arachnida","Araneae","Oxyopidae","Oxyopes","unassigned","macrofauna_aerial"
"159","Oxythyrea funesta","Metazoa","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Oxythyrea","Oxythyrea funesta","macrofauna_aerial"
"160","Pachyneuron","Metazoa","Arthropoda","Insecta","Hymenoptera","Pteromalidae","Pachyneuron","unassigned","macrofauna_aerial"
"161","Pantoclis","Metazoa","Arthropoda","Insecta","Hymenoptera","Diapriidae","Pantoclis","unassigned","macrofauna_aerial"
"162","Parectopa robiniella","Metazoa","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Parectopa","Parectopa robiniella","macrofauna_aerial"
"163","Passaloecus","Metazoa","Arthropoda","Insecta","Hymenoptera","Crabronidae","Passaloecus","unassigned","macrofauna_aerial"
"164","Pellenes","Metazoa","Arthropoda","Arachnida","Araneae","Salticidae","Pellenes","unassigned","macrofauna_aerial"
"165","Pemphredon","Metazoa","Arthropoda","Insecta","Hymenoptera","Crabronidae","Pemphredon","unassigned","macrofauna_aerial"
"166","Pemphredonina","Metazoa","Arthropoda","Insecta","Hymenoptera","Crabronidae","unassigned","unassigned","macrofauna_aerial"
"167","Pezotettix","Metazoa","Arthropoda","Insecta","Orthoptera","Acrididae","Pezotettix","unassigned","macrofauna_aerial"
"168","Philodromidae","Metazoa","Arthropoda","Arachnida","Araneae","Philodromidae","unassigned","unassigned","macrofauna_aerial"
"169","Philodromus","Metazoa","Arthropoda","Arachnida","Araneae","Philodromidae","Philodromus","unassigned","macrofauna_aerial"
"170","Phyllotreta","Metazoa","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Phyllotreta","unassigned","macrofauna_aerial"
"171","Piezodorus lituratus","Metazoa","Arthropoda","Insecta","Hemiptera","Pentatomidae","Piezodorus","Piezodorus lituratus","macrofauna_aerial"
"172","Pimplini","Metazoa","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","unassigned","unassigned","macrofauna_aerial"
"173","Platygastroidea","Metazoa","Arthropoda","Insecta","Hymenoptera","unassigned","unassigned","unassigned","macrofauna_aerial"
"174","Platynaspis luteorubra","Metazoa","Arthropoda","Insecta","Coleoptera","Coccinellidae","Platynaspis","Platynaspis luteorubra","macrofauna_aerial"
"175","Pleurophorus","Metazoa","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Pleurophorus","unassigned","macrofauna_aerial"
"176","Polistes","Metazoa","Arthropoda","Insecta","Hymenoptera","Vespidae","Polistes","unassigned","macrofauna_aerial"
"177","Polistes dominula","Metazoa","Arthropoda","Insecta","Hymenoptera","Vespidae","Polistes","Polistes dominula","macrofauna_aerial"
"178","Proctotrupomorpha","Metazoa","Arthropoda","Insecta","Hymenoptera","unassigned","unassigned","unassigned","macrofauna_aerial"
"179","Propylea quatuordecimpunctata","Metazoa","Arthropoda","Insecta","Coleoptera","Coccinellidae","Propylea","Propylea quattuordecimpunctata","macrofauna_aerial"
"180","Protapion","Metazoa","Arthropoda","Insecta","Coleoptera","Apionidae","Protapion","unassigned","macrofauna_aerial"
"181","Protapion fulvipes","Metazoa","Arthropoda","Insecta","Coleoptera","Apionidae","Protapion","Protapion fulvipes","macrofauna_aerial"
"182","Pseudomalus","Metazoa","Arthropoda","Insecta","Hymenoptera","Chrysididae","Pseudomalus","unassigned","macrofauna_aerial"
"183","Psocodea","Metazoa","Arthropoda","Insecta","unassigned","unassigned","unassigned","unassigned","macrofauna_aerial"
"184","Psyllobora vigintiduopunctata","Metazoa","Arthropoda","Insecta","Coleoptera","Coccinellidae","Psyllobora","Psyllobora vigintiduopunctata","macrofauna_aerial"
"185","Psylloidea","Metazoa","Arthropoda","Insecta","Hemiptera","unassigned","unassigned","unassigned","macrofauna_aerial"
"186","Pteromalidae","Metazoa","Arthropoda","Insecta","Hymenoptera","Pteromalidae","unassigned","unassigned","macrofauna_aerial"
"187","Ptiliidae","Metazoa","Arthropoda","Insecta","Coleoptera","Ptiliidae","unassigned","unassigned","macrofauna_aerial"
"188","Rhinocyllus conicus","Metazoa","Arthropoda","Insecta","Coleoptera","Curculionidae","Rhinocyllus","Rhinocyllus conicus","macrofauna_aerial"
"189","Rhodanthidium septemdentatum","Metazoa","Arthropoda","Insecta","Hymenoptera","Megachilidae","Rhodanthidium","Rhodanthidium septemdentatum","macrofauna_aerial"
"190","Rhyzobius","Metazoa","Arthropoda","Insecta","Coleoptera","Coccinellidae","Rhyzobius","unassigned","macrofauna_aerial"
"191","Runcinia grammica","Metazoa","Arthropoda","Arachnida","Araneae","Thomisidae","Runcinia","Runcinia grammica","macrofauna_aerial"
"192","Salticus","Metazoa","Arthropoda","Arachnida","Araneae","Salticidae","Salticus","unassigned","macrofauna_aerial"
"193","Saprinus","Metazoa","Arthropoda","Insecta","Coleoptera","Histeridae","Saprinus","unassigned","macrofauna_aerial"
"194","Scelionidae","Metazoa","Arthropoda","Insecta","Hymenoptera","Scelionidae","unassigned","unassigned","macrofauna_aerial"
"195","Scelioninae","Metazoa","Arthropoda","Insecta","Hymenoptera","Scelionidae","unassigned","unassigned","macrofauna_aerial"
"196","Scymninae","Metazoa","Arthropoda","Insecta","Coleoptera","Coccinellidae","unassigned","unassigned","macrofauna_aerial"
"197","Scymnus","Metazoa","Arthropoda","Insecta","Coleoptera","Coccinellidae","Scymnus","unassigned","macrofauna_aerial"
"198","Scymnus frontalis","Metazoa","Arthropoda","Insecta","Coleoptera","Coccinellidae","Scymnus","Scymnus frontalis","macrofauna_aerial"
"199","Scymnus interruptus","Metazoa","Arthropoda","Insecta","Coleoptera","Coccinellidae","Scymnus","Scymnus interruptus","macrofauna_aerial"
"200","Scymnus rubromaculatus","Metazoa","Arthropoda","Insecta","Coleoptera","Coccinellidae","Scymnus","Scymnus rubromaculatus","macrofauna_aerial"
"201","Sitona","Metazoa","Arthropoda","Insecta","Coleoptera","Curculionidae","Sitona","unassigned","macrofauna_aerial"
"202","Spalangia","Metazoa","Arthropoda","Insecta","Hymenoptera","Pteromalidae","Spalangia","unassigned","macrofauna_aerial"
"203","Spermophagus","Metazoa","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Spermophagus","unassigned","macrofauna_aerial"
"204","Sphaerophoria scripta","Metazoa","Arthropoda","Insecta","Diptera","Syrphidae","Sphaerophoria","Sphaerophoria scripta","macrofauna_aerial"
"205","Sphecodes","Metazoa","Arthropoda","Insecta","Hymenoptera","Halictidae","Sphecodes","unassigned","macrofauna_aerial"
"206","Staphylinidae","Metazoa","Arthropoda","Insecta","Coleoptera","Staphylinidae","unassigned","unassigned","macrofauna_aerial"
"207","Stenodema","Metazoa","Arthropoda","Insecta","Hemiptera","Miridae","Stenodema","unassigned","macrofauna_aerial"
"208","Stethorus","Metazoa","Arthropoda","Insecta","Coleoptera","Coccinellidae","Stethorus","unassigned","macrofauna_aerial"
