queryName;queryId;matchName;matchId;guildId;guildName;reference;graph
Thaumatomonadida;NA;Thaumatomonas seravini;"c(""NCBITaxon:188939"", ""NCBI:188939"", ""https://tree.opentreeoflife.org/opentree/ottol@592137"")";SFWO:0000064;protist;NA;onto:implicit
Thaumatomonadida;NA;Thaumatomonas seravini;"c(""NCBITaxon:188939"", ""NCBI:188939"", ""https://tree.opentreeoflife.org/opentree/ottol@592137"")";SFWO:0000061;microbivore;NA;onto:implicit
Thaumatomonadida;NA;Thaumatomastix;"c(""NCBITaxon:188975"", ""NCBI:188975"", ""https://tree.opentreeoflife.org/opentree/ottol@696937"", ""GBIF:3194422"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Thaumatomonadida;NA;Thaumatomastix;"c(""NCBITaxon:188975"", ""NCBI:188975"", ""https://tree.opentreeoflife.org/opentree/ottol@696937"", ""GBIF:3194422"")";SFWO:0000512;microphytophage;NA;onto:implicit
Thaumatomonadida;NA;Thaumatomastix;"c(""NCBITaxon:188975"", ""NCBI:188975"", ""https://tree.opentreeoflife.org/opentree/ottol@696937"", ""GBIF:3194422"")";SFWO:0000062;microorganism;NA;onto:implicit
Thaumatomonadida;NA;Thaumatomastix;"c(""NCBITaxon:188975"", ""NCBI:188975"", ""https://tree.opentreeoflife.org/opentree/ottol@696937"", ""GBIF:3194422"")";ECOCORE:00000098;bacterivore;NA;gratin:giachello_protista
Thaumatomonadida;NA;Thaumatomastix;"c(""NCBITaxon:188975"", ""NCBI:188975"", ""https://tree.opentreeoflife.org/opentree/ottol@696937"", ""GBIF:3194422"")";SFWO:0000064;protist;NA;onto:implicit
Thaumatomonadida;NA;Thaumatomastix;"c(""NCBITaxon:188975"", ""NCBI:188975"", ""https://tree.opentreeoflife.org/opentree/ottol@696937"", ""GBIF:3194422"")";SFWO:0000061;microbivore;NA;onto:implicit
Thaumatomonadida;NA;Protaspis grandis;"c(""NCBITaxon:361427"", ""NCBI:361427"", ""https://tree.opentreeoflife.org/opentree/ottol@667704"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Thaumatomonadida;NA;Protaspis grandis;"c(""NCBITaxon:361427"", ""NCBI:361427"", ""https://tree.opentreeoflife.org/opentree/ottol@667704"")";SFWO:0000062;microorganism;NA;onto:implicit
Thaumatomonadida;NA;Protaspis grandis;"c(""NCBITaxon:361427"", ""NCBI:361427"", ""https://tree.opentreeoflife.org/opentree/ottol@667704"")";SFWO:0000064;protist;NA;onto:implicit
Thaumatomonadida;NA;Protaspis grandis;"c(""NCBITaxon:361427"", ""NCBI:361427"", ""https://tree.opentreeoflife.org/opentree/ottol@667704"")";SFWO:0000061;microbivore;NA;gratin:giachello_protista
Thaumatomonadida;NA;Peregrinia clavideferens;"c(""NCBITaxon:981321"", ""NCBI:981321"", ""https://tree.opentreeoflife.org/opentree/ottol@149865"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Thaumatomonadida;NA;Peregrinia clavideferens;"c(""NCBITaxon:981321"", ""NCBI:981321"", ""https://tree.opentreeoflife.org/opentree/ottol@149865"")";SFWO:0000512;microphytophage;NA;onto:implicit
Thaumatomonadida;NA;Peregrinia clavideferens;"c(""NCBITaxon:981321"", ""NCBI:981321"", ""https://tree.opentreeoflife.org/opentree/ottol@149865"")";SFWO:0000062;microorganism;NA;onto:implicit
Thaumatomonadida;NA;Peregrinia clavideferens;"c(""NCBITaxon:981321"", ""NCBI:981321"", ""https://tree.opentreeoflife.org/opentree/ottol@149865"")";ECOCORE:00000098;bacterivore;NA;gratin:fioredonno_cercozoa
Thaumatomonadida;NA;Peregrinia clavideferens;"c(""NCBITaxon:981321"", ""NCBI:981321"", ""https://tree.opentreeoflife.org/opentree/ottol@149865"")";SFWO:0000064;protist;NA;onto:implicit
Thaumatomonadida;NA;Peregrinia clavideferens;"c(""NCBITaxon:981321"", ""NCBI:981321"", ""https://tree.opentreeoflife.org/opentree/ottol@149865"")";SFWO:0000061;microbivore;NA;onto:implicit
Thaumatomonadida;NA;Peregrinia clavideferens;"c(""NCBITaxon:981321"", ""NCBI:981321"", ""https://tree.opentreeoflife.org/opentree/ottol@149865"")";ECOCORE:00000098;bacterivore;NA;gratin:giachello_protista
Thaumatomonadida;NA;Thaumatomonadidae;https://tree.opentreeoflife.org/opentree/ottol@4918143;ECOCORE:00000010;heterotroph;NA;onto:implicit
Thaumatomonadida;NA;Thaumatomonadidae;https://tree.opentreeoflife.org/opentree/ottol@4918143;ECOCORE:00000019;herbivore;NA;onto:implicit
Thaumatomonadida;NA;Thaumatomonadidae;https://tree.opentreeoflife.org/opentree/ottol@4918143;SFWO:0000062;microorganism;NA;onto:implicit
Thaumatomonadida;NA;Thaumatomonadidae;https://tree.opentreeoflife.org/opentree/ottol@4918143;SFWO:0000064;protist;NA;onto:implicit
Thaumatomonadida;NA;Thaumatomonadidae;https://tree.opentreeoflife.org/opentree/ottol@4918143;SFWO:0000027;bryophage;NA;onto:implicit
Thaumatomonadida;NA;Thaumatomonadidae;https://tree.opentreeoflife.org/opentree/ottol@4918143;SFWO:0000061;microbivore;NA;onto:implicit
Thaumatomonadida;NA;Thaumatomonadidae;https://tree.opentreeoflife.org/opentree/ottol@4918143;SFWO:0000065;protistivore;NA;onto:implicit
Thaumatomonadida;NA;Thaumatomonadidae;https://tree.opentreeoflife.org/opentree/ottol@4918143;SFWO:0000512;microphytophage;NA;onto:implicit
Thaumatomonadida;NA;Thaumatomonadidae;https://tree.opentreeoflife.org/opentree/ottol@4918143;ECOCORE:00000098;bacterivore;NA;onto:implicit
Thaumatomonadida;NA;Thaumatomonadidae;https://tree.opentreeoflife.org/opentree/ottol@4918143;SFWO:0000061;microbivore;NA;gratin:giachello_protista
Thaumatomonadida;NA;Thaumatomonadidae;https://tree.opentreeoflife.org/opentree/ottol@4918143;ECOCORE:00000088;carnivore;NA;onto:implicit
Thaumatomonadida;NA;Thaumatomonadidae;https://tree.opentreeoflife.org/opentree/ottol@4918143;ECOCORE:00000089;predator;NA;onto:implicit
Thaumatomonadida;NA;Thaumatomonadidae;https://tree.opentreeoflife.org/opentree/ottol@4918143;SFWO:0000063;omnivore;NA;gratin:giachello_protista
Thaumatomonadida;NA;Thaumatomonadidae;https://tree.opentreeoflife.org/opentree/ottol@4918143;ECOCORE:00000098;bacterivore;NA;gratin:giachello_protista
Euglyphida;NA;Sphenoderia;"c(""NCBITaxon:1427720"", ""NCBI:1427720"", ""https://tree.opentreeoflife.org/opentree/ottol@4005303"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Euglyphida;NA;Sphenoderia;"c(""NCBITaxon:1427720"", ""NCBI:1427720"", ""https://tree.opentreeoflife.org/opentree/ottol@4005303"")";SFWO:0000512;microphytophage;NA;onto:implicit
Euglyphida;NA;Sphenoderia;"c(""NCBITaxon:1427720"", ""NCBI:1427720"", ""https://tree.opentreeoflife.org/opentree/ottol@4005303"")";SFWO:0000062;microorganism;NA;onto:implicit
Euglyphida;NA;Sphenoderia;"c(""NCBITaxon:1427720"", ""NCBI:1427720"", ""https://tree.opentreeoflife.org/opentree/ottol@4005303"")";ECOCORE:00000098;bacterivore;NA;gratin:adl_protista
Euglyphida;NA;Sphenoderia;"c(""NCBITaxon:1427720"", ""NCBI:1427720"", ""https://tree.opentreeoflife.org/opentree/ottol@4005303"")";SFWO:0000064;protist;NA;onto:implicit
Euglyphida;NA;Sphenoderia;"c(""NCBITaxon:1427720"", ""NCBI:1427720"", ""https://tree.opentreeoflife.org/opentree/ottol@4005303"")";SFWO:0000061;microbivore;NA;onto:implicit
Euglyphida;NA;Sphenoderia;"c(""NCBITaxon:1427720"", ""NCBI:1427720"", ""https://tree.opentreeoflife.org/opentree/ottol@4005303"")";SFWO:0000472;testate amoebae;NA;onto:implicit
Euglyphida;NA;Sphenoderia;"c(""NCBITaxon:1427720"", ""NCBI:1427720"", ""https://tree.opentreeoflife.org/opentree/ottol@4005303"")";SFWO:0000065;protistivore;NA;gratin:adl_protista
Euglyphida;NA;Sphenoderia;"c(""NCBITaxon:1427720"", ""NCBI:1427720"", ""https://tree.opentreeoflife.org/opentree/ottol@4005303"")";ECOCORE:00000088;carnivore;NA;onto:implicit
Euglyphida;NA;Sphenoderia;"c(""NCBITaxon:1427720"", ""NCBI:1427720"", ""https://tree.opentreeoflife.org/opentree/ottol@4005303"")";ECOCORE:00000089;predator;NA;onto:implicit
Euglyphida;NA;Sphenoderia;"c(""NCBITaxon:1427720"", ""NCBI:1427720"", ""https://tree.opentreeoflife.org/opentree/ottol@4005303"")";SFWO:0000063;omnivore;NA;gratin:giachello_protista
Euglyphida;NA;Euglyphida;"c(""NCBITaxon:178369"", ""NCBI:178369"", ""https://tree.opentreeoflife.org/opentree/ottol@300618"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Euglyphida;NA;Euglyphida;"c(""NCBITaxon:178369"", ""NCBI:178369"", ""https://tree.opentreeoflife.org/opentree/ottol@300618"")";SFWO:0000512;microphytophage;NA;onto:implicit
Euglyphida;NA;Euglyphida;"c(""NCBITaxon:178369"", ""NCBI:178369"", ""https://tree.opentreeoflife.org/opentree/ottol@300618"")";SFWO:0000062;microorganism;NA;onto:implicit
Euglyphida;NA;Euglyphida;"c(""NCBITaxon:178369"", ""NCBI:178369"", ""https://tree.opentreeoflife.org/opentree/ottol@300618"")";ECOCORE:00000098;bacterivore;NA;gratin:adl_protista
Euglyphida;NA;Euglyphida;"c(""NCBITaxon:178369"", ""NCBI:178369"", ""https://tree.opentreeoflife.org/opentree/ottol@300618"")";SFWO:0000064;protist;NA;onto:implicit
Euglyphida;NA;Euglyphida;"c(""NCBITaxon:178369"", ""NCBI:178369"", ""https://tree.opentreeoflife.org/opentree/ottol@300618"")";SFWO:0000061;microbivore;NA;onto:implicit
Euglyphida;NA;Euglyphida;"c(""NCBITaxon:178369"", ""NCBI:178369"", ""https://tree.opentreeoflife.org/opentree/ottol@300618"")";SFWO:0000472;testate amoebae;NA;onto:implicit
Euglyphida;NA;Euglyphida;"c(""NCBITaxon:178369"", ""NCBI:178369"", ""https://tree.opentreeoflife.org/opentree/ottol@300618"")";SFWO:0000065;protistivore;NA;gratin:adl_protista
Euglyphida;NA;Euglyphida;"c(""NCBITaxon:178369"", ""NCBI:178369"", ""https://tree.opentreeoflife.org/opentree/ottol@300618"")";SFWO:0000065;protistivore;NA;onto:implicit
Euglyphida;NA;Euglyphida;"c(""NCBITaxon:178369"", ""NCBI:178369"", ""https://tree.opentreeoflife.org/opentree/ottol@300618"")";ECOCORE:00000098;bacterivore;NA;onto:implicit
Euglyphida;NA;Euglyphida;"c(""NCBITaxon:178369"", ""NCBI:178369"", ""https://tree.opentreeoflife.org/opentree/ottol@300618"")";ECOCORE:00000019;herbivore;NA;onto:implicit
Euglyphida;NA;Euglyphida;"c(""NCBITaxon:178369"", ""NCBI:178369"", ""https://tree.opentreeoflife.org/opentree/ottol@300618"")";SFWO:0000027;bryophage;NA;onto:implicit
Euglyphida;NA;Euglyphida;"c(""NCBITaxon:178369"", ""NCBI:178369"", ""https://tree.opentreeoflife.org/opentree/ottol@300618"")";ECOCORE:00000088;carnivore;NA;onto:implicit
Euglyphida;NA;Euglyphida;"c(""NCBITaxon:178369"", ""NCBI:178369"", ""https://tree.opentreeoflife.org/opentree/ottol@300618"")";ECOCORE:00000089;predator;NA;onto:implicit
Euglyphida;NA;Euglyphida;"c(""NCBITaxon:178369"", ""NCBI:178369"", ""https://tree.opentreeoflife.org/opentree/ottol@300618"")";SFWO:0000063;omnivore;NA;gratin:giachello_protista
Euglyphida;NA;Paulinellidae;"c(""NCBITaxon:39715"", ""NCBI:39715"", ""https://tree.opentreeoflife.org/opentree/ottol@247674"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Euglyphida;NA;Paulinellidae;"c(""NCBITaxon:39715"", ""NCBI:39715"", ""https://tree.opentreeoflife.org/opentree/ottol@247674"")";SFWO:0000062;microorganism;NA;onto:implicit
Euglyphida;NA;Paulinellidae;"c(""NCBITaxon:39715"", ""NCBI:39715"", ""https://tree.opentreeoflife.org/opentree/ottol@247674"")";SFWO:0000064;protist;NA;onto:implicit
Euglyphida;NA;Paulinellidae;"c(""NCBITaxon:39715"", ""NCBI:39715"", ""https://tree.opentreeoflife.org/opentree/ottol@247674"")";SFWO:0000061;microbivore;NA;onto:implicit
Euglyphida;NA;Paulinellidae;"c(""NCBITaxon:39715"", ""NCBI:39715"", ""https://tree.opentreeoflife.org/opentree/ottol@247674"")";SFWO:0000065;protistivore;NA;gratin:adl_protista
Euglyphida;NA;Paulinellidae;"c(""NCBITaxon:39715"", ""NCBI:39715"", ""https://tree.opentreeoflife.org/opentree/ottol@247674"")";SFWO:0000472;testate amoebae;NA;onto:implicit
Euglyphida;NA;Paulinellidae;"c(""NCBITaxon:39715"", ""NCBI:39715"", ""https://tree.opentreeoflife.org/opentree/ottol@247674"")";SFWO:0000512;microphytophage;NA;onto:implicit
Euglyphida;NA;Paulinellidae;"c(""NCBITaxon:39715"", ""NCBI:39715"", ""https://tree.opentreeoflife.org/opentree/ottol@247674"")";ECOCORE:00000098;bacterivore;NA;gratin:adl_protista
Euglyphida;NA;Paulinellidae;"c(""NCBITaxon:39715"", ""NCBI:39715"", ""https://tree.opentreeoflife.org/opentree/ottol@247674"")";ECOCORE:00000098;bacterivore;NA;onto:implicit
Euglyphida;NA;Paulinellidae;"c(""NCBITaxon:39715"", ""NCBI:39715"", ""https://tree.opentreeoflife.org/opentree/ottol@247674"")";SFWO:0000065;protistivore;NA;onto:implicit
Euglyphida;NA;Paulinellidae;"c(""NCBITaxon:39715"", ""NCBI:39715"", ""https://tree.opentreeoflife.org/opentree/ottol@247674"")";ECOCORE:00000019;herbivore;NA;onto:implicit
Euglyphida;NA;Paulinellidae;"c(""NCBITaxon:39715"", ""NCBI:39715"", ""https://tree.opentreeoflife.org/opentree/ottol@247674"")";SFWO:0000027;bryophage;NA;onto:implicit
Euglyphida;NA;Paulinella;"c(""NCBITaxon:39716"", ""NCBI:39716"", ""https://tree.opentreeoflife.org/opentree/ottol@247677"", ""GBIF:3212296"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Euglyphida;NA;Paulinella;"c(""NCBITaxon:39716"", ""NCBI:39716"", ""https://tree.opentreeoflife.org/opentree/ottol@247677"", ""GBIF:3212296"")";SFWO:0000062;microorganism;NA;onto:implicit
Euglyphida;NA;Paulinella;"c(""NCBITaxon:39716"", ""NCBI:39716"", ""https://tree.opentreeoflife.org/opentree/ottol@247677"", ""GBIF:3212296"")";SFWO:0000064;protist;NA;onto:implicit
Euglyphida;NA;Paulinella;"c(""NCBITaxon:39716"", ""NCBI:39716"", ""https://tree.opentreeoflife.org/opentree/ottol@247677"", ""GBIF:3212296"")";SFWO:0000061;microbivore;NA;onto:implicit
Euglyphida;NA;Paulinella;"c(""NCBITaxon:39716"", ""NCBI:39716"", ""https://tree.opentreeoflife.org/opentree/ottol@247677"", ""GBIF:3212296"")";SFWO:0000065;protistivore;NA;gratin:adl_protista
Euglyphida;NA;Paulinella;"c(""NCBITaxon:39716"", ""NCBI:39716"", ""https://tree.opentreeoflife.org/opentree/ottol@247677"", ""GBIF:3212296"")";SFWO:0000472;testate amoebae;NA;onto:implicit
Euglyphida;NA;Paulinella;"c(""NCBITaxon:39716"", ""NCBI:39716"", ""https://tree.opentreeoflife.org/opentree/ottol@247677"", ""GBIF:3212296"")";SFWO:0000512;microphytophage;NA;onto:implicit
Euglyphida;NA;Paulinella;"c(""NCBITaxon:39716"", ""NCBI:39716"", ""https://tree.opentreeoflife.org/opentree/ottol@247677"", ""GBIF:3212296"")";ECOCORE:00000098;bacterivore;NA;gratin:adl_protista
Euglyphida;NA;Paulinella;"c(""NCBITaxon:39716"", ""NCBI:39716"", ""https://tree.opentreeoflife.org/opentree/ottol@247677"", ""GBIF:3212296"")";ECOCORE:00000023;autotroph;NA;gratin:giachello_protista
Euglyphida;NA;Euglypha;"c(""NCBITaxon:39713"", ""NCBI:39713"", ""GBIF:7313723"", ""https://tree.opentreeoflife.org/opentree/ottol@374755"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Euglyphida;NA;Euglypha;"c(""NCBITaxon:39713"", ""NCBI:39713"", ""GBIF:7313723"", ""https://tree.opentreeoflife.org/opentree/ottol@374755"")";SFWO:0000062;microorganism;NA;onto:implicit
Euglyphida;NA;Euglypha;"c(""NCBITaxon:39713"", ""NCBI:39713"", ""GBIF:7313723"", ""https://tree.opentreeoflife.org/opentree/ottol@374755"")";SFWO:0000064;protist;NA;onto:implicit
Euglyphida;NA;Euglypha;"c(""NCBITaxon:39713"", ""NCBI:39713"", ""GBIF:7313723"", ""https://tree.opentreeoflife.org/opentree/ottol@374755"")";SFWO:0000061;microbivore;NA;onto:implicit
Euglyphida;NA;Euglypha;"c(""NCBITaxon:39713"", ""NCBI:39713"", ""GBIF:7313723"", ""https://tree.opentreeoflife.org/opentree/ottol@374755"")";SFWO:0000065;protistivore;NA;gratin:adl_protista
Euglyphida;NA;Euglypha;"c(""NCBITaxon:39713"", ""NCBI:39713"", ""GBIF:7313723"", ""https://tree.opentreeoflife.org/opentree/ottol@374755"")";SFWO:0000472;testate amoebae;NA;onto:implicit
Euglyphida;NA;Euglypha;"c(""NCBITaxon:39713"", ""NCBI:39713"", ""GBIF:7313723"", ""https://tree.opentreeoflife.org/opentree/ottol@374755"")";SFWO:0000512;microphytophage;NA;onto:implicit
Euglyphida;NA;Euglypha;"c(""NCBITaxon:39713"", ""NCBI:39713"", ""GBIF:7313723"", ""https://tree.opentreeoflife.org/opentree/ottol@374755"")";ECOCORE:00000098;bacterivore;NA;gratin:adl_protista
Euglyphida;NA;Euglypha;"c(""NCBITaxon:39713"", ""NCBI:39713"", ""GBIF:7313723"", ""https://tree.opentreeoflife.org/opentree/ottol@374755"")";ECOCORE:00000088;carnivore;NA;onto:implicit
Euglyphida;NA;Euglypha;"c(""NCBITaxon:39713"", ""NCBI:39713"", ""GBIF:7313723"", ""https://tree.opentreeoflife.org/opentree/ottol@374755"")";ECOCORE:00000089;predator;NA;onto:implicit
Euglyphida;NA;Euglypha;"c(""NCBITaxon:39713"", ""NCBI:39713"", ""GBIF:7313723"", ""https://tree.opentreeoflife.org/opentree/ottol@374755"")";SFWO:0000063;omnivore;NA;gratin:giachello_protista
Euglyphida;NA;Trinematidae;"c(""NCBITaxon:178370"", ""NCBI:178370"", ""https://tree.opentreeoflife.org/opentree/ottol@875559"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Euglyphida;NA;Trinematidae;"c(""NCBITaxon:178370"", ""NCBI:178370"", ""https://tree.opentreeoflife.org/opentree/ottol@875559"")";SFWO:0000512;microphytophage;NA;onto:implicit
Euglyphida;NA;Trinematidae;"c(""NCBITaxon:178370"", ""NCBI:178370"", ""https://tree.opentreeoflife.org/opentree/ottol@875559"")";SFWO:0000062;microorganism;NA;onto:implicit
Euglyphida;NA;Trinematidae;"c(""NCBITaxon:178370"", ""NCBI:178370"", ""https://tree.opentreeoflife.org/opentree/ottol@875559"")";ECOCORE:00000098;bacterivore;NA;gratin:adl_protista
Euglyphida;NA;Trinematidae;"c(""NCBITaxon:178370"", ""NCBI:178370"", ""https://tree.opentreeoflife.org/opentree/ottol@875559"")";SFWO:0000064;protist;NA;onto:implicit
Euglyphida;NA;Trinematidae;"c(""NCBITaxon:178370"", ""NCBI:178370"", ""https://tree.opentreeoflife.org/opentree/ottol@875559"")";SFWO:0000061;microbivore;NA;onto:implicit
Euglyphida;NA;Trinematidae;"c(""NCBITaxon:178370"", ""NCBI:178370"", ""https://tree.opentreeoflife.org/opentree/ottol@875559"")";SFWO:0000472;testate amoebae;NA;onto:implicit
Euglyphida;NA;Trinematidae;"c(""NCBITaxon:178370"", ""NCBI:178370"", ""https://tree.opentreeoflife.org/opentree/ottol@875559"")";SFWO:0000065;protistivore;NA;gratin:adl_protista
Euglyphida;NA;Trinematidae;"c(""NCBITaxon:178370"", ""NCBI:178370"", ""https://tree.opentreeoflife.org/opentree/ottol@875559"")";ECOCORE:00000088;carnivore;NA;onto:implicit
Euglyphida;NA;Trinematidae;"c(""NCBITaxon:178370"", ""NCBI:178370"", ""https://tree.opentreeoflife.org/opentree/ottol@875559"")";ECOCORE:00000089;predator;NA;onto:implicit
Euglyphida;NA;Trinematidae;"c(""NCBITaxon:178370"", ""NCBI:178370"", ""https://tree.opentreeoflife.org/opentree/ottol@875559"")";SFWO:0000063;omnivore;NA;gratin:fioredonno_cercozoa
Euglyphida;NA;Trinematidae;"c(""NCBITaxon:178370"", ""NCBI:178370"", ""https://tree.opentreeoflife.org/opentree/ottol@875559"")";SFWO:0000065;protistivore;NA;onto:implicit
Euglyphida;NA;Trinematidae;"c(""NCBITaxon:178370"", ""NCBI:178370"", ""https://tree.opentreeoflife.org/opentree/ottol@875559"")";ECOCORE:00000098;bacterivore;NA;onto:implicit
Euglyphida;NA;Trinematidae;"c(""NCBITaxon:178370"", ""NCBI:178370"", ""https://tree.opentreeoflife.org/opentree/ottol@875559"")";ECOCORE:00000019;herbivore;NA;onto:implicit
Euglyphida;NA;Trinematidae;"c(""NCBITaxon:178370"", ""NCBI:178370"", ""https://tree.opentreeoflife.org/opentree/ottol@875559"")";SFWO:0000027;bryophage;NA;onto:implicit
Euglyphida;NA;Trinematidae;"c(""NCBITaxon:178370"", ""NCBI:178370"", ""https://tree.opentreeoflife.org/opentree/ottol@875559"")";SFWO:0000063;omnivore;NA;gratin:giachello_protista
Euglyphida;NA;Trachelocorythion;"c(""NCBITaxon:178363"", ""NCBI:178363"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Euglyphida;NA;Trachelocorythion;"c(""NCBITaxon:178363"", ""NCBI:178363"")";SFWO:0000512;microphytophage;NA;onto:implicit
Euglyphida;NA;Trachelocorythion;"c(""NCBITaxon:178363"", ""NCBI:178363"")";SFWO:0000062;microorganism;NA;onto:implicit
Euglyphida;NA;Trachelocorythion;"c(""NCBITaxon:178363"", ""NCBI:178363"")";ECOCORE:00000098;bacterivore;NA;gratin:adl_protista
Euglyphida;NA;Trachelocorythion;"c(""NCBITaxon:178363"", ""NCBI:178363"")";SFWO:0000064;protist;NA;onto:implicit
Euglyphida;NA;Trachelocorythion;"c(""NCBITaxon:178363"", ""NCBI:178363"")";SFWO:0000061;microbivore;NA;onto:implicit
Euglyphida;NA;Trachelocorythion;"c(""NCBITaxon:178363"", ""NCBI:178363"")";SFWO:0000472;testate amoebae;NA;onto:implicit
